월,시간대,기온,습도,풍속,자외선,강우량,강설량,임대_건수
06월,11시,25.8,35,1.5,1.66,0,0,175
06월,12시,27.5,31,1.9,2.7,0,0,164
06월,13시,28.4,31,2.7,2.93,0,0,158
06월,14시,27.9,41,3.9,2.08,0,0,136
06월,15시,28,46,3.6,2.88,0,0,145
06월,16시,28.4,43,3.1,2.65,0,0,143
06월,17시,28.3,48,3.1,2.41,0,0,143
06월,18시,28.1,49,3.2,1.62,0,0,154
06월,19시,26.3,55,3.2,0.64,0,0,161
06월,20시,25.7,59,2.8,0.38,0,0,155
06월,21시,24.6,65,2.1,0.1,0,0,152
06월,22시,23.8,68,2.2,0,0,0,144
06월,23시,23,74,2.4,0,0,0,127
06월,24시,22.5,77,2.7,0,0,0,123
06월,1시,22,81,1.6,0,0,0,99
06월,2시,21.5,83,1.3,0,0,0,82
06월,3시,20.9,87,1.8,0,0,0,65
06월,4시,20.6,91,0.8,0,0,0,80
06월,5시,20.5,90,0.8,0,0,0,115
06월,6시,20.3,87,1,0,0,0,135
06월,7시,20.2,87,2,0.01,0,0,139
06월,8시,20.5,82,0.8,0.16,0,0,164
06월,9시,21.3,78,0.7,0.51,0,0,175
06월,10시,23.1,68,1.9,1.64,0,0,178
06월,11시,25,60,1.5,2.33,0,0,182
06월,12시,27.1,52,2.1,2.82,0,0,170
06월,13시,28.9,40,2.3,3.15,0,0,173
06월,14시,30.6,31,2.7,3.24,0,0,155
06월,15시,31.6,34,2.9,3.12,0,0,157
06월,16시,31.8,31,3.4,2.85,0,0,137
06월,17시,31.3,32,3.2,2.38,0,0,140
06월,18시,30.9,34,2.5,1.79,0,0,155
06월,19시,29.8,35,3.3,1.15,0,0,151
06월,20시,27.8,41,2.7,0.45,0,0,145
06월,21시,26.1,49,1.9,0.1,0,0,144
06월,22시,24.5,71,1.7,0,0,0,140
06월,23시,23.9,72,0.8,0,0,0,138
06월,24시,23.3,75,2,0,0,0,127
06월,1시,22.9,79,0.6,0,0,0,108
06월,2시,22.5,80,1.1,0,0,0,83
06월,3시,22.3,80,0.8,0,0,0,76
06월,4시,22,83,0.5,0,0,0,83
06월,5시,21.8,82,0.7,0,0,0,116
06월,6시,21.5,84,0.3,0,0,0,141
06월,7시,21.3,81,0.7,0.05,0,0,153
06월,8시,22.1,74,0.3,0.37,0,0,168
06월,9시,23.8,66,0.9,0.74,0,0,171
06월,10시,25.4,61,1,1.28,0,0,183
06월,11시,26.4,55,0.9,1.16,0,0,188
06월,12시,27.8,46,1.3,1.77,0,0,179
06월,13시,29.8,42,2.1,2.9,0,0,168
06월,14시,31.2,36,2,2.91,0,0,162
06월,15시,32.3,35,1.8,2.71,0,0,168
06월,16시,32.7,31,1.7,2.3,0,0,157
06월,17시,32.2,39,2.8,1.74,0,0,147
06월,18시,31.5,42,2.3,1.36,0,0,163
06월,19시,30.7,43,1.6,0.74,0,0,178
06월,20시,29.8,45,1.5,0.32,0,0,171
06월,21시,28.8,54,1.1,0.09,0,0,163
06월,22시,27.9,55,0.5,0,0,0,159
06월,23시,27.4,55,0.3,0,0,0,148
06월,24시,27.2,55,0.7,0,0,0,145
06월,1시,26.9,61,1.5,0,0,0,100
06월,2시,26.7,50,1.8,0,0,0,82
06월,3시,26.1,51,1.7,0,0,0,74
06월,4시,25.4,50,1.1,0,0,0,87
06월,5시,24.7,49,1,0,0,0,119
06월,6시,23.7,64,0.9,0,0.1,0,139
06월,7시,22.5,83,0.8,0,0.4,0,150
06월,8시,21.2,87,0.8,0.03,1.5,0,159
06월,9시,20.8,94,1,0.05,3.5,0,163
06월,10시,20.3,96,1.1,0.06,6.5,0,174
06월,11시,20.3,97,1,0.12,9.5,0,172
06월,12시,20.4,97,1.4,0.09,16,0,158
06월,13시,20.5,97,1.8,0.15,5,0,167
06월,14시,20.5,97,1.2,0.11,14.5,0,155
06월,15시,21,97,0.7,0.26,2.5,0,175
06월,16시,21.5,97,0.6,0.21,4.5,0,164
06월,17시,23.3,96,3.4,0.08,1,0,134
06월,18시,24,95,5,0.07,2,0,125
06월,19시,24.1,95,4.4,0.03,1,0,138
06월,20시,24.2,94,4.7,0.03,1.5,0,125
06월,21시,24.1,94,4.5,0,0.5,0,118
06월,22시,23.5,94,4.6,0,1.5,0,107
06월,23시,22.4,95,4.1,0,0,0,99
06월,24시,21.6,89,4.3,0,0,0,99
06월,1시,20.5,94,3.7,0,0,0,67
06월,2시,20,96,3,0,0.1,0,59
06월,3시,19.6,97,2.6,0,0.4,0,53
06월,4시,19.4,97,2.9,0,0,0,55
06월,5시,19.2,97,1,0,0.5,0,111
06월,6시,19.1,97,1.2,0,0,0,128
06월,7시,19.2,97,1.5,0,0,0,141
06월,8시,19.3,98,1,0.06,0,0,155
06월,9시,19.7,97,1.5,0.25,0,0,160
06월,10시,20,96,1.6,0.39,0,0,173
06월,11시,21.4,85,1.1,1.34,0,0,180
06월,12시,23.4,73,1.3,2.38,0,0,173
06월,13시,24.1,73,2.2,2.15,0,0,165
06월,14시,24.9,69,2.2,2.14,0,0,158
06월,15시,24.7,72,2.9,1.45,0,0,156
06월,16시,25.5,68,2.4,1.61,0,0,153
06월,17시,25,74,2.2,0.52,0,0,155
06월,18시,25.1,70,2.2,0.48,0,0,165
06월,19시,25,69,1.5,0.52,0,0,174
06월,20시,24.9,70,1.8,0.24,0,0,161
06월,21시,24.2,72,1.4,0.03,0,0,159
06월,22시,23.3,71,1.3,0,0,0,149
06월,23시,22.7,77,2,0,0,0,124
06월,24시,22.3,83,2.6,0,0,0,121
06월,1시,22.2,84,1.1,0,0,0,102
06월,2시,22.2,84,0.3,0,0,0,90
06월,3시,22.4,84,0.6,0,0,0,76
06월,4시,22.4,86,0.6,0,0,0,80
06월,5시,22.3,88,0.9,0,0,0,113
06월,6시,22.1,93,0.4,0,0,0,136
06월,7시,22,90,0.4,0.04,0.1,0,152
06월,8시,22.7,81,0.4,0.4,0,0,162
06월,9시,24.2,73,1,0.96,0,0,156
06월,10시,24.8,75,1.1,0.63,0,0,172
06월,11시,25.3,70,0.6,0.7,0,0,179
06월,12시,26.5,64,1.8,1.3,0,0,153
06월,13시,27,68,2,1.3,0,0,152
06월,14시,27.2,68,1.8,1.1,0,0,150
06월,15시,27.1,72,3,0.91,0,0,148
06월,16시,26.4,76,3.7,1.01,0,0,125
06월,17시,25.2,81,3.6,0.5,0,0,132
06월,18시,22.2,92,1.2,0.11,4.9,0,169
06월,19시,20.6,97,0.7,0.14,21.5,0,165
06월,20시,20.9,97,1,0.19,0,0,151
06월,21시,21,96,0.1,0.02,0,0,158
06월,22시,21.3,94,0.3,0,0,0,148
06월,23시,21.6,94,1.1,0,0,0,131
06월,24시,21.7,96,0.3,0,0,0,141
06월,1시,21.9,95,1.9,0,0,0,89
06월,2시,22,96,0.1,0,0.1,0,88
06월,3시,22.2,96,0.8,0,0.2,0,70
06월,4시,22.3,96,1.2,0,0.1,0,71
06월,5시,22.3,96,0,0,0.1,0,119
06월,6시,22.1,97,0.5,0,1.5,0,132
06월,7시,21.9,97,0.2,0,4.5,0,148
06월,8시,22,97,0.9,0.03,0,0,154
06월,9시,22.2,95,1.6,0.26,0,0,156
06월,10시,22.9,86,1.7,0.76,0,0,172
06월,11시,24.4,76,2.1,1.58,0,0,169
06월,12시,24.8,74,1.8,1.41,0,0,168
06월,13시,26.1,67,2.2,2.15,0,0,168
06월,14시,26.8,65,2,2.37,0,0,160
06월,15시,27.8,57,2.1,2.62,0,0,165
06월,16시,28.4,63,2.8,2.47,0,0,144
06월,17시,29,57,2.3,2.36,0,0,149
06월,18시,28.5,60,2.6,1.33,0,0,156
06월,19시,28.1,60,1.9,1.05,0,0,171
06월,20시,27.1,64,1.1,0.28,0,0,172
06월,21시,26.2,70,1.5,0.12,0,0,157
06월,22시,25.2,75,1.4,0,0,0,148
06월,23시,24.2,80,1.3,0,0,0,134
06월,24시,23.5,83,1.4,0,0,0,133
06월,1시,23,84,1.9,0,0,0,93
06월,2시,22.6,85,0.3,0,0,0,91
06월,3시,22.2,88,1,0,0,0,72
06월,4시,21.9,88,0.9,0,0,0,79
06월,5시,21.7,93,0.1,0,0,0,120
06월,6시,21.7,88,0.6,0,0,0,137
06월,7시,22.1,85,0.5,0.01,0.1,0,154
06월,8시,22.5,86,0.6,0.07,0,0,162
06월,9시,23.4,81,0.5,0.37,0,0,174
06월,10시,24.2,81,0.9,0.53,0,0,183
06월,11시,25.1,73,0.9,0.66,0,0,185
06월,12시,26.4,71,1,1.36,0,0,177
06월,13시,25.2,94,2.8,0.39,6.4,0,150
06월,14시,25.6,87,1.7,0.71,3.5,0,156
06월,15시,27.5,69,0.5,1.84,0,0,179
06월,16시,27.8,71,0.9,0.93,0,0,164
06월,17시,27.9,69,0.5,0.61,0,0,169
06월,18시,27.4,75,2.3,0.46,0,0,159
06월,19시,27.5,79,0.5,0.65,0.5,0,174
06월,20시,24.3,95,0.5,0.11,4,0,163
06월,21시,24.2,88,0.8,0.06,0,0,152
06월,22시,23.9,84,0.7,0,0,0,141
06월,23시,23.4,88,0.9,0,0,0,129
06월,24시,22.9,92,0.6,0,0,0,133
07월,1시,22.6,88,0.2,0,0,0,86
07월,2시,22.7,87,0.5,0,0,0,66
07월,3시,22.7,87,0.5,0,0,0,55
07월,4시,22.7,86,0.7,0,0,0,54
07월,5시,22.7,85,0.7,0,0,0,88
07월,6시,22.6,86,0.5,0,0.1,0,117
07월,7시,22.3,93,0.6,0.01,0.4,0,125
07월,8시,22.1,89,0.5,0.08,0.5,0,132
07월,9시,22.1,93,0.5,0.14,1,0,151
07월,10시,22.1,94,0.9,0.22,1.5,0,162
07월,11시,21.6,97,0.5,0.13,12,0,159
07월,12시,21.2,97,1.2,0.15,18.5,0,142
07월,13시,21.1,97,1.2,0.17,7.5,0,153
07월,14시,21.2,97,1.1,0.2,3.5,0,147
07월,15시,21.5,97,0.7,0.29,1,0,147
07월,16시,21.8,97,0.7,0.14,5.5,0,147
07월,17시,22.2,97,1.1,0.25,1,0,128
07월,18시,22.4,96,0.4,0.21,1.5,0,147
07월,19시,22.2,96,1.2,0.09,3.5,0,156
07월,20시,21.9,96,1.2,0.01,5.5,0,146
07월,21시,21.9,97,1.1,0,6,0,136
07월,22시,21.8,97,0.6,0,3.5,0,132
07월,23시,21.7,97,0.7,0,3.5,0,117
07월,24시,21.5,97,1.5,0,5,0,108
07월,1시,21.4,97,0.6,0,2.5,0,84
07월,2시,21.3,97,1,0,3,0,49
07월,3시,21.2,97,0.8,0,2,0,49
07월,4시,21.1,96,2.4,0,4.5,0,36
07월,5시,20.8,97,1,0,4,0,68
07월,6시,20.7,97,0.3,0,0.5,0,98
07월,7시,20.7,97,0.3,0,1,0,127
07월,8시,20.7,97,0.4,0,0.5,0,127
07월,9시,20.8,96,0.4,0.11,1.5,0,140
07월,10시,21,97,1.3,0.14,3,0,155
07월,11시,21.4,97,0.6,0.27,1,0,165
07월,12시,21.7,97,0.5,0.25,8,0,155
07월,13시,22.4,97,1,0.46,0,0,157
07월,14시,22.6,97,0.6,0.3,0.5,0,155
07월,15시,23.3,96,0.3,0.53,0,0,163
07월,16시,24.2,93,1,0.78,0,0,144
07월,17시,25.2,87,0.9,0.88,0,0,147
07월,18시,25.3,87,0.6,0.49,0,0,159
07월,19시,24.9,87,1.9,0.25,0,0,136
07월,20시,24.1,93,2.1,0.23,1.5,0,132
07월,21시,23.5,97,0.1,0.04,24,0,112
07월,22시,23.4,98,0.4,0,1,0,130
07월,23시,23.4,98,0.3,0,2.5,0,120
07월,24시,23.4,98,0.3,0,0.5,0,121
07월,1시,23.2,98,0.2,0,0.5,0,85
07월,2시,23.1,98,0,0,0,0,67
07월,3시,23,98,0.1,0,0,0,55
07월,4시,22.8,98,0,0,0,0,50
07월,5시,22.7,97,0.2,0,0,0,82
07월,6시,22.6,97,0,0,0,0,112
07월,7시,22.6,95,0.1,0.05,0,0,116
07월,8시,23.5,86,0.2,0.38,0,0,128
07월,9시,24.3,83,0.5,0.53,0,0,134
07월,10시,25.7,76,0.8,1.11,0,0,147
07월,11시,27.6,71,1.6,2.14,0,0,137
07월,12시,29.2,66,1.4,2.72,0,0,131
07월,13시,30.1,64,1.2,2.54,0,0,137
07월,14시,31.2,54,1.3,3.11,0,0,129
07월,15시,31,56,1.5,1.47,0,0,132
07월,16시,32,54,1.2,2.99,0,0,123
07월,17시,31.3,52,1.2,1.63,0,0,127
07월,18시,32.4,50,2.2,1.92,0,0,124
07월,19시,32.2,57,1.8,1.53,0,0,134
07월,20시,30.4,62,0.9,0.65,0.1,0,133
07월,21시,28.8,72,0.9,0.11,0,0,122
07월,22시,27.8,72,0.6,0,0,0,118
07월,23시,26.9,78,0.6,0,0,0,106
07월,24시,26.4,78,0.3,0,0,0,105
07월,1시,25.9,79,0.3,0,0,0,71
07월,2시,25.4,79,1,0,0,0,44
07월,3시,25.1,82,0.2,0,0,0,42
07월,4시,24.9,83,0.2,0,0,0,50
07월,5시,24.7,82,0.3,0,0,0,81
07월,6시,24.2,86,0.2,0,0,0,101
07월,7시,24,84,0.1,0.05,0,0,119
07월,8시,24.6,78,0.5,0.33,0,0,126
07월,9시,26.4,64,0.5,1.33,0,0,140
07월,10시,27.4,68,0.5,1.31,0,0,151
07월,11시,28.5,65,1.5,1.74,0,0,148
07월,12시,30,60,2.3,2.61,0,0,125
07월,13시,30.5,58,2.5,2.26,0,0,131
07월,14시,31,60,2.6,2.75,0,0,119
07월,15시,31.3,58,3,2.46,0,0,124
07월,16시,31.1,57,3.7,2.03,0,0,99
07월,17시,31.6,57,2.7,2.19,0,0,109
07월,18시,31.2,56,3.4,1.82,0,0,112
07월,19시,30,60,2.5,0.99,0,0,129
07월,20시,28.2,64,2.8,0.5,0,0,117
07월,21시,27.1,67,2.9,0.06,0,0,107
07월,22시,26.2,70,2.2,0,0,0,106
07월,23시,25.1,73,2.5,0,0,0,90
07월,24시,24.7,74,1.4,0,0,0,107
07월,1시,24.2,77,1.8,0,0,0,71
07월,2시,23.9,79,1.7,0,0,0,55
07월,3시,23.6,80,1.5,0,0,0,50
07월,4시,23.5,81,0.9,0,0,0,61
07월,5시,23.5,80,0.4,0,0,0,101
07월,6시,23.5,80,0.3,0,0,0,123
07월,7시,23.5,80,0.3,0,0,0,139
07월,8시,23.5,90,0.5,0.05,0.5,0,144
07월,9시,23.6,93,0.9,0.21,0,0,148
07월,10시,24.2,84,0.9,0.49,0,0,165
07월,11시,25.6,75,1.1,1.22,0,0,160
07월,12시,26.3,71,1.1,0.86,0,0,152
07월,13시,27,68,1.1,1.2,0,0,150
07월,14시,28.1,67,1.1,1.43,0,0,137
07월,15시,28.3,67,3,1.73,0,0,130
07월,16시,28.8,66,0.9,1.55,0,0,133
07월,17시,28.2,71,1.7,0.96,0,0,119
07월,18시,27.3,76,0.9,0.52,0,0,138
07월,19시,26.8,71,1.2,0.21,0,0,143
07월,20시,26.7,69,1.4,0.36,0,0,132
07월,21시,25.8,68,1.4,0.09,0,0,124
07월,22시,25.2,67,1.5,0,0,0,115
07월,23시,24.4,67,1.6,0,0,0,100
07월,24시,23.9,66,1.5,0,0,0,102
07월,1시,23.5,65,1.9,0,0,0,64
07월,2시,23.1,66,1.6,0,0,0,47
07월,3시,22.8,65,1.8,0,0,0,36
07월,4시,22.6,66,1.5,0,0,0,44
07월,5시,22.6,66,0.9,0,0,0,85
07월,6시,22.5,66,1.5,0,0,0,99
07월,7시,22.4,65,1.6,0.01,0,0,113
07월,8시,22.6,63,1.3,0.21,0,0,127
07월,9시,23.2,60,1.7,0.58,0,0,133
07월,10시,23.3,61,1.7,0.8,0,0,147
07월,11시,23.7,59,1.7,0.89,0,0,147
07월,12시,23.9,59,2.1,1.08,0,0,137
07월,13시,25.7,57,1.9,2.32,0,0,141
07월,14시,26.2,53,2.1,2.23,0,0,130
07월,15시,27,52,2.1,2.51,0,0,134
07월,16시,26.9,51,2,1.95,0,0,126
07월,17시,26.6,54,2.3,1.24,0,0,123
07월,18시,26.6,52,2.2,1.02,0,0,136
07월,19시,25.9,52,2.1,0.57,0,0,144
07월,20시,25,52,2.2,0.37,0,0,134
07월,21시,23.8,55,2.3,0.05,0,0,124
07월,22시,23.1,54,2.1,0,0,0,118
07월,23시,22.5,54,2.1,0,0,0,103
07월,24시,22,55,1.7,0,0,0,108
07월,1시,21.5,56,1.8,0,0,0,72
07월,2시,21.1,57,2,0,0,0,50
07월,3시,20.7,58,1.5,0,0,0,45
07월,4시,20.4,59,1,0,0,0,55
07월,5시,20,63,1.8,0,0,0,80
07월,6시,19.8,63,1.4,0,0,0,104
07월,7시,19.5,61,1.5,0.03,0,0,120
07월,8시,19.6,57,1.6,0.42,0,0,130
07월,9시,21.2,52,1.6,1.2,0,0,140
07월,10시,22.6,51,1.7,1.87,0,0,151
07월,11시,24,49,1.7,2.48,0,0,149
07월,12시,25,48,1.5,2.95,0,0,145
07월,13시,26.4,47,1.7,3.26,0,0,146
07월,14시,27.5,43,2,3.41,0,0,132
07월,15시,28.3,43,1.6,3.33,0,0,142
07월,16시,28.7,42,1.3,2.98,0,0,134
07월,17시,28.9,44,1.6,2.2,0,0,130
07월,18시,28.9,45,1.4,1.89,0,0,143
07월,19시,27.8,48,1.2,0.91,0,0,152
07월,20시,26.1,51,1.4,0.32,0,0,142
07월,21시,24.6,51,1.7,0.07,0,0,131
07월,22시,23.4,52,1.4,0,0,0,126
07월,23시,22.6,51,1.7,0,0,0,109
07월,24시,21.7,51,1.7,0,0,0,110
07월,1시,20.7,51,1.7,0,0,0,76
07월,2시,19.9,52,1.6,0,0,0,58
07월,3시,19.3,54,1.4,0,0,0,49
07월,4시,18.8,56,1.2,0,0,0,56
07월,5시,18.4,57,1.1,0,0,0,92
07월,6시,18.1,57,1.4,0,0,0,109
07월,7시,17.8,58,1.1,0.04,0,0,127
07월,8시,18.2,54,1.2,0.42,0,0,137
07월,9시,19.1,53,1.7,0.8,0,0,142
07월,10시,20.8,51,1.5,1.65,0,0,157
07월,11시,22.5,48,1.6,2.33,0,0,155
07월,12시,23.8,47,2.1,2.59,0,0,141
07월,13시,25,46,1.9,2.93,0,0,148
07월,14시,26.1,45,1.8,3.33,0,0,136
07월,15시,27.1,41,1.4,3.24,0,0,147
07월,16시,27.6,37,1.9,2.58,0,0,132
07월,17시,27.9,39,1.2,2.16,0,0,139
07월,18시,27.4,44,1.7,1.17,0,0,144
07월,19시,26.7,48,1,0.53,0,0,156
07월,20시,26.3,51,1.7,0.18,0,0,138
07월,21시,25.7,53,1.3,0.03,0,0,133
07월,22시,25.3,55,1.4,0,0,0,122
07월,23시,25,57,1,0,0,0,110
07월,24시,24.6,60,2.6,0,0,0,92
07월,1시,24.2,61,1.7,0,0,0,67
07월,2시,23.7,64,0.8,0,0,0,56
07월,3시,22.7,63,0.9,0,0,0,47
07월,4시,21.9,63,1.3,0,0,0,48
07월,5시,21.4,63,1.5,0,0,0,82
07월,6시,21.1,64,1.5,0,0,0,102
07월,7시,21,64,1,0.03,0,0,122
07월,8시,20.9,66,1.4,0.1,0,0,127
07월,9시,20.7,73,0.8,0.3,0.2,0,140
07월,10시,21.1,72,1,0.52,0,0,153
07월,11시,21.1,73,1.2,0.4,0,0,151
07월,12시,20.6,82,1,0.29,0.3,0,143
07월,13시,20.7,83,0.6,0.32,0,0,167
07월,14시,20.3,87,1,0.31,0.5,0,156
07월,15시,20.2,89,1,0.27,0.5,0,143
07월,16시,20.3,90,0.9,0.34,0,0,143
07월,17시,20.2,91,1.2,0.42,1,0,134
07월,18시,20.3,93,1.4,0.32,1,0,140
07월,19시,20.3,93,1.3,0.22,0.5,0,143
07월,20시,20.4,94,1.1,0.14,0.5,0,136
07월,21시,20.3,95,0.8,0.02,1,0,136
07월,22시,20.3,96,1,0,1.5,0,129
07월,23시,20.4,96,1.1,0,0.5,0,103
07월,24시,20.4,96,0.6,0,1,0,117
07월,1시,20.4,97,0.3,0,5.5,0,88
07월,2시,20.4,97,0.3,0,8.5,0,66
07월,3시,20.5,98,0.5,0,6.5,0,53
07월,4시,20.6,98,0.8,0,0.5,0,38
07월,5시,20.6,97,0.5,0,0,0,77
07월,6시,20.6,97,0.6,0,0,0,95
07월,7시,20.7,97,0.9,0.02,0,0,107
07월,8시,21.1,95,0.4,0.14,0,0,123
07월,9시,21.7,89,0.5,0.31,0,0,134
07월,10시,22.3,86,1,0.42,0,0,144
07월,11시,22.6,85,0.9,0.38,0,0,145
07월,12시,23.2,82,1.1,0.47,0,0,139
07월,13시,24.1,80,0.8,0.72,0,0,146
07월,14시,25.2,77,1.2,1.06,0,0,133
07월,15시,25.5,77,0.8,0.75,0,0,142
07월,16시,25.7,77,0.5,0.48,0,0,137
07월,17시,26.3,74,0.7,0.52,0,0,141
07월,18시,26.5,76,1,0.36,0,0,150
07월,19시,26.2,82,0.4,0.21,0,0,159
07월,20시,25.7,83,1.1,0.08,0.5,0,148
07월,21시,25.3,89,0.3,0,0,0,147
07월,22시,25.1,86,0.3,0,0,0,138
07월,23시,25,86,0.5,0,0,0,122
07월,24시,24.9,87,0.5,0,0,0,122
07월,1시,24.6,96,0.7,0,0.5,0,83
07월,2시,24.6,96,0.5,0,0.5,0,64
07월,3시,24.5,96,0.5,0,0,0,55
07월,4시,24.5,97,0.8,0,0.5,0,56
07월,5시,24.5,97,1,0,0,0,89
07월,6시,24.5,97,0.5,0,0.5,0,115
07월,7시,24.5,97,0.1,0,0.5,0,134
07월,8시,24.6,97,0.3,0.07,0.5,0,142
07월,9시,25.1,97,0.8,0.26,0,0,145
07월,10시,25.6,96,0.6,0.41,0,0,161
07월,11시,26.3,91,0.6,0.63,0.5,0,160
07월,12시,27.2,82,0.9,0.93,0,0,151
07월,13시,28.1,73,2.1,0.87,0,0,142
07월,14시,28.7,69,2.6,1.02,0,0,124
07월,15시,29.2,67,2.8,1.13,0,0,123
07월,16시,29.4,68,2.3,1.29,0,0,121
07월,17시,28.7,70,3.2,0.73,0,0,111
07월,18시,28.7,71,2.9,0.71,0,0,123
07월,19시,28.4,75,2.4,0.52,0,0,134
07월,20시,28.2,72,1.6,0.13,0,0,132
07월,21시,27.7,76,1.8,0.04,0,0,119
07월,22시,27.3,78,1.2,0,0,0,118
07월,23시,27.1,79,1.2,0,0,0,103
07월,24시,26.9,79,0.1,0,0,0,116
07월,1시,26.7,79,0.9,0,0,0,72
07월,2시,26.6,80,0,0,0,0,63
07월,3시,26.3,84,0.3,0,0,0,50
07월,4시,26.2,83,0.3,0,0,0,57
07월,5시,26.1,85,0.6,0,0,0,91
07월,6시,25.9,91,0.4,0,0.5,0,113
07월,7시,25.6,93,1.1,0.01,0,0,120
07월,8시,25.9,87,1.7,0.26,0,0,126
07월,9시,26.3,84,2.1,0.48,0,0,130
07월,10시,26.5,82,2.7,0.57,0,0,141
07월,11시,26.7,88,1.6,0.89,0.5,0,149
07월,12시,27.4,78,2.3,1.11,0,0,136
07월,13시,27.4,80,2.7,0.97,0,0,137
07월,14시,27.7,76,2.6,1,0,0,127
07월,15시,27.8,76,3.1,1,0,0,122
07월,16시,28,76,2.3,1,0,0,122
07월,17시,28.1,74,2.8,1.06,0,0,115
07월,18시,27.9,75,2.5,0.75,0,0,127
07월,19시,27.5,77,2.1,0.46,0,0,131
07월,20시,27.4,78,1.1,0.27,0,0,132
07월,21시,26.9,80,1.5,0.09,0,0,120
07월,22시,26.3,81,0.8,0,0,0,116
07월,23시,25.9,83,0.6,0,0,0,104
07월,24시,25.5,84,0.8,0,0,0,101
07월,1시,25.1,87,0.4,0,0,0,71
07월,2시,24.8,89,0.9,0,0,0,50
07월,3시,24.9,86,1.3,0,0,0,39
07월,4시,24.9,86,2,0,0,0,42
07월,5시,24.8,86,2.1,0,0,0,76
07월,6시,24.8,84,1.4,0,0,0,102
07월,7시,24.8,84,1.1,0,0,0,118
07월,8시,25,83,1,0.13,0,0,130
07월,9시,25.5,80,1.8,0.37,0,0,131
07월,10시,26.6,73,2.2,1.01,0,0,146
07월,11시,27.4,70,2.4,1.28,0,0,141
07월,12시,27.5,70,2.4,1.07,0,0,129
07월,13시,28.3,68,1.9,1.35,0,0,142
07월,14시,28.9,68,2.8,1.55,0,0,113
07월,15시,29.5,62,2.7,1.79,0,0,120
07월,16시,30.2,62,2.4,1.91,0,0,115
07월,17시,30,67,2,1.46,0,0,120
07월,18시,30.1,65,1.8,1.36,0,0,128
07월,19시,30.8,60,2.5,1.43,0,0,130
07월,20시,29.8,68,2.6,0.81,0,0,118
07월,21시,28.2,76,2.2,0.08,0,0,110
07월,22시,27.2,80,2.3,0,0,0,99
07월,23시,26.7,82,1.3,0,0,0,98
07월,24시,26.2,84,1,0,0,0,103
07월,1시,25.7,85,0.4,0,0,0,77
07월,2시,25.4,85,1.4,0,0,0,44
07월,3시,25.3,85,1.7,0,0,0,32
07월,4시,25.2,83,1.1,0,0,0,40
07월,5시,25.1,82,1.5,0,0,0,81
07월,6시,24.8,86,1.6,0,0,0,100
07월,7시,24.6,86,0.4,0.02,0,0,130
07월,8시,24.9,81,0.3,0.24,0,0,140
07월,9시,26.1,74,0.7,0.87,0,0,147
07월,10시,27,70,1.1,1.15,0,0,155
07월,11시,27.8,68,2.1,1.29,0,0,142
07월,12시,29,65,2,2.22,0,0,133
07월,13시,30.2,58,2.3,2.64,0,0,140
07월,14시,30.7,59,2.3,2.67,0,0,126
07월,15시,30.7,59,2.9,2.05,0,0,124
07월,16시,31.1,59,2.3,2.34,0,0,112
07월,17시,31.7,55,2.3,2.16,0,0,114
07월,18시,31.5,53,3.7,2.02,0,0,108
07월,19시,31.1,55,2.2,1.05,0,0,133
07월,20시,30.4,59,2.4,0.69,0,0,119
07월,21시,29.2,63,1.7,0.1,0,0,118
07월,22시,28.2,64,2.8,0,0,0,97
07월,23시,27.6,70,2.7,0,0,0,81
07월,24시,26.6,80,2,0,0,0,95
07월,1시,26,82,1.9,0,0,0,59
07월,2시,25.5,83,2.3,0,0,0,36
07월,3시,25.1,85,1.1,0,0,0,43
07월,4시,24.8,86,0.2,0,0,0,58
07월,5시,24.6,86,0.1,0,0,0,94
07월,6시,24.5,85,0.7,0,0,0,109
07월,7시,24.8,83,0.2,0.02,0,0,126
07월,8시,25.2,80,0.2,0.18,0,0,137
07월,9시,26.2,75,0.9,0.77,0,0,139
07월,10시,27,71,1,0.97,0,0,154
07월,11시,28.5,66,1.7,1.83,0,0,148
07월,12시,28.7,64,1.3,1.53,0,0,148
07월,13시,30.1,58,1.6,2.15,0,0,147
07월,14시,31.4,53,3.2,3.28,0,0,113
07월,15시,32.4,50,2,3.13,0,0,130
07월,16시,32.9,49,2.6,2.81,0,0,116
07월,17시,32.8,52,3,2.28,0,0,107
07월,18시,32.7,52,3,1.96,0,0,116
07월,19시,32.2,55,2.4,1.28,0,0,131
07월,20시,31.2,62,2.1,0.63,0,0,122
07월,21시,29.2,72,2.1,0.09,0,0,110
07월,22시,28.1,74,3.1,0,0,0,92
07월,23시,27.5,77,0.9,0,0,0,102
07월,24시,27,78,1.6,0,0,0,99
07월,1시,26.5,81,0.9,0,0,0,70
07월,2시,25.9,83,1.3,0,0,0,48
07월,3시,25.4,84,0.6,0,0,0,49
07월,4시,25.1,85,0.7,0,0,0,50
07월,5시,24.6,84,0.7,0,0,0,88
07월,6시,24.3,85,1,0,0,0,103
07월,7시,24,85,0.9,0.02,0,0,118
07월,8시,24.5,73,0.9,0.36,0,0,126
07월,9시,26.4,69,0.5,1.09,0,0,145
07월,10시,28,64,1,1.35,0,0,152
07월,11시,29.8,54,1.8,2.34,0,0,142
07월,12시,31.5,51,2.1,2.83,0,0,136
07월,13시,32.4,49,2,3.09,0,0,134
07월,14시,33,51,2.5,3.09,0,0,129
