id,price.2,price.3,price.1,price.4,male,age,value2,value3,value1,value4,max,choice
98,105,125,99.000001,58.999997,0,31,-0.793,-0.8,-0.49000001,-0.39619997,-0.39619997,4
99,103,109,119.00001,55.000001,1,37,-0.326,-0.145,-0.19500005,0.017599995,0.017599995,4
100,105,125,99.000001,64.999998,0,31,-0.793,-0.8,-0.49000001,-0.45619998,-0.45619998,4
101,79.000002,108,103,68.000001,1,35,-0.20000001,-0.14,-0.115,-0.047000005,-0.047000005,4
102,94.999999,125,99.000001,99.000001,0,39,-0.71699999,-0.8,-0.49000001,-0.79780001,-0.49000001,3
103,97.000003,115,109,58.999997,1,55,-0.350000015,-0.175,-0.145,-0.005999985,-0.005999985,4
104,105,129,99.000001,61.000001,0,56,-0.868,-0.84,-0.49000001,-0.42120001,-0.42120001,4
105,79.000002,121,109,55.000001,1,36,-0.20300001,-0.205,-0.145,0.017799995,0.017799995,4
106,105,117,99.000001,64.999998,0,28,-0.784,-0.72,-0.49000001,-0.45559998,-0.45559998,4
107,105,99.000001,99.000001,64.999998,1,55,-0.39,-0.095000005,-0.095000005,-0.03599999,-0.03599999,4
108,109,109,129,55.000001,0,26,-0.818,-0.64,-0.79,-0.35520001,-0.35520001,4
109,93.000001,98.000002,88,58.999997,1,47,-0.306000005,-0.09000001,-0.04,-0.004399985,-0.004399985,4
110,88,115,99.000001,64.999998,0,58,-0.704,-0.7,-0.49000001,-0.46159998,-0.46159998,4
111,98.000002,119.00001,129,55.000001,1,42,-0.31600001,-0.19500005,-0.245,0.016599995,0.016599995,4
112,97.000003,109,115,51.999998,0,64,-0.81200003,-0.64,-0.65,-0.33279998,-0.33279998,4
113,79.000002,109,123,69,1,63,-0.28400001,-0.145,-0.215,-0.0576,-0.0576,4
114,109,104,99.000001,72.000003,0,26,-0.818,-0.59,-0.49000001,-0.52520003,-0.49000001,3
115,105,129,125,61.000001,1,48,-0.369,-0.245,-0.225,-0.014600005,-0.014600005,4
116,88,115,99.000001,64.999998,0,27,-0.611,-0.7,-0.49000001,-0.45539998,-0.45539998,4
117,109,135,129,73.000002,1,33,-0.344,-0.275,-0.245,-0.07160001,-0.07160001,4
118,103,109,88.999999,88.999999,0,34,-0.782,-0.64,-0.38999999,-0.69679999,-0.38999999,3
119,109,119.00001,99.000001,70.999998,1,33,-0.344,-0.19500005,-0.095000005,-0.06159999,-0.06159999,4
120,109,121,129,88.999999,0,48,-0.884,-0.76,-0.79,-0.69959999,-0.69959999,4
121,105,129,99.000001,61.000001,1,51,-0.378,-0.245,-0.095000005,-0.015200005,-0.015200005,4
122,109,135,115,75.999999,0,36,-0.848,-0.9,-0.65,-0.56719999,-0.56719999,4
123,97.000003,125,109,60.000002,1,43,-0.314000015,-0.225,-0.145,-0.00860001,-0.00860001,4
124,97.000003,125,125,64.999998,0,55,-0.78500003,-0.8,-0.75,-0.46099998,-0.46099998,4
125,109,119.00001,119.00001,68.000001,1,47,-0.386,-0.19500005,-0.19500005,-0.049400005,-0.049400005,4
126,97.000003,99.000001,125,60.000002,0,58,-0.79400003,-0.54000001,-0.75,-0.41160002,-0.41160002,4
127,79.000002,121,109,77.999997,1,56,-0.26300001,-0.205,-0.145,-0.101199985,-0.101199985,4
128,98.000002,121,119.00001,55.000001,0,29,-0.71700002,-0.76,-0.6900001,-0.35580001,-0.35580001,4
129,88,115,99.000001,64.999998,1,33,-0.239,-0.175,-0.095000005,-0.03159999,-0.03159999,4
130,88.999999,109,119.00001,88.999999,0,53,-0.69899999,-0.64,-0.6900001,-0.70059999,-0.64,2
131,79.000002,115,125,64.999998,1,32,-0.19100001,-0.175,-0.225,-0.03139999,-0.03139999,4
132,93.000001,108,108,57.999998,0,59,-0.75700001,-0.63,-0.58,-0.39179998,-0.39179998,4
133,97.000003,125,109,61.000001,1,48,-0.329000015,-0.225,-0.145,-0.014600005,-0.014600005,4
134,99.000001,135,109,88.999999,0,65,-0.83500001,-0.9,-0.59,-0.70299999,-0.59,3
135,105,125,99.000001,64.999998,1,48,-0.369,-0.225,-0.095000005,-0.03459999,-0.03459999,4
136,109,122,129,58.999997,0,60,-0.92,-0.77,-0.79,-0.40199997,-0.40199997,4
1,109,109,129,95.999998,1,47,-0.386,-0.145,-0.245,-0.18939999,-0.145,2
2,105,129,99.000001,58.999997,0,31,-0.793,-0.84,-0.49000001,-0.39619997,-0.39619997,4
3,93.000001,119.00001,98.000002,68.000001,1,61,-0.348000005,-0.19500005,-0.09000001,-0.052200005,-0.052200005,4
4,98.000002,121,119.00001,55.000001,0,29,-0.71700002,-0.76,-0.6900001,-0.35580001,-0.35580001,4
5,105,99.000001,99.000001,64.999998,1,49,-0.372,-0.095000005,-0.095000005,-0.03479999,-0.03479999,4
6,109,119.00001,99.000001,55.000001,0,26,-0.818,-0.7400001,-0.49000001,-0.35520001,-0.35520001,4
7,109,121,58.999997,81.999999,1,37,-0.356,-0.205,0.105000015,-0.117399995,0.105000015,3
8,98.000002,109,129,77.999997,0,33,-0.72900002,-0.64,-0.79,-0.58659997,-0.58659997,4
9,88.999999,121,99.000001,86.000001,1,25,-0.219999995,-0.205,-0.095000005,-0.135000005,-0.095000005,3
10,99.000001,109,119.00001,70.999998,0,51,-0.79300001,-0.64,-0.6900001,-0.52019998,-0.52019998,4
11,88,99.000001,125,64.999998,1,49,-0.287,-0.095000005,-0.225,-0.03479999,-0.03479999,4
12,88.999999,109,119.00001,55.000001,0,37,-0.65099999,-0.64,-0.6900001,-0.35740001,-0.35740001,4
13,88.999999,121,99.000001,58.999997,1,27,-0.225999995,-0.205,-0.095000005,-0.000399985,-0.000399985,4
14,79.000002,121,119.00001,63.999999,0,52,-0.59600002,-0.76,-0.6900001,-0.45039999,-0.45039999,4
15,109,99.000001,94.999999,68.000001,1,29,-0.332,-0.095000005,-0.074999995,-0.045800005,-0.045800005,4
16,109,116,129,79.000002,0,51,-0.893,-0.71,-0.79,-0.60020002,-0.60020002,4
17,98.000002,119.00001,99.000001,88.999999,1,45,-0.32500001,-0.19500005,-0.095000005,-0.153999995,-0.095000005,3
18,97.000003,99.000001,125,60.000002,0,30,-0.71000003,-0.54000001,-0.75,-0.40600002,-0.40600002,4
19,109,109,119.00001,63.999999,1,47,-0.386,-0.145,-0.19500005,-0.029399995,-0.029399995,4
20,97.000003,125,125,60.000002,0,27,-0.70100003,-0.8,-0.75,-0.40540002,-0.40540002,4
21,109,109,119.00001,77.999997,1,46,-0.383,-0.145,-0.19500005,-0.099199985,-0.099199985,4
22,105,117,129,58.999997,0,41,-0.823,-0.72,-0.79,-0.39819997,-0.39819997,4
23,79.000002,121,109,55.000001,1,28,-0.17900001,-0.205,-0.145,0.019399995,0.019399995,4
24,88.999999,135,104,88.999999,0,31,-0.63299999,-0.9,-0.54,-0.69619999,-0.54,3
25,94.999999,121,99.000001,81.999999,1,41,-0.297999995,-0.205,-0.095000005,-0.118199995,-0.095000005,3
26,88.999999,109,119.00001,55.000001,0,25,-0.61499999,-0.64,-0.6900001,-0.35500001,-0.35500001,4
27,105,125,99.000001,64.999998,1,59,-0.402,-0.225,-0.095000005,-0.03679999,-0.03679999,4
28,97.000003,115,74.000001,60.000002,0,55,-0.78500003,-0.7,-0.24000001,-0.41100002,-0.24000001,3
29,94.999999,121,99.000001,81.999999,1,33,-0.273999995,-0.205,-0.095000005,-0.116599995,-0.095000005,3
30,109,121,129,79.000002,0,43,-0.869,-0.76,-0.79,-0.59860002,-0.59860002,4
31,97.000003,125,109,64.999998,1,43,-0.314000015,-0.225,-0.145,-0.03359999,-0.03359999,4
32,105,129,99.000001,61.000001,0,64,-0.892,-0.84,-0.49000001,-0.42280001,-0.42280001,4
33,98.000002,121,119.00001,69,1,30,-0.28000001,-0.205,-0.19500005,-0.051,-0.051,4
34,97.000003,125,109,60.000002,0,54,-0.78200003,-0.8,-0.59,-0.41080002,-0.41080002,4
35,105,99.000001,129,58.999997,1,55,-0.39,-0.095000005,-0.245,-0.005999985,-0.005999985,4
36,97.000003,115,99.000001,61.000001,0,64,-0.81200003,-0.7,-0.49000001,-0.42280001,-0.42280001,4
37,109,116,129,58.999997,1,44,-0.377,-0.18,-0.245,-0.003799985,-0.003799985,4
38,93.000001,98.000002,88,58.999997,0,41,-0.70300001,-0.53000002,-0.38,-0.39819997,-0.38,3
39,99.000001,109,119.00001,77.999997,1,30,-0.285000005,-0.145,-0.19500005,-0.095999985,-0.095999985,4
40,97.000003,99.000001,125,60.000002,0,60,-0.80000003,-0.54000001,-0.75,-0.41200002,-0.41200002,4
41,97.000003,99.000001,125,61.000001,1,50,-0.335000015,-0.095000005,-0.225,-0.015000005,-0.015000005,4
42,109,135,129,73.000002,0,54,-0.902,-0.9,-0.79,-0.54080002,-0.54080002,4
43,105,129,129,64.999998,1,47,-0.366,-0.245,-0.245,-0.03439999,-0.03439999,4
44,88,113,108,57.999998,0,40,-0.65,-0.68,-0.58,-0.38799998,-0.38799998,4
45,109,109,119.00001,77.999997,1,49,-0.392,-0.145,-0.19500005,-0.099799985,-0.099799985,4
46,119.00001,129,129,88.999999,0,52,-0.9960001,-0.84,-0.79,-0.70039999,-0.70039999,4
47,97.000003,99.000001,125,60.000002,1,45,-0.320000015,-0.095000005,-0.225,-0.00900001,-0.00900001,4
48,105,129,129,58.999997,0,61,-0.883,-0.84,-0.79,-0.40219997,-0.40219997,4
49,109,109,119.00001,55.000001,1,34,-0.347,-0.145,-0.19500005,0.018199995,0.018199995,4
50,97.000003,125,125,60.000002,0,48,-0.76400003,-0.8,-0.75,-0.40960002,-0.40960002,4
51,109,109,119.00001,63.999999,1,34,-0.347,-0.145,-0.19500005,-0.026799995,-0.026799995,4
52,79.000002,115,114,69,0,58,-0.61400002,-0.7,-0.64,-0.5016,-0.5016,4
53,98.000002,109,129,77.999997,1,41,-0.31300001,-0.145,-0.245,-0.098199985,-0.098199985,4
54,79.000002,99.000001,119.00001,64.999998,0,65,-0.63500002,-0.54000001,-0.6900001,-0.46299998,-0.46299998,4
55,88,125,109,64.999998,1,28,-0.224,-0.225,-0.145,-0.03059999,-0.03059999,4
56,97.000003,125,109,64.999998,0,47,-0.76100003,-0.8,-0.59,-0.45939998,-0.45939998,4
57,109,121,129,58.999997,1,39,-0.362,-0.205,-0.245,-0.002799985,-0.002799985,4
58,98.000002,119.00001,129,77.999997,0,41,-0.75300002,-0.7400001,-0.79,-0.58819997,-0.58819997,4
59,94.999999,125,99.000001,81.999999,1,28,-0.258999995,-0.225,-0.095000005,-0.115599995,-0.095000005,3
60,79.000002,125,99.000001,69,0,54,-0.60200002,-0.8,-0.49000001,-0.5008,-0.49000001,3
61,105,99.000001,129,64.999998,1,37,-0.336,-0.095000005,-0.245,-0.03239999,-0.03239999,4
62,109,119.00001,99.000001,79.000002,0,31,-0.833,-0.7400001,-0.49000001,-0.59620002,-0.49000001,3
63,105,129,129,61.000001,1,40,-0.345,-0.245,-0.245,-0.013000005,-0.013000005,4
64,97.000003,115,125,61.000001,0,45,-0.75500003,-0.7,-0.75,-0.41900001,-0.41900001,4
65,105,125,99.000001,64.999998,1,54,-0.387,-0.225,-0.095000005,-0.03579999,-0.03579999,4
66,88,98.000002,108,57.999998,0,56,-0.698,-0.53000002,-0.58,-0.39119998,-0.39119998,4
67,97.000003,115,125,61.000001,1,26,-0.263000015,-0.175,-0.225,-0.010200005,-0.010200005,4
68,79.000002,115,99.000001,61.000001,0,44,-0.57200002,-0.7,-0.49000001,-0.41880001,-0.41880001,4
69,93.000001,98.000002,98.000002,57.999998,1,26,-0.243000005,-0.09000001,-0.09000001,0.00480001,0.00480001,4
70,109,119.00001,129,77.999997,0,65,-0.935,-0.7400001,-0.79,-0.59299997,-0.59299997,4
71,95.999998,139,69,68.000001,1,60,-0.35999999,-0.295,0.055,-0.052000005,0.055,3
72,109,119.00001,99.000001,77.999997,0,41,-0.863,-0.7400001,-0.49000001,-0.58819997,-0.49000001,3
73,97.000003,125,109,64.999998,1,44,-0.317000015,-0.225,-0.145,-0.03379999,-0.03379999,4
74,109,117,119.00001,68.000001,0,64,-0.932,-0.72,-0.6900001,-0.49280001,-0.49280001,4
75,105,125,99.000001,64.999998,1,43,-0.354,-0.225,-0.095000005,-0.03359999,-0.03359999,4
76,97.000003,99.000001,125,61.000001,0,55,-0.78500003,-0.54000001,-0.75,-0.42100001,-0.42100001,4
77,105,129,99.000001,58.999997,1,55,-0.39,-0.245,-0.095000005,-0.005999985,-0.005999985,4
78,97.000003,109,119.00001,50,0,57,-0.79100003,-0.64,-0.6900001,-0.3114,-0.3114,4
79,103,109,109,61.000001,1,63,-0.404,-0.145,-0.145,-0.017600005,-0.017600005,4
80,99.000001,109,119.00001,77.999997,0,64,-0.83200001,-0.64,-0.6900001,-0.59279997,-0.59279997,4
81,109,119.00001,99.000001,77.999997,1,60,-0.425,-0.19500005,-0.095000005,-0.101999985,-0.095000005,3
82,98.000002,121,119.00001,63.999999,0,57,-0.80100002,-0.76,-0.6900001,-0.45139999,-0.45139999,4
83,99.000001,109,119.00001,55.000001,1,27,-0.276000005,-0.145,-0.19500005,0.019599995,0.019599995,4
84,109,119.00001,99.000001,79.000002,0,26,-0.818,-0.7400001,-0.49000001,-0.59520002,-0.49000001,3
85,105,129,99.000001,52.999997,1,65,-0.42,-0.245,-0.095000005,0.022000015,0.022000015,4
86,109,124,129,58.999997,0,44,-0.872,-0.79,-0.79,-0.39879997,-0.39879997,4
87,103,109,88.999999,77.999997,1,30,-0.305,-0.145,-0.044999995,-0.095999985,-0.044999995,3
88,94.999999,121,99.000001,81.999999,0,57,-0.77099999,-0.76,-0.49000001,-0.63139999,-0.49000001,3
89,79.000002,121,119.00001,63.999999,1,25,-0.17000001,-0.205,-0.19500005,-0.024999995,-0.024999995,4
90,88,99.000001,125,64.999998,0,57,-0.701,-0.54000001,-0.75,-0.46139998,-0.46139998,4
91,105,129,99.000001,50,1,34,-0.327,-0.245,-0.095000005,0.0432,0.0432,4
92,79.000002,105,109,55.000001,0,60,-0.62000002,-0.6,-0.59,-0.36200001,-0.36200001,4
93,105,119.00001,125,57.999998,1,65,-0.42,-0.19500005,-0.225,-0.00299999,-0.00299999,4
94,98.000002,109,129,88.999999,0,45,-0.76500002,-0.64,-0.79,-0.69899999,-0.64,2
95,97.000003,109,115,51.999998,1,49,-0.332000015,-0.145,-0.175,0.03020001,0.03020001,4
96,109,121,129,93.000001,0,40,-0.86,-0.76,-0.79,-0.73800001,-0.73800001,4
97,97.000003,125,125,60.000002,1,44,-0.317000015,-0.225,-0.225,-0.00880001,-0.00880001,4
98,105,129,99.000001,58.999997,0,31,-0.793,-0.84,-0.49000001,-0.39619997,-0.39619997,4
99,88.999999,109,119.00001,50,1,37,-0.255999995,-0.145,-0.19500005,0.0426,0.0426,4
100,105,117,129,64.999998,0,31,-0.793,-0.72,-0.79,-0.45619998,-0.45619998,4
101,99.000001,108,88.999999,68.000001,1,35,-0.300000005,-0.14,-0.044999995,-0.047000005,-0.044999995,3
102,109,117,129,88.999999,0,39,-0.857,-0.72,-0.79,-0.69779999,-0.69779999,4
103,97.000003,125,74.000001,60.000002,1,55,-0.350000015,-0.225,0.029999995,-0.01100001,0.029999995,3
104,105,129,99.000001,52.999997,0,56,-0.868,-0.84,-0.49000001,-0.34119997,-0.34119997,4
105,109,109,109,58.999997,1,36,-0.353,-0.145,-0.145,-0.002199985,-0.002199985,4
106,105,99.000001,129,64.999998,0,28,-0.784,-0.54000001,-0.79,-0.45559998,-0.45559998,4
107,105,99.000001,129,64.999998,1,55,-0.39,-0.095000005,-0.245,-0.03599999,-0.03599999,4
108,79.000002,121,109,55.000001,0,26,-0.51800002,-0.76,-0.59,-0.35520001,-0.35520001,4
109,93.000001,98.000002,109,57.999998,1,47,-0.306000005,-0.09000001,-0.145,0.00060001,0.00060001,4
110,97.000003,125,109,64.999998,0,58,-0.79400003,-0.8,-0.59,-0.46159998,-0.46159998,4
111,98.000002,119.00001,129,88.999999,1,42,-0.31600001,-0.19500005,-0.245,-0.153399995,-0.153399995,4
112,88.999999,109,119.00001,55.000001,0,64,-0.73199999,-0.64,-0.6900001,-0.36280001,-0.36280001,4
113,79.000002,125,99.000001,69,1,63,-0.28400001,-0.225,-0.095000005,-0.0576,-0.0576,4
114,129,104,129,95.999998,0,26,-1.018,-0.59,-0.79,-0.76519998,-0.59,2
115,105,129,99.000001,61.000001,1,48,-0.369,-0.245,-0.095000005,-0.014600005,-0.014600005,4
116,88,99.000001,125,64.999998,0,27,-0.611,-0.54000001,-0.75,-0.45539998,-0.45539998,4
117,109,135,129,73.000002,1,33,-0.344,-0.275,-0.245,-0.07160001,-0.07160001,4
118,103,109,119.00001,69,0,34,-0.782,-0.64,-0.6900001,-0.4968,-0.4968,4
119,88.999999,109,119.00001,83.999997,1,33,-0.243999995,-0.145,-0.19500005,-0.126599985,-0.126599985,4
120,109,135,129,73.000002,0,48,-0.884,-0.9,-0.79,-0.53960002,-0.53960002,4
121,105,125,99.000001,61.000001,1,51,-0.378,-0.225,-0.095000005,-0.015200005,-0.015200005,4
122,109,135,129,73.000002,0,36,-0.848,-0.9,-0.79,-0.53720002,-0.53720002,4
123,97.000003,109,109,51.999998,1,43,-0.314000015,-0.145,-0.145,0.03140001,0.03140001,4
124,105,125,99.000001,64.999998,0,55,-0.865,-0.8,-0.49000001,-0.46099998,-0.46099998,4
125,109,120,129,68.000001,1,47,-0.386,-0.2,-0.245,-0.049400005,-0.049400005,4
126,97.000003,125,109,60.000002,0,58,-0.79400003,-0.8,-0.59,-0.41160002,-0.41160002,4
127,109,121,129,93.000001,1,56,-0.413,-0.205,-0.245,-0.176200005,-0.176200005,4
128,79.000002,121,109,55.000001,0,29,-0.52700002,-0.76,-0.59,-0.35580001,-0.35580001,4
129,88,115,99.000001,64.999998,1,33,-0.239,-0.175,-0.095000005,-0.03159999,-0.03159999,4
130,109,119.00001,99.000001,77.999997,0,53,-0.899,-0.7400001,-0.49000001,-0.59059997,-0.49000001,3
131,79.000002,115,109,58.999997,1,32,-0.19100001,-0.175,-0.145,-0.001399985,-0.001399985,4
132,109,121,109,58.999997,0,59,-0.917,-0.76,-0.59,-0.40179997,-0.40179997,4
133,88,109,108,57.999998,1,48,-0.284,-0.145,-0.14,0.00040001,0.00040001,4
134,94.999999,104,99.000001,72.000003,0,65,-0.79499999,-0.59,-0.49000001,-0.53300003,-0.49000001,3
135,105,125,99.000001,64.999998,1,48,-0.369,-0.225,-0.095000005,-0.03459999,-0.03459999,4
136,129,104,123,58.999997,0,60,-1.12,-0.59,-0.73,-0.40199997,-0.40199997,4
1,109,109,129,79.000002,1,47,-0.386,-0.145,-0.245,-0.10440001,-0.10440001,4
2,105,129,99.000001,64.999998,0,31,-0.793,-0.84,-0.49000001,-0.45619998,-0.45619998,4
4,98.000002,121,119.00001,55.000001,0,29,-0.71700002,-0.76,-0.6900001,-0.35580001,-0.35580001,4
6,98.000002,119.00001,99.000001,55.000001,0,26,-0.70800002,-0.7400001,-0.49000001,-0.35520001,-0.35520001,4
7,109,121,58.999997,81.999999,1,37,-0.356,-0.205,0.105000015,-0.117399995,0.105000015,3
8,98.000002,121,119.00001,63.999999,0,33,-0.72900002,-0.76,-0.6900001,-0.44659999,-0.44659999,4
9,88.999999,121,99.000001,86.000001,1,25,-0.219999995,-0.205,-0.095000005,-0.135000005,-0.095000005,3
10,88.999999,109,119.00001,83.999997,0,51,-0.69299999,-0.64,-0.6900001,-0.65019997,-0.64,2
11,88,125,74.000001,64.999998,1,49,-0.287,-0.225,0.029999995,-0.03479999,0.029999995,3
12,109,109,129,55.000001,0,37,-0.851,-0.64,-0.79,-0.35740001,-0.35740001,4
13,109,109,129,58.999997,1,27,-0.326,-0.145,-0.245,-0.000399985,-0.000399985,4
14,79.000002,119.00001,129,55.000001,0,52,-0.59600002,-0.7400001,-0.79,-0.36040001,-0.36040001,4
15,79.000002,135,129,64.999998,1,29,-0.18200001,-0.275,-0.245,-0.03079999,-0.03079999,4
16,119.00001,125,88.999999,68.000001,0,51,-0.9930001,-0.8,-0.38999999,-0.49020001,-0.38999999,3
17,98.000002,109,129,88.999999,1,45,-0.32500001,-0.145,-0.245,-0.153999995,-0.145,2
18,97.000003,99.000001,125,60.000002,0,30,-0.71000003,-0.54000001,-0.75,-0.40600002,-0.40600002,4
19,109,109,119.00001,77.999997,1,47,-0.386,-0.145,-0.19500005,-0.099399985,-0.099399985,4
20,93.000001,113,108,57.999998,0,27,-0.66100001,-0.68,-0.58,-0.38539998,-0.38539998,4
21,109,119.00001,99.000001,70.999998,1,46,-0.383,-0.19500005,-0.095000005,-0.06419999,-0.06419999,4
22,105,129,99.000001,58.999997,0,41,-0.823,-0.84,-0.49000001,-0.39819997,-0.39819997,4
23,79.000002,121,109,55.000001,1,28,-0.17900001,-0.205,-0.145,0.019399995,0.019399995,4
24,105,129,99.000001,58.999997,0,31,-0.793,-0.84,-0.49000001,-0.39619997,-0.39619997,4
25,119.00001,125,88.999999,68.000001,1,41,-0.41800005,-0.225,-0.044999995,-0.048200005,-0.044999995,3
26,109,119.00001,99.000001,55.000001,0,25,-0.815,-0.7400001,-0.49000001,-0.35500001,-0.35500001,4
27,105,117,129,64.999998,1,59,-0.402,-0.185,-0.245,-0.03679999,-0.03679999,4
28,97.000003,115,125,60.000002,0,55,-0.78500003,-0.7,-0.75,-0.41100002,-0.41100002,4
29,109,109,129,79.000002,1,33,-0.344,-0.145,-0.245,-0.10160001,-0.10160001,4
30,109,121,109,86.000001,0,43,-0.869,-0.76,-0.59,-0.66860001,-0.59,3
31,109,121,129,88.999999,1,43,-0.374,-0.205,-0.245,-0.153599995,-0.153599995,4
33,98.000002,121,119.00001,69,1,30,-0.28000001,-0.205,-0.19500005,-0.051,-0.051,4
34,97.000003,99.000001,125,60.000002,0,54,-0.78200003,-0.54000001,-0.75,-0.41080002,-0.41080002,4
35,105,129,99.000001,58.999997,1,55,-0.39,-0.245,-0.095000005,-0.005999985,-0.005999985,4
36,98.000002,109,129,88.999999,0,64,-0.82200002,-0.64,-0.79,-0.70279999,-0.64,2
37,109,104,99.000001,58.999997,1,44,-0.377,-0.12,-0.095000005,-0.003799985,-0.003799985,4
38,92.000002,98.000002,88,68.000001,0,41,-0.69300002,-0.53000002,-0.38,-0.48820001,-0.38,3
39,99.000001,119.00001,99.000001,70.999998,1,30,-0.285000005,-0.19500005,-0.095000005,-0.06099999,-0.06099999,4
40,97.000003,125,109,60.000002,0,60,-0.80000003,-0.8,-0.59,-0.41200002,-0.41200002,4
41,97.000003,125,109,64.999998,1,50,-0.335000015,-0.225,-0.145,-0.03499999,-0.03499999,4
42,79.000002,135,80.000001,75.999999,0,54,-0.60200002,-0.9,-0.30000001,-0.57079999,-0.30000001,3
44,93.000001,119.00001,98.000002,63,0,40,-0.70000001,-0.7400001,-0.48000002,-0.438,-0.438,4
45,88.999999,109,119.00001,77.999997,1,49,-0.291999995,-0.145,-0.19500005,-0.099799985,-0.099799985,4
46,99.000001,135,109,88.999999,0,52,-0.79600001,-0.9,-0.59,-0.70039999,-0.59,3
47,97.000003,99.000001,125,60.000002,1,45,-0.320000015,-0.095000005,-0.225,-0.00900001,-0.00900001,4
48,105,129,99.000001,58.999997,0,61,-0.883,-0.84,-0.49000001,-0.40219997,-0.40219997,4
49,99.000001,109,119.00001,55.000001,1,34,-0.297000005,-0.145,-0.19500005,0.018199995,0.018199995,4
50,109,121,129,93.000001,0,48,-0.884,-0.76,-0.79,-0.73960001,-0.73960001,4
51,109,109,119.00001,77.999997,1,34,-0.347,-0.145,-0.19500005,-0.096799985,-0.096799985,4
52,79.000002,135,109,64.999998,0,58,-0.61400002,-0.9,-0.59,-0.46159998,-0.46159998,4
53,79.000002,121,119.00001,63.999999,1,41,-0.21800001,-0.205,-0.19500005,-0.028199995,-0.028199995,4
54,79.000002,115,99.000001,64.999998,0,65,-0.63500002,-0.7,-0.49000001,-0.46299998,-0.46299998,4
55,88,125,109,64.999998,1,28,-0.224,-0.225,-0.145,-0.03059999,-0.03059999,4
56,97.000003,125,109,64.999998,0,47,-0.76100003,-0.8,-0.59,-0.45939998,-0.45939998,4
57,109,104,99.000001,58.999997,1,39,-0.362,-0.12,-0.095000005,-0.002799985,-0.002799985,4
58,88,98.000002,108,57.999998,0,41,-0.653,-0.53000002,-0.58,-0.38819998,-0.38819998,4
59,109,104,99.000001,72.000003,1,28,-0.329,-0.12,-0.095000005,-0.065600015,-0.065600015,4
60,88,115,109,58.999997,0,54,-0.692,-0.7,-0.59,-0.40079997,-0.40079997,4
62,109,119.00001,99.000001,79.000002,0,31,-0.833,-0.7400001,-0.49000001,-0.59620002,-0.49000001,3
64,97.000003,125,109,61.000001,0,45,-0.75500003,-0.8,-0.59,-0.41900001,-0.41900001,4
65,105,129,79.000002,58.999997,1,54,-0.387,-0.245,0.00499999,-0.005799985,0.00499999,3
66,88,98.000002,103,57.999998,0,56,-0.698,-0.53000002,-0.53,-0.39119998,-0.39119998,4
67,77.999997,135,109,64.999998,1,26,-0.167999985,-0.275,-0.145,-0.03019999,-0.03019999,4
68,79.000002,115,99.000001,61.000001,0,44,-0.57200002,-0.7,-0.49000001,-0.41880001,-0.41880001,4
69,88.999999,109,119.00001,77.999997,1,26,-0.222999995,-0.145,-0.19500005,-0.095199985,-0.095199985,4
70,109,121,109,77.999997,0,65,-0.935,-0.76,-0.59,-0.59299997,-0.59,3
71,105,125,99.000001,61.000001,1,60,-0.405,-0.225,-0.095000005,-0.017000005,-0.017000005,4
72,109,119.00001,99.000001,77.999997,0,41,-0.863,-0.7400001,-0.49000001,-0.58819997,-0.49000001,3
73,97.000003,125,125,64.999998,1,44,-0.317000015,-0.225,-0.225,-0.03379999,-0.03379999,4
74,109,117,94.999999,68.000001,0,64,-0.932,-0.72,-0.44999999,-0.49280001,-0.44999999,3
75,105,125,99.000001,64.999998,1,43,-0.354,-0.225,-0.095000005,-0.03359999,-0.03359999,4
76,109,135,111,73.000002,0,55,-0.905,-0.9,-0.61,-0.54100002,-0.54100002,4
77,105,129,114,64.999998,1,55,-0.39,-0.245,-0.17,-0.03599999,-0.03599999,4
78,88.999999,119.00001,99.000001,88.999999,0,57,-0.71099999,-0.7400001,-0.49000001,-0.70139999,-0.49000001,3
79,105,129,99.000001,61.000001,1,63,-0.414,-0.245,-0.095000005,-0.017600005,-0.017600005,4
80,109,119.00001,99.000001,70.999998,0,64,-0.932,-0.7400001,-0.49000001,-0.52279998,-0.49000001,3
81,109,119.00001,99.000001,77.999997,1,60,-0.425,-0.19500005,-0.095000005,-0.101999985,-0.095000005,3
82,79.000002,121,109,88,0,57,-0.61100002,-0.76,-0.59,-0.6914,-0.59,3
83,109,119.00001,99.000001,55.000001,1,27,-0.326,-0.19500005,-0.095000005,0.019599995,0.019599995,4
84,109,119.00001,99.000001,77.999997,0,26,-0.818,-0.7400001,-0.49000001,-0.58519997,-0.49000001,3
85,105,119.00001,125,64.999998,1,65,-0.42,-0.19500005,-0.225,-0.03799999,-0.03799999,4
86,109,121,109,58.999997,0,44,-0.872,-0.76,-0.59,-0.39879997,-0.39879997,4
87,103,109,88.999999,63.999999,1,30,-0.305,-0.145,-0.044999995,-0.025999995,-0.025999995,4
88,105,99.000001,99.000001,64.999998,0,57,-0.871,-0.54000001,-0.49000001,-0.46139998,-0.46139998,4
89,109,119.00001,94,77.999997,1,25,-0.32,-0.19500005,-0.07,-0.094999985,-0.07,3
90,97.000003,125,109,64.999998,0,57,-0.79100003,-0.8,-0.59,-0.46139998,-0.46139998,4
91,105,129,99.000001,61.000001,1,34,-0.327,-0.245,-0.095000005,-0.011800005,-0.011800005,4
92,103,109,88.999999,55.000001,0,60,-0.86,-0.64,-0.38999999,-0.36200001,-0.36200001,4
