,choice,college,hsg2,coml5,sedan1,sedan2,sedan3,sedan4,sedan5,sedan6,price1,price2,price3,price4,price5,price6,range1,range2,range3,range4,range5,range6,acc1,acc2,acc3,acc4,acc5,acc6,speed1,speed2,speed3,speed4,speed5,speed6,pollution1,pollution2,pollution3,pollution4,pollution5,pollution6,big1,big2,big3,big4,big5,big6,space1,space2,space3,space4,space5,space6,cost1,cost2,cost3,cost4,cost5,cost6
2686,5,0,0,1,1,0,1,0,1,0,5.554415,5.554415,5.8068884,5.8068884,4.2920479,4.2920479,75,75,250,250,400,400,4,4,6,6,2.5,2.5,85,85,140,140,85,85,0,0,0.1,0.1,0.4,0.4,1,1,0,0,1,1,0.7,0.7,1,1,1,1,4,4,2,2,4,4
2687,2,1,0,0,1,0,1,0,1,0,4.0359651,4.0359651,2.6115068,2.6115068,3.5611457,3.5611457,50,50,150,150,400,400,2.5,2.5,4,4,6,6,100,100,85,85,110,110,0,0,0.6,0.6,0.5,0.5,1,1,0,0,1,1,1,1,1,1,1,1,2,2,2,2,6,6
2688,5,1,0,0,1,0,1,0,1,0,4.5107845,4.5107845,4.985604,4.985604,5.4604234,5.4604234,50,50,150,150,350,350,4,4,6,6,2.5,2.5,100,100,85,85,95,95,0,0,0.1,0.1,0.4,0.4,1,1,0,0,1,1,0.7,0.7,1,1,1,1,8,8,8,8,2,2
2689,3,1,0,0,1,0,1,0,1,0,2.8906233,2.8906233,3.2118037,3.2118037,1.9270822,1.9270822,150,150,350,350,400,400,2.5,2.5,4,4,6,6,140,140,85,85,95,95,0.4,0.4,0.75,0.75,0.25,0.25,1,1,1,1,0,0,0.7,0.7,1,1,1,1,6,6,8,8,2,2
2690,3,1,0,0,1,0,1,0,1,0,3.8017382,3.8017382,4.2490015,4.2490015,4.6962648,4.6962648,250,250,400,400,250,250,4,4,6,6,2.5,2.5,140,140,85,85,95,95,0.25,0.25,0.6,0.6,1,1,0,0,0,0,0,0,1,1,1,1,1,1,6,6,8,8,2,2
2691,5,1,0,0,0,0,0,0,0,1,3.4741126,3.4741126,3.4741126,3.4741126,4.963018,4.963018,75,75,250,250,250,250,2.5,2.5,4,4,6,6,65,65,110,110,85,85,0,0,0.4,0.4,0.25,0.25,0,0,1,1,0,0,0.7,0.7,0.7,0.7,1,1,1,1,4,4,8,8
2692,4,0,0,0,0,1,0,0,0,0,8.9467777,8.9467777,6.3905555,6.3905555,7.1574221,7.1574221,75,75,300,300,350,350,6,6,2.5,2.5,4,4,85,85,95,95,110,110,0.1,0.1,0.4,0.4,0.75,0.75,0,0,0,0,1,1,0.7,0.7,1,1,1,1,8,8,2,2,4,4
2693,3,1,0,0,1,0,1,0,1,0,4.0395745,4.0395745,2.7772075,2.7772075,3.2821543,3.2821543,250,250,400,400,250,250,2.5,2.5,4,4,6,6,95,95,110,110,140,140,0.6,0.6,0.25,0.25,0.5,0.5,1,1,0,0,0,0,1,1,1,1,1,1,8,8,2,2,4,4
2694,3,0,0,1,0,0,0,0,0,1,5.4600663,5.4600663,3.5329841,3.5329841,4.8177056,4.8177056,125,125,300,300,300,300,4,4,6,6,2.5,2.5,55,55,95,95,140,140,0,0,0.1,0.1,0.75,0.75,1,1,0,0,1,1,0.7,0.7,0.7,0.7,1,1,4,4,2,2,6,6
2695,5,0,1,1,1,0,1,0,1,0,7.1562131,7.1562131,7.8271081,7.8271081,5.5907915,5.5907915,200,200,75,75,300,300,4,4,6,6,2.5,2.5,100,100,85,85,95,95,0,0,0.25,0.25,0.6,0.6,0,0,1,1,1,1,1,1,0.7,0.7,1,1,8,8,2,2,4,4
2696,1,1,0,1,1,0,1,0,1,0,1.9852072,1.9852072,2.481509,2.481509,1.4889054,1.4889054,125,125,250,250,300,300,2.5,2.5,4,4,6,6,55,55,110,110,140,140,0,0,0.6,0.6,1,1,0,0,0,0,1,1,0.7,0.7,1,1,1,1,1,1,4,4,6,6
2697,3,1,0,0,0,0,0,1,0,0,4.5107845,4.5107845,5.4604234,5.4604234,4.0359651,4.0359651,75,75,400,400,250,250,6,6,2.5,2.5,4,4,85,85,85,85,95,95,0,0,0.75,0.75,0.25,0.25,1,1,1,1,0,0,0.7,0.7,1,1,1,1,4,4,4,4,6,6
2698,3,1,0,0,0,0,0,1,0,0,4.3455777,4.3455777,5.3680666,5.3680666,5.879311,5.879311,75,75,400,400,250,250,6,6,2.5,2.5,4,4,100,100,95,95,110,110,0,0,0.6,0.6,1,1,0,0,1,1,1,1,0.7,0.7,1,1,1,1,1,1,4,4,6,6
2699,6,1,0,0,0,1,0,0,0,0,1.7673139,1.7673139,1.7673139,1.7673139,2.2722607,2.2722607,50,50,150,150,350,350,4,4,6,6,2.5,2.5,85,85,140,140,85,85,0,0,0.6,0.6,0.25,0.25,1,1,1,1,0,0,0.7,0.7,1,1,1,1,2,2,8,8,2,2
2700,5,1,0,0,1,0,1,0,1,0,4.0899555,4.0899555,2.8118444,2.8118444,3.3230888,3.3230888,150,150,350,350,400,400,4,4,6,6,2.5,2.5,85,85,95,95,110,110,0.25,0.25,0.6,0.6,1,1,0,0,1,1,0,0,1,1,1,1,1,1,2,2,4,4,6,6
2701,3,1,0,1,1,0,1,0,1,0,2.569443,2.569443,2.8906233,2.8906233,3.2118037,3.2118037,125,125,300,300,250,250,6,6,2.5,2.5,4,4,55,55,95,95,110,110,0,0,0.6,0.6,0.25,0.25,1,1,1,1,0,0,0.7,0.7,1,1,1,1,8,8,4,4,6,6
2702,5,1,0,1,0,1,0,0,0,0,4.2490015,4.2490015,4.6962648,4.6962648,5.1435281,5.1435281,200,200,75,75,300,300,6,6,2.5,2.5,4,4,65,65,110,110,140,140,0,0,0.6,0.6,0.25,0.25,1,1,1,1,0,0,0.7,0.7,0.7,0.7,1,1,2,2,8,8,2,2
2703,4,1,0,0,1,0,1,0,1,0,0.76686666,0.76686666,0.89467777,0.89467777,1.1503,1.1503,125,125,300,300,250,250,2.5,2.5,4,4,6,6,85,85,140,140,85,85,0,0,0.25,0.25,0.6,0.6,0,0,1,1,1,1,0.7,0.7,0.7,0.7,1,1,8,8,2,2,4,4
2704,3,1,1,0,0,1,0,0,0,0,4.963018,4.963018,2.9778108,2.9778108,3.4741126,3.4741126,75,75,300,300,350,350,4,4,6,6,2.5,2.5,95,95,110,110,140,140,0.25,0.25,0.6,0.6,1,1,1,1,1,1,0,0,0.7,0.7,1,1,1,1,6,6,8,8,2,2
2705,5,1,0,0,0,1,0,0,0,0,3.2821543,3.2821543,3.7871011,3.7871011,4.0395745,4.0395745,75,75,300,300,350,350,4,4,6,6,2.5,2.5,85,85,95,95,110,110,0.1,0.1,0.4,0.4,0.75,0.75,0,0,0,0,1,1,1,1,1,1,1,1,4,4,6,6,8,8
2706,5,0,1,0,0,1,0,0,0,0,8.0791491,8.0791491,8.8365693,8.8365693,6.3118352,6.3118352,75,75,300,300,350,350,4,4,6,6,2.5,2.5,85,85,95,95,110,110,0.1,0.1,0.4,0.4,0.75,0.75,0,0,1,1,1,1,0.7,0.7,1,1,1,1,6,6,8,8,2,2
2707,5,1,1,0,1,0,1,0,1,0,3.5787111,3.5787111,3.8343333,3.8343333,2.8118444,2.8118444,125,125,300,300,300,300,2.5,2.5,4,4,6,6,100,100,85,85,110,110,0,0,0.25,0.25,1,1,0,0,0,0,1,1,0.7,0.7,1,1,1,1,2,2,8,8,4,4
2708,5,1,1,0,1,0,1,0,1,0,2.5247341,2.5247341,2.5247341,2.5247341,1.7673139,1.7673139,75,75,250,250,250,250,6,6,2.5,2.5,4,4,65,65,110,110,85,85,0,0,0.4,0.4,0.25,0.25,1,1,1,1,0,0,1,1,1,1,1,1,4,4,8,8,4,4
2709,5,1,1,0,1,0,1,0,1,0,1.6554734,1.6554734,0.8277367,0.8277367,0.96569282,0.96569282,200,200,75,75,300,300,6,6,2.5,2.5,4,4,100,100,85,85,95,95,0,0,0.25,0.25,0.6,0.6,0,0,1,1,1,1,0.7,0.7,0.7,0.7,1,1,4,4,8,8,2,2
2710,3,1,0,0,1,0,1,0,1,0,1.5148404,1.5148404,1.7673139,1.7673139,2.2722607,2.2722607,75,75,300,300,350,350,2.5,2.5,4,4,6,6,85,85,95,95,110,110,0.1,0.1,0.4,0.4,0.75,0.75,0,0,0,0,1,1,1,1,1,1,1,1,2,2,4,4,6,6
2711,5,1,0,0,1,0,1,0,1,0,3.0350346,3.0350346,1.6554734,1.6554734,2.4832101,2.4832101,125,125,300,300,300,300,4,4,6,6,2.5,2.5,55,55,95,95,140,140,0,0,0.1,0.1,0.75,0.75,0,0,0,0,0,0,0.7,0.7,0.7,0.7,1,1,4,4,2,2,6,6
2712,3,1,0,1,1,0,1,0,1,0,4.8177056,4.8177056,5.1388859,5.1388859,3.5329841,3.5329841,125,125,300,300,250,250,4,4,6,6,2.5,2.5,65,65,110,110,140,140,0,0,0.1,0.1,0.4,0.4,1,1,0,0,1,1,1,1,0.7,0.7,1,1,8,8,8,8,2,2
2713,4,1,0,0,1,0,1,0,1,0,5.4600663,5.4600663,6.102427,6.102427,6.7447878,6.7447878,75,75,300,300,350,350,4,4,6,6,2.5,2.5,95,95,110,110,140,140,0.25,0.25,0.6,0.6,1,1,0,0,1,1,0,0,1,1,1,1,1,1,4,4,6,6,8,8
2714,2,1,0,0,1,0,1,0,1,0,3.1759789,3.1759789,3.3877109,3.3877109,2.3290512,2.3290512,300,300,250,250,300,300,6,6,2.5,2.5,4,4,110,110,140,140,85,85,0.25,0.25,0.6,0.6,1,1,1,1,1,1,0,0,1,1,1,1,1,1,6,6,8,8,2,2
2715,3,1,0,1,1,0,1,0,1,0,1.9313856,1.9313856,1.9313856,1.9313856,2.7591223,2.7591223,125,125,300,300,300,300,4,4,6,6,2.5,2.5,100,100,85,85,110,110,0,0,0.25,0.25,1,1,0,0,0,0,1,1,0.7,0.7,0.7,0.7,1,1,1,1,2,2,6,6
2716,3,1,1,0,0,0,0,1,0,0,6.6218936,6.6218936,5.2423324,5.2423324,5.7941569,5.7941569,200,200,300,300,350,350,2.5,2.5,4,4,6,6,55,55,110,110,140,140,0,0,0.75,0.75,0.25,0.25,1,1,1,1,0,0,0.7,0.7,1,1,1,1,8,8,2,2,4,4
2717,5,1,0,1,0,1,0,0,0,0,6.1349332,6.1349332,4.3455777,4.3455777,4.8568222,4.8568222,200,200,75,75,300,300,2.5,2.5,4,4,6,6,55,55,95,95,110,110,0,0,0.1,0.1,0.4,0.4,1,1,0,0,1,1,0.7,0.7,1,1,1,1,1,1,6,6,8,8
2718,3,1,0,0,1,0,1,0,1,0,1.5654216,1.5654216,1.5654216,1.5654216,2.2363166,2.2363166,200,200,75,75,350,350,4,4,6,6,2.5,2.5,85,85,140,140,95,95,0,0,0.25,0.25,1,1,0,0,1,1,1,1,1,1,1,1,1,1,8,8,4,4,8,8
2719,3,1,0,1,1,0,1,0,1,0,1.262367,1.262367,1.262367,1.262367,0.75742022,0.75742022,125,125,300,300,250,250,4,4,6,6,2.5,2.5,85,85,140,140,85,85,0,0,0.25,0.25,0.6,0.6,0,0,1,1,1,1,1,1,1,1,1,1,2,2,6,6,8,8
2720,5,1,0,0,1,0,1,0,1,0,5.4604234,5.4604234,4.0359651,4.0359651,4.5107845,4.5107845,300,300,250,250,300,300,6,6,2.5,2.5,4,4,140,140,85,85,95,95,0.1,0.1,0.4,0.4,0.75,0.75,0,0,1,1,1,1,1,1,1,1,1,1,6,6,8,8,2,2
2721,3,0,0,1,0,1,0,0,0,0,1.5148404,1.5148404,0.75742022,0.75742022,0.88365693,0.88365693,200,200,75,75,300,300,6,6,2.5,2.5,4,4,100,100,85,85,95,95,0,0,0.25,0.25,0.6,0.6,0,0,0,0,0,0,0.7,0.7,0.7,0.7,1,1,4,4,8,8,2,2
2722,5,1,1,0,1,0,1,0,1,0,3.0674666,3.0674666,3.3230888,3.3230888,3.8343333,3.8343333,200,200,75,75,300,300,6,6,2.5,2.5,4,4,55,55,95,95,110,110,0,0,0.1,0.1,0.4,0.4,1,1,0,0,1,1,0.7,0.7,0.7,0.7,1,1,8,8,8,8,2,2
2723,5,1,0,0,1,0,1,0,1,0,4.7969948,4.7969948,5.3019416,5.3019416,4.2920479,4.2920479,125,125,300,300,300,300,4,4,6,6,2.5,2.5,85,85,140,140,95,95,0,0,0.4,0.4,0.25,0.25,1,1,1,1,0,0,0.7,0.7,0.7,0.7,1,1,8,8,2,2,6,6
2724,5,1,0,0,1,0,1,0,1,0,8.0791491,8.0791491,8.8365693,8.8365693,7.0692554,7.0692554,125,125,300,300,300,300,4,4,6,6,2.5,2.5,65,65,110,110,85,85,0,0,0.6,0.6,0.5,0.5,1,1,0,0,1,1,0.7,0.7,0.7,0.7,1,1,2,2,2,2,6,6
2725,5,0,0,0,0,1,0,0,0,0,5.2423324,5.2423324,5.7941569,5.7941569,6.3459814,6.3459814,75,75,300,300,350,350,4,4,6,6,2.5,2.5,140,140,85,85,95,95,0.6,0.6,0.25,0.25,0.5,0.5,1,1,0,0,1,1,0.7,0.7,1,1,1,1,6,6,8,8,2,2
2726,3,0,0,1,1,0,1,0,1,0,3.3109468,3.3109468,3.586859,3.586859,4.1386835,4.1386835,200,200,75,75,300,300,4,4,6,6,2.5,2.5,85,85,140,140,85,85,0,0,0.4,0.4,0.75,0.75,1,1,1,1,0,0,1,1,1,1,1,1,4,4,4,4,6,6
2727,5,1,0,0,0,0,0,1,0,0,6.0593618,6.0593618,4.7969948,4.7969948,5.3019416,5.3019416,125,125,250,250,300,300,6,6,2.5,2.5,4,4,100,100,95,95,110,110,0,0,0.4,0.4,0.75,0.75,0,0,1,1,1,1,1,1,1,1,1,1,1,1,2,2,4,4
2728,3,0,0,0,1,0,1,0,1,0,5.1388859,5.1388859,3.5329841,3.5329841,4.1753448,4.1753448,300,300,250,250,300,300,6,6,2.5,2.5,4,4,140,140,85,85,95,95,0.1,0.1,0.4,0.4,0.75,0.75,0,0,0,0,1,1,1,1,1,1,1,1,6,6,8,8,2,2
2729,5,0,0,1,1,0,1,0,1,0,3.5611457,3.5611457,3.7985554,3.7985554,3.0863263,3.0863263,200,200,75,75,350,350,4,4,6,6,2.5,2.5,55,55,95,95,140,140,0,0,0.6,0.6,0.5,0.5,1,1,0,0,1,1,1,1,1,1,1,1,4,4,4,4,8,8
2730,3,1,0,1,1,0,1,0,1,0,3.7871011,3.7871011,2.7772075,2.7772075,3.2821543,3.2821543,125,125,250,250,300,300,6,6,2.5,2.5,4,4,85,85,85,85,95,95,0,0,0.25,0.25,0.5,0.5,1,1,0,0,1,1,1,1,1,1,1,1,6,6,2,2,4,4
2731,1,1,0,0,1,0,1,0,1,0,4.2490015,4.2490015,4.6962648,4.6962648,3.8017382,3.8017382,200,200,75,75,350,350,4,4,6,6,2.5,2.5,100,100,85,85,110,110,0,0,0.4,0.4,0.25,0.25,0,0,1,1,0,0,1,1,1,1,1,1,1,1,4,4,8,8
2732,3,1,0,0,1,0,1,0,1,0,5.3671598,5.3671598,3.8017382,3.8017382,4.6962648,4.6962648,125,125,300,300,300,300,6,6,2.5,2.5,4,4,85,85,140,140,95,95,0,0,0.4,0.4,0.25,0.25,1,1,1,1,0,0,1,1,1,1,1,1,2,2,6,6,2,2
2733,4,1,0,0,0,0,0,1,0,0,5.2230137,5.2230137,4.0359651,4.0359651,4.5107845,4.5107845,200,200,300,300,350,350,4,4,6,6,2.5,2.5,55,55,110,110,140,140,0,0,0.75,0.75,0.25,0.25,1,1,1,1,0,0,1,1,1,1,1,1,4,4,4,4,6,6
2734,3,1,0,0,0,1,0,0,0,0,5.6236888,5.6236888,5.879311,5.879311,4.3455777,4.3455777,125,125,300,300,250,250,6,6,2.5,2.5,4,4,100,100,85,85,95,95,0,0,0.4,0.4,0.75,0.75,1,1,1,1,0,0,0.7,0.7,1,1,1,1,4,4,4,4,6,6
2735,3,0,1,1,1,0,1,0,1,0,4.4965252,4.4965252,4.8177056,4.8177056,5.1388859,5.1388859,125,125,300,300,250,250,4,4,6,6,2.5,2.5,85,85,140,140,85,85,0,0,0.25,0.25,0.6,0.6,0,0,1,1,1,1,1,1,0.7,0.7,1,1,4,4,8,8,2,2
2736,2,1,0,0,0,0,0,1,0,0,4.690508,4.690508,3.586859,3.586859,4.1386835,4.1386835,200,200,300,300,350,350,4,4,6,6,2.5,2.5,65,65,140,140,85,85,0,0,0.6,0.6,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,4,4,6,6
2737,5,1,0,1,1,0,1,0,1,0,6.7754218,6.7754218,7.4106175,7.4106175,5.2932982,5.2932982,125,125,300,300,250,250,4,4,6,6,2.5,2.5,65,65,110,110,140,140,0,0,0.1,0.1,0.4,0.4,1,1,0,0,1,1,1,1,0.7,0.7,1,1,8,8,8,8,2,2
2738,3,1,0,0,0,0,0,0,0,1,6.0593618,6.0593618,4.2920479,4.2920479,5.3019416,5.3019416,75,75,250,250,250,250,4,4,6,6,2.5,2.5,100,100,85,85,110,110,0,0,0.1,0.1,0.75,0.75,0,0,0,0,0,0,0.7,0.7,1,1,1,1,1,1,6,6,2,2
2739,3,1,0,0,0,1,0,0,0,0,5.3019416,5.3019416,5.8068884,5.8068884,4.2920479,4.2920479,300,300,250,250,300,300,4,4,6,6,2.5,2.5,140,140,85,85,95,95,0.1,0.1,0.4,0.4,0.75,0.75,0,0,1,1,1,1,1,1,1,1,1,1,8,8,2,2,4,4
2740,3,0,1,0,0,1,0,0,0,0,4.7969948,4.7969948,5.3019416,5.3019416,5.8068884,5.8068884,300,300,250,250,300,300,2.5,2.5,4,4,6,6,110,110,140,140,85,85,0.25,0.25,0.6,0.6,1,1,0,0,1,1,0,0,0.7,0.7,1,1,1,1,4,4,6,6,8,8
2741,5,1,0,0,0,0,0,1,0,0,7.0659681,7.0659681,5.4600663,5.4600663,6.102427,6.102427,200,200,300,300,350,350,2.5,2.5,4,4,6,6,85,85,85,85,95,95,0,0,0.4,0.4,0.75,0.75,0,0,0,0,1,1,0.7,0.7,1,1,1,1,8,8,8,8,2,2
2742,5,0,0,0,1,0,1,0,1,0,5.2423324,5.2423324,5.7941569,5.7941569,6.3459814,6.3459814,300,300,250,250,300,300,4,4,6,6,2.5,2.5,140,140,85,85,95,95,0.1,0.1,0.4,0.4,0.75,0.75,0,0,1,1,1,1,0.7,0.7,1,1,1,1,2,2,4,4,6,6
2743,5,1,0,0,0,1,0,0,0,0,4.8568222,4.8568222,5.3680666,5.3680666,5.879311,5.879311,75,75,300,300,350,350,4,4,6,6,2.5,2.5,85,85,95,95,110,110,0.1,0.1,0.4,0.4,0.75,0.75,0,0,1,1,1,1,1,1,1,1,1,1,4,4,6,6,8,8
2744,4,1,0,0,1,0,1,0,1,0,4.0395745,4.0395745,2.7772075,2.7772075,3.2821543,3.2821543,75,75,300,300,350,350,6,6,2.5,2.5,4,4,85,85,95,95,110,110,0.1,0.1,0.4,0.4,0.75,0.75,0,0,1,1,1,1,0.7,0.7,1,1,1,1,8,8,2,2,4,4
2745,1,1,0,0,1,0,1,0,1,0,5.6236888,5.6236888,5.879311,5.879311,4.8568222,4.8568222,125,125,300,300,300,300,2.5,2.5,4,4,6,6,55,55,95,95,140,140,0,0,0.1,0.1,0.75,0.75,1,1,0,0,1,1,0.7,0.7,1,1,1,1,8,8,8,8,4,4
2746,5,0,0,1,0,0,0,1,0,0,0.8277367,0.8277367,1.241605,1.241605,1.3795612,1.3795612,125,125,250,250,300,300,6,6,2.5,2.5,4,4,55,55,110,110,140,140,0,0,0.6,0.6,1,1,0,0,1,1,1,1,1,1,1,1,1,1,2,2,2,2,4,4
2747,2,1,1,0,1,0,1,0,1,0,5.4600663,5.4600663,3.5329841,3.5329841,4.1753448,4.1753448,125,125,300,300,250,250,4,4,6,6,2.5,2.5,100,100,85,85,95,95,0,0,0.4,0.4,0.75,0.75,1,1,1,1,0,0,1,1,1,1,1,1,8,8,6,6,8,8
2748,2,0,1,0,1,0,1,0,1,0,3.586859,3.586859,4.1386835,4.1386835,4.4145957,4.4145957,75,75,300,300,350,350,6,6,2.5,2.5,4,4,110,110,140,140,85,85,0.4,0.4,0.75,0.75,0.25,0.25,1,1,1,1,0,0,0.7,0.7,1,1,1,1,8,8,2,2,4,4
2749,3,1,0,1,0,1,0,0,0,0,4.2920479,4.2920479,4.7969948,4.7969948,5.3019416,5.3019416,125,125,300,300,250,250,4,4,6,6,2.5,2.5,100,100,85,85,95,95,0,0,0.4,0.4,0.75,0.75,0,0,0,0,0,0,1,1,0.7,0.7,1,1,1,1,8,8,2,2
2750,6,0,0,0,1,0,1,0,1,0,3.3109468,3.3109468,3.586859,3.586859,4.4145957,4.4145957,125,125,300,300,300,300,2.5,2.5,4,4,6,6,85,85,140,140,95,95,0,0,0.4,0.4,0.25,0.25,1,1,1,1,0,0,0.7,0.7,1,1,1,1,4,4,8,8,4,4
2751,5,1,1,0,1,0,1,0,1,0,5.554415,5.554415,5.8068884,5.8068884,4.7969948,4.7969948,125,125,300,300,300,300,2.5,2.5,4,4,6,6,55,55,95,95,140,140,0,0,0.1,0.1,0.75,0.75,1,1,0,0,0,0,0.7,0.7,1,1,1,1,8,8,8,8,4,4
2752,3,1,0,0,1,0,1,0,1,0,5.3671598,5.3671598,3.8017382,3.8017382,4.2490015,4.2490015,125,125,300,300,250,250,6,6,2.5,2.5,4,4,85,85,140,140,85,85,0,0,0.25,0.25,0.6,0.6,0,0,1,1,1,1,0.7,0.7,1,1,1,1,1,1,4,4,6,6
2753,3,1,0,0,1,0,1,0,1,0,5.6978331,5.6978331,4.0359651,4.0359651,4.5107845,4.5107845,125,125,300,300,250,250,6,6,2.5,2.5,4,4,85,85,140,140,85,85,0,0,0.25,0.25,0.6,0.6,0,0,1,1,1,1,0.7,0.7,1,1,1,1,1,1,4,4,6,6
2754,1,1,0,1,1,0,1,0,1,0,4.0229067,4.0229067,4.4463705,4.4463705,4.8698344,4.8698344,200,200,75,75,300,300,2.5,2.5,4,4,6,6,85,85,140,140,85,85,0,0,0.4,0.4,0.75,0.75,0,0,1,1,0,0,0.7,0.7,1,1,1,1,8,8,6,6,8,8
2755,4,1,1,0,1,0,1,0,1,0,4.5107845,4.5107845,4.985604,4.985604,5.4604234,5.4604234,75,75,300,300,350,350,4,4,6,6,2.5,2.5,140,140,85,85,95,95,0.6,0.6,0.25,0.25,0.5,0.5,1,1,0,0,1,1,0.7,0.7,1,1,1,1,6,6,8,8,2,2
2756,5,1,0,0,1,0,1,0,1,0,4.2920479,4.2920479,4.7969948,4.7969948,5.3019416,5.3019416,75,75,300,300,350,350,6,6,2.5,2.5,4,4,140,140,85,85,95,95,0.6,0.6,0.25,0.25,0.5,0.5,1,1,0,0,1,1,0.7,0.7,1,1,1,1,8,8,2,2,4,4
2757,4,1,0,1,0,0,0,0,0,1,1.9270822,1.9270822,0.96354111,0.96354111,1.4453117,1.4453117,125,125,300,300,300,300,6,6,2.5,2.5,4,4,100,100,85,85,110,110,0,0,0.25,0.25,1,1,0,0,0,0,1,1,1,1,0.7,0.7,1,1,8,8,4,4,8,8
2758,5,0,1,0,0,0,0,0,0,1,4.690508,4.690508,5.2423324,5.2423324,6.3459814,6.3459814,200,200,75,75,350,350,6,6,2.5,2.5,4,4,55,55,95,95,140,140,0,0,0.6,0.6,0.5,0.5,1,1,0,0,1,1,0.7,0.7,0.7,0.7,1,1,1,1,8,8,4,4
2759,6,0,1,1,0,0,0,0,0,1,5.2423324,5.2423324,5.7941569,5.7941569,4.690508,4.690508,125,125,300,300,300,300,6,6,2.5,2.5,4,4,55,55,95,95,140,140,0,0,0.1,0.1,0.75,0.75,1,1,0,0,1,1,1,1,1,1,1,1,1,1,6,6,2,2
2760,1,1,0,0,0,1,0,0,0,0,5.4593198,5.4593198,6.4519234,6.4519234,7.444527,7.444527,75,75,300,300,350,350,4,4,6,6,2.5,2.5,110,110,140,140,85,85,0.4,0.4,0.75,0.75,0.25,0.25,1,1,1,1,0,0,0.7,0.7,1,1,1,1,6,6,8,8,2,2
2761,1,1,1,1,1,0,1,0,1,0,0.71222914,0.71222914,0.83093399,0.83093399,1.1870486,1.1870486,200,200,75,75,350,350,4,4,6,6,2.5,2.5,85,85,140,140,95,95,0,0,0.25,0.25,1,1,0,0,1,1,1,1,1,1,1,1,1,1,8,8,4,4,8,8
2762,6,1,0,0,1,0,1,0,1,0,2.7591223,2.7591223,1.6554734,1.6554734,1.9313856,1.9313856,125,125,250,250,300,300,6,6,2.5,2.5,4,4,85,85,85,85,95,95,0,0,0.25,0.25,0.5,0.5,1,1,0,0,0,0,1,1,1,1,1,1,4,4,2,2,4,4
2763,1,0,0,0,1,0,1,0,1,0,6.0593618,6.0593618,4.2920479,4.2920479,4.7969948,4.7969948,200,200,75,75,300,300,2.5,2.5,4,4,6,6,55,55,95,95,110,110,0,0,0.1,0.1,0.4,0.4,1,1,0,0,1,1,0.7,0.7,1,1,1,1,1,1,6,6,8,8
2764,2,0,0,0,1,0,1,0,1,0,0.96354111,0.96354111,1.1241313,1.1241313,1.4453117,1.4453117,300,300,250,250,300,300,4,4,6,6,2.5,2.5,95,95,110,110,140,140,0.4,0.4,0.75,0.75,0.25,0.25,1,1,1,1,0,0,1,1,1,1,1,1,8,8,2,2,4,4
2765,5,1,0,0,1,0,1,0,1,0,4.690508,4.690508,5.7941569,5.7941569,6.3459814,6.3459814,125,125,250,250,300,300,4,4,6,6,2.5,2.5,100,100,95,95,110,110,0,0,0.4,0.4,0.75,0.75,0,0,0,0,1,1,1,1,1,1,1,1,8,8,8,8,2,2
2766,3,1,0,0,1,0,1,0,1,0,7.444527,7.444527,7.9408288,7.9408288,5.4593198,5.4593198,300,300,250,250,300,300,4,4,6,6,2.5,2.5,140,140,85,85,95,95,0.1,0.1,0.4,0.4,0.75,0.75,0,0,1,1,1,1,1,1,1,1,1,1,8,8,2,2,4,4
2767,5,0,0,0,1,0,1,0,1,0,5.6978331,5.6978331,4.0359651,4.0359651,4.985604,4.985604,200,200,75,75,350,350,6,6,2.5,2.5,4,4,85,85,140,140,95,95,0,0,0.25,0.25,1,1,0,0,1,1,1,1,0.7,0.7,1,1,1,1,1,1,2,2,6,6
2768,4,1,0,0,1,0,1,0,1,0,2.8118444,2.8118444,3.3230888,3.3230888,3.8343333,3.8343333,75,75,300,300,350,350,2.5,2.5,4,4,6,6,85,85,95,95,110,110,0.1,0.1,0.4,0.4,0.75,0.75,0,0,1,1,1,1,1,1,1,1,1,1,2,2,4,4,6,6
2769,3,1,0,1,1,0,1,0,1,0,9.4297342,9.4297342,11.414941,11.414941,8.4371306,8.4371306,200,200,300,300,350,350,2.5,2.5,4,4,6,6,85,85,85,85,95,95,0,0,0.4,0.4,0.75,0.75,0,0,1,1,1,1,0.7,0.7,1,1,1,1,1,1,2,2,4,4
2770,5,1,0,0,1,0,1,0,1,0,3.5346277,3.5346277,4.0395745,4.0395745,2.7772075,2.7772075,125,125,250,250,300,300,2.5,2.5,4,4,6,6,55,55,110,110,140,140,0,0,0.6,0.6,1,1,0,0,1,1,1,1,0.7,0.7,1,1,1,1,1,1,4,4,6,6
2771,3,1,1,0,1,0,1,0,1,0,4.7898118,4.7898118,3.3927834,3.3927834,4.1910853,4.1910853,125,125,300,300,300,300,6,6,2.5,2.5,4,4,85,85,140,140,95,95,0,0,0.4,0.4,0.25,0.25,0,0,1,1,0,0,1,1,1,1,1,1,2,2,6,6,2,2
2772,1,1,0,0,1,0,1,0,1,0,5.1388859,5.1388859,3.5329841,3.5329841,4.1753448,4.1753448,300,300,250,250,300,300,6,6,2.5,2.5,4,4,140,140,85,85,95,95,0.1,0.1,0.4,0.4,0.75,0.75,0,0,1,1,1,1,1,1,1,1,1,1,6,6,8,8,2,2
