age,job,marital,education,balance,housing,loan,campaign,poutcome,deposit
28,student,single,secondary,1925,no,no,1,failure,yes
23,services,single,secondary,279,yes,no,1,failure,yes
33,unknown,married,secondary,335,no,no,2,failure,yes
32,entrepreneur,married,secondary,390,no,no,1,failure,yes
33,management,single,tertiary,1271,yes,no,3,failure,yes
51,management,married,tertiary,346,no,no,2,failure,yes
36,management,single,tertiary,1379,no,no,1,failure,yes
45,management,single,tertiary,2048,yes,no,1,failure,yes
33,blue-collar,divorced,unknown,-274,yes,yes,2,failure,yes
50,blue-collar,married,primary,3764,no,no,2,failure,yes
46,housemaid,married,primary,3512,no,no,1,failure,yes
42,unemployed,married,secondary,1289,no,no,4,failure,yes
41,management,married,tertiary,254,no,no,2,failure,yes
31,blue-collar,married,secondary,136,no,no,2,failure,yes
27,student,single,tertiary,13107,yes,no,1,failure,yes
41,management,divorced,tertiary,1757,no,no,1,failure,yes
58,retired,married,secondary,1230,no,no,1,failure,yes
36,management,married,tertiary,93,no,no,2,failure,yes
30,services,single,secondary,-158,yes,no,1,failure,yes
27,admin.,single,secondary,4590,yes,no,4,failure,yes
36,management,married,tertiary,0,yes,no,1,failure,yes
39,technician,divorced,secondary,385,no,no,1,failure,yes
59,management,married,tertiary,315,no,no,1,failure,yes
35,student,single,secondary,188,yes,no,3,failure,yes
30,admin.,married,secondary,396,yes,no,3,failure,yes
44,blue-collar,single,primary,36,yes,no,1,failure,yes
53,management,divorced,tertiary,50,yes,no,1,failure,yes
37,management,single,tertiary,102,yes,no,1,failure,yes
36,blue-collar,married,primary,828,no,no,1,failure,yes
32,technician,married,tertiary,2688,no,no,1,failure,yes
29,management,single,tertiary,224,yes,no,2,failure,yes
34,admin.,married,tertiary,69,no,yes,1,failure,yes
21,blue-collar,married,primary,-172,yes,yes,1,failure,yes
60,admin.,divorced,secondary,-41,yes,yes,1,failure,yes
49,services,married,secondary,202,yes,no,2,failure,yes
30,admin.,single,secondary,3528,no,no,1,failure,yes
44,blue-collar,married,primary,-101,yes,no,1,failure,yes
54,unemployed,married,secondary,1561,no,no,3,failure,yes
31,self-employed,married,tertiary,5,yes,yes,1,failure,yes
43,unemployed,married,tertiary,0,no,no,1,failure,yes
71,technician,married,secondary,3020,no,no,1,failure,yes
34,management,married,tertiary,8000,no,no,1,failure,yes
27,technician,single,tertiary,2781,yes,no,1,failure,yes
28,management,single,tertiary,2725,no,no,1,failure,yes
37,technician,single,tertiary,3943,no,no,2,failure,yes
32,technician,married,tertiary,2976,yes,no,1,failure,yes
60,housemaid,married,secondary,0,no,no,2,failure,yes
56,retired,married,primary,1947,no,no,2,failure,yes
37,management,single,tertiary,72,yes,yes,5,failure,yes
33,admin.,single,secondary,5,yes,no,2,failure,yes
63,management,married,tertiary,5112,no,no,2,failure,yes
50,retired,married,secondary,8648,no,no,3,failure,yes
32,technician,married,secondary,660,no,no,2,failure,yes
46,self-employed,married,tertiary,2421,no,no,1,failure,yes
41,management,married,tertiary,2226,no,no,2,failure,yes
25,technician,single,secondary,7103,yes,no,3,failure,yes
46,management,married,tertiary,273,yes,no,1,failure,yes
42,management,married,tertiary,2665,yes,no,2,failure,yes
32,blue-collar,married,secondary,10287,yes,no,4,failure,yes
53,technician,married,tertiary,395,no,no,1,failure,yes
43,management,married,tertiary,2987,no,no,1,failure,yes
61,management,single,tertiary,2,no,no,1,failure,yes
51,management,married,tertiary,2635,no,no,3,failure,yes
32,blue-collar,married,secondary,225,yes,no,1,failure,yes
22,student,single,primary,3472,no,no,1,failure,yes
42,blue-collar,married,secondary,366,yes,no,1,failure,yes
38,admin.,single,secondary,262,no,no,2,failure,yes
38,admin.,married,tertiary,1988,no,no,2,failure,yes
32,management,single,tertiary,6542,yes,no,4,failure,yes
50,management,married,tertiary,5969,no,no,1,failure,yes
32,management,single,tertiary,935,no,no,2,failure,yes
73,retired,married,primary,796,no,no,1,failure,yes
38,admin.,married,secondary,1559,no,no,2,failure,yes
35,management,married,tertiary,495,no,no,1,failure,yes
53,management,married,secondary,2693,no,no,1,failure,yes
67,retired,married,primary,1430,no,no,2,failure,yes
37,blue-collar,married,secondary,604,yes,no,1,failure,yes
36,admin.,single,tertiary,364,no,yes,1,failure,yes
39,services,married,secondary,25,yes,yes,1,failure,yes
55,technician,divorced,secondary,3450,no,no,1,failure,yes
36,services,single,secondary,1227,yes,yes,5,failure,yes
49,blue-collar,married,secondary,2039,yes,no,1,failure,yes
34,admin.,single,secondary,673,yes,no,1,failure,no
31,blue-collar,married,primary,-199,yes,yes,5,failure,no
35,admin.,single,secondary,181,yes,no,4,failure,no
46,blue-collar,married,secondary,942,no,no,3,failure,no
45,admin.,married,secondary,1097,yes,yes,1,failure,no
37,technician,married,secondary,24,yes,no,1,failure,no
40,services,married,secondary,0,yes,no,1,failure,no
56,management,married,tertiary,563,yes,no,2,failure,no
53,self-employed,married,secondary,248,no,yes,1,failure,no
55,retired,married,tertiary,357,yes,no,1,failure,no
55,unknown,married,secondary,1157,no,no,1,failure,no
56,management,married,tertiary,2366,yes,yes,2,failure,no
41,management,married,tertiary,-29,no,no,2,failure,no
60,retired,married,tertiary,2194,yes,no,3,failure,no
60,management,married,secondary,0,no,no,4,failure,no
28,blue-collar,single,tertiary,1984,yes,no,2,failure,no
50,technician,married,tertiary,3117,no,no,2,failure,no
45,entrepreneur,married,secondary,242,no,yes,1,failure,no
31,blue-collar,single,secondary,573,yes,no,1,failure,no
35,self-employed,married,tertiary,1178,yes,yes,2,failure,no
48,admin.,divorced,secondary,-407,yes,no,2,failure,no
43,unemployed,married,secondary,775,no,no,1,failure,no
26,admin.,single,secondary,96,no,no,1,failure,no
39,management,single,tertiary,633,no,no,2,failure,no
34,blue-collar,married,secondary,1924,yes,yes,2,failure,no
62,management,married,tertiary,0,no,no,3,failure,no
55,management,single,tertiary,0,no,no,3,failure,no
88,retired,married,secondary,433,no,no,1,failure,no
41,services,married,secondary,2399,yes,no,2,failure,no
35,blue-collar,married,primary,147,yes,no,1,failure,no
43,management,divorced,tertiary,9,yes,no,5,failure,no
32,services,married,secondary,289,yes,no,1,failure,no
32,housemaid,married,primary,-184,yes,no,2,failure,no
37,admin.,single,tertiary,3954,yes,no,1,failure,no
34,blue-collar,married,secondary,-257,yes,no,1,failure,no
33,self-employed,married,tertiary,263,no,no,4,failure,no
29,admin.,married,secondary,6429,yes,yes,1,failure,no
33,management,single,tertiary,312,no,no,1,failure,no
29,unemployed,single,tertiary,7,no,no,1,failure,no
35,blue-collar,single,secondary,142,yes,no,2,failure,no
44,admin.,divorced,secondary,777,yes,no,3,failure,no
31,services,married,primary,997,yes,no,1,failure,no
57,unemployed,married,secondary,1350,no,no,1,failure,no
45,blue-collar,married,secondary,87,yes,no,1,failure,no
57,management,married,tertiary,3431,yes,no,2,failure,no
33,technician,single,secondary,151,yes,no,3,failure,no
37,admin.,married,tertiary,0,yes,no,2,failure,no
53,services,married,secondary,367,yes,yes,1,failure,no
56,management,married,tertiary,505,yes,yes,1,failure,no
33,management,married,tertiary,22867,yes,no,1,failure,no
37,management,divorced,secondary,1655,yes,no,1,failure,no
39,blue-collar,married,secondary,1403,no,no,8,failure,no
34,admin.,divorced,secondary,140,yes,no,2,failure,no
32,blue-collar,single,primary,1918,yes,no,1,failure,no
43,blue-collar,married,primary,250,yes,no,5,failure,no
32,admin.,married,secondary,337,no,no,3,failure,no
36,management,married,tertiary,806,yes,no,2,failure,no
40,admin.,married,secondary,367,yes,no,1,failure,no
39,management,married,tertiary,839,no,yes,2,failure,no
49,management,married,tertiary,342,no,no,2,failure,no
42,blue-collar,married,primary,402,no,no,7,failure,no
33,technician,married,tertiary,8023,no,no,1,failure,no
41,admin.,married,secondary,1395,yes,yes,1,failure,no
55,management,married,primary,621,no,yes,1,failure,no
51,management,divorced,tertiary,119,no,no,1,failure,no
39,blue-collar,married,secondary,5222,yes,no,2,failure,no
59,admin.,married,secondary,92,yes,no,2,failure,no
44,services,married,secondary,1450,yes,no,1,failure,no
34,technician,married,secondary,1026,no,no,1,failure,no
28,management,single,tertiary,385,no,yes,4,failure,no
38,management,married,tertiary,5432,yes,yes,1,failure,no
54,retired,divorced,tertiary,349,yes,no,2,failure,no
60,retired,divorced,tertiary,381,yes,no,2,failure,no
53,retired,married,secondary,4968,no,no,1,failure,no
36,management,single,tertiary,243,yes,no,2,failure,no
52,management,married,tertiary,1944,yes,no,3,failure,no
38,services,married,secondary,8876,no,no,1,failure,no
52,admin.,married,secondary,423,yes,yes,2,failure,no
29,services,married,secondary,376,no,yes,3,failure,no
27,technician,divorced,secondary,21,yes,no,1,failure,no
37,management,single,tertiary,600,yes,no,2,failure,no
39,management,married,tertiary,691,yes,yes,1,failure,no
47,blue-collar,married,secondary,3696,yes,no,3,failure,no
47,blue-collar,married,primary,2,yes,yes,4,failure,no
40,management,married,tertiary,384,no,no,3,failure,no
39,blue-collar,married,secondary,284,yes,yes,2,failure,no
45,technician,married,secondary,3395,yes,no,1,failure,no
39,admin.,married,secondary,3047,yes,no,1,failure,no
45,services,divorced,secondary,0,yes,yes,1,failure,no
34,management,single,tertiary,171,yes,no,1,failure,no
30,admin.,single,secondary,613,yes,no,2,failure,no
32,technician,single,tertiary,514,yes,yes,1,failure,no
30,technician,single,secondary,426,yes,no,4,failure,no
52,self-employed,divorced,secondary,1291,yes,no,1,failure,no
35,management,married,tertiary,105,yes,no,1,failure,no
39,admin.,married,secondary,47,yes,no,2,failure,no
30,admin.,married,tertiary,26,yes,no,1,failure,no
36,management,married,tertiary,1582,no,no,2,failure,no
41,blue-collar,married,primary,3658,yes,no,1,failure,no
39,services,married,primary,324,yes,no,2,failure,no
37,services,married,secondary,1694,yes,yes,2,failure,no
47,technician,married,secondary,644,no,no,3,failure,no
38,admin.,divorced,secondary,3834,yes,no,2,failure,no
48,self-employed,married,secondary,1559,no,no,3,failure,no
34,admin.,single,secondary,598,yes,no,1,failure,no
50,blue-collar,divorced,primary,15,yes,no,2,failure,no
41,admin.,divorced,secondary,2550,yes,no,2,failure,no
26,technician,single,secondary,3244,no,no,1,failure,no
37,self-employed,single,primary,235,yes,no,4,failure,no
49,blue-collar,married,secondary,298,yes,no,2,failure,no
46,admin.,divorced,secondary,875,yes,yes,3,failure,no
42,unemployed,married,primary,-581,yes,no,1,failure,no
47,admin.,married,secondary,829,yes,yes,1,failure,no
33,admin.,single,tertiary,490,yes,no,1,failure,no
40,blue-collar,married,primary,592,yes,no,3,failure,no
82,housemaid,divorced,primary,1381,no,no,3,failure,no
40,technician,married,secondary,192,yes,yes,8,failure,no
40,services,married,secondary,0,yes,no,1,failure,no
40,blue-collar,married,primary,34,yes,no,2,failure,no
32,blue-collar,married,secondary,897,yes,no,3,failure,no
35,blue-collar,married,primary,-367,yes,no,1,failure,no
58,admin.,married,unknown,0,yes,no,1,failure,no
40,technician,married,secondary,372,yes,no,1,failure,no
37,admin.,single,secondary,810,yes,no,1,failure,no
36,services,married,secondary,1746,yes,no,1,failure,no
59,admin.,married,primary,879,yes,no,5,failure,no
30,admin.,single,secondary,873,no,no,1,failure,no
40,admin.,single,secondary,782,yes,no,5,failure,no
44,management,married,secondary,488,no,yes,2,failure,no
40,management,single,tertiary,1509,no,no,1,failure,no
56,admin.,married,primary,0,yes,no,2,failure,no
27,services,married,secondary,54,yes,no,1,failure,no
40,blue-collar,single,secondary,82,yes,no,6,failure,no
34,unemployed,married,secondary,438,yes,yes,1,failure,no
52,blue-collar,married,tertiary,297,yes,no,2,failure,no
39,management,single,tertiary,0,yes,no,4,failure,no
34,self-employed,married,tertiary,2427,no,no,3,failure,no
37,management,single,tertiary,2173,no,no,3,failure,no
56,technician,single,secondary,751,yes,no,8,failure,no
36,management,married,tertiary,-547,yes,no,1,failure,no
51,technician,single,tertiary,11222,yes,no,2,failure,no
24,admin.,married,secondary,299,yes,no,1,failure,no
45,technician,married,unknown,886,yes,no,2,failure,no
28,blue-collar,single,primary,431,yes,no,2,failure,no
35,management,single,tertiary,-292,yes,no,2,failure,no
33,management,single,tertiary,191,no,yes,4,failure,no
51,blue-collar,married,primary,216,yes,no,3,failure,no
44,admin.,married,secondary,764,yes,no,1,failure,no
45,admin.,married,secondary,1214,yes,no,2,failure,no
30,technician,single,secondary,4787,yes,no,1,failure,no
58,services,married,secondary,-37,no,yes,2,failure,no
32,management,married,tertiary,937,no,no,1,failure,no
55,blue-collar,married,secondary,2059,yes,no,1,failure,no
45,entrepreneur,divorced,tertiary,1273,yes,yes,2,failure,no
34,management,married,tertiary,577,yes,no,2,failure,no
33,admin.,married,secondary,17,yes,no,1,failure,no
59,management,married,primary,2769,yes,no,1,failure,no
38,self-employed,married,secondary,215,yes,no,1,failure,no
44,admin.,single,secondary,275,yes,no,5,failure,no
36,technician,divorced,secondary,556,yes,no,3,failure,no
43,blue-collar,married,primary,-181,yes,no,1,failure,no
40,admin.,married,secondary,67,no,yes,2,failure,no
39,blue-collar,married,secondary,171,yes,yes,1,failure,no
32,services,married,secondary,1844,yes,yes,4,failure,no
40,management,married,primary,738,yes,yes,2,failure,no
38,blue-collar,married,unknown,0,yes,no,2,failure,no
29,blue-collar,married,secondary,339,yes,no,3,failure,no
32,services,married,secondary,3839,yes,no,2,failure,no
35,blue-collar,married,primary,0,yes,no,1,failure,no
35,technician,married,secondary,149,yes,no,1,failure,no
39,technician,married,tertiary,11766,yes,no,4,failure,no
36,management,single,tertiary,335,no,no,1,failure,no
27,admin.,single,tertiary,689,no,no,1,failure,no
34,admin.,married,tertiary,1636,yes,yes,1,failure,no
52,technician,married,unknown,425,yes,no,2,failure,no
37,management,married,tertiary,332,yes,no,2,failure,no
49,unemployed,married,tertiary,377,no,no,1,failure,no
30,services,single,secondary,438,yes,no,1,failure,no
28,services,single,secondary,458,no,no,4,failure,no
39,services,married,secondary,702,yes,no,1,failure,no
29,management,married,tertiary,318,yes,no,2,failure,no
27,technician,single,secondary,261,yes,no,2,failure,no
36,management,single,tertiary,219,no,no,6,failure,no
38,management,married,tertiary,76,yes,no,2,failure,no
31,entrepreneur,single,secondary,159,yes,no,1,failure,no
50,technician,married,secondary,2497,yes,no,1,failure,no
50,technician,single,secondary,-97,yes,no,1,failure,no
34,technician,single,tertiary,2658,yes,no,1,failure,no
38,blue-collar,married,primary,2240,yes,no,1,failure,no
55,services,married,secondary,841,yes,no,9,failure,no
42,blue-collar,married,primary,7735,yes,no,1,failure,no
35,blue-collar,married,primary,2490,yes,no,1,failure,no
40,services,single,secondary,19343,yes,no,4,failure,no
34,blue-collar,divorced,secondary,-131,yes,no,1,failure,no
33,blue-collar,single,primary,557,yes,no,2,failure,no
34,blue-collar,single,secondary,39,no,no,2,failure,no
59,management,married,tertiary,2764,no,no,1,failure,no
39,management,single,tertiary,1682,yes,no,1,failure,no
61,retired,married,secondary,89,no,no,1,failure,no
58,management,married,tertiary,1318,no,no,1,failure,no
48,blue-collar,married,primary,430,no,no,3,failure,no
38,entrepreneur,married,tertiary,678,no,yes,2,failure,no
36,technician,married,secondary,1345,yes,no,1,failure,no
54,technician,single,secondary,198,yes,yes,1,failure,no
33,student,single,unknown,2321,no,no,2,failure,no
54,retired,married,primary,136,yes,no,1,failure,no
33,management,married,tertiary,644,yes,yes,2,failure,no
44,blue-collar,divorced,primary,-57,yes,no,1,failure,no
31,technician,single,secondary,1282,no,no,1,failure,no
50,self-employed,single,secondary,766,yes,no,2,failure,no
36,entrepreneur,single,secondary,296,no,no,2,failure,no
38,blue-collar,single,secondary,13156,yes,no,4,failure,no
36,blue-collar,single,secondary,219,yes,yes,2,failure,no
36,blue-collar,married,secondary,1797,yes,yes,1,failure,no
33,blue-collar,single,secondary,15341,no,no,1,failure,no
33,technician,single,secondary,2583,no,no,1,failure,no
32,technician,married,secondary,253,yes,no,1,failure,no
29,admin.,married,secondary,252,yes,no,3,failure,no
51,management,married,tertiary,1612,yes,no,2,failure,no
34,blue-collar,married,secondary,2994,yes,no,1,failure,no
38,services,married,secondary,507,yes,no,1,failure,no
31,blue-collar,single,tertiary,328,yes,no,1,failure,no
48,services,married,secondary,2597,yes,no,2,failure,no
58,entrepreneur,married,primary,1153,yes,yes,6,failure,no
36,management,divorced,tertiary,649,no,no,2,failure,no
40,blue-collar,married,secondary,679,yes,no,2,failure,no
60,retired,married,secondary,2060,no,no,4,failure,no
33,blue-collar,single,secondary,706,yes,no,1,failure,no
42,blue-collar,single,primary,156,yes,no,4,failure,no
34,admin.,married,secondary,1467,yes,no,1,failure,no
40,blue-collar,married,secondary,1508,no,no,2,failure,no
37,services,divorced,secondary,241,yes,no,1,failure,no
39,services,single,secondary,322,yes,no,1,failure,no
31,entrepreneur,married,secondary,10,yes,yes,3,failure,no
31,blue-collar,single,secondary,609,yes,no,1,failure,no
42,services,married,secondary,108,yes,yes,2,failure,no
42,admin.,single,secondary,30,yes,no,1,failure,no
62,retired,married,primary,1515,yes,no,1,failure,no
46,management,married,tertiary,716,yes,yes,1,failure,no
32,admin.,single,secondary,620,no,no,2,failure,no
36,technician,married,secondary,432,yes,no,3,failure,no
43,admin.,married,secondary,323,yes,yes,3,failure,no
33,services,single,secondary,406,yes,no,1,failure,no
43,technician,divorced,secondary,6835,no,no,1,failure,no
44,management,divorced,tertiary,2422,yes,no,2,failure,no
51,management,single,tertiary,-55,yes,no,2,failure,no
38,services,single,primary,3715,yes,no,2,failure,no
40,admin.,single,secondary,877,yes,no,3,failure,no
34,management,married,secondary,56,yes,no,3,failure,no
36,admin.,married,secondary,1954,yes,yes,2,failure,no
39,technician,single,secondary,1685,yes,no,1,failure,no
69,retired,married,primary,2398,no,no,1,failure,no
33,admin.,single,secondary,-15,no,no,3,failure,no
30,technician,single,tertiary,3086,yes,no,3,failure,no
36,technician,single,secondary,7503,yes,no,1,failure,no
30,technician,single,secondary,778,yes,no,2,failure,no
38,management,married,tertiary,0,no,no,12,failure,no
29,admin.,married,tertiary,167,yes,yes,2,failure,no
27,technician,married,secondary,876,yes,no,1,failure,no
27,self-employed,married,secondary,254,yes,yes,1,failure,no
42,services,divorced,secondary,83,no,no,5,failure,no
28,technician,single,secondary,6551,no,no,1,failure,no
52,blue-collar,married,primary,230,yes,no,2,failure,no
33,management,married,tertiary,71,no,no,1,failure,no
30,blue-collar,single,secondary,1012,yes,no,3,failure,no
33,management,married,tertiary,62,yes,no,1,failure,no
43,technician,divorced,secondary,0,yes,no,2,failure,no
47,technician,married,secondary,1571,yes,no,1,failure,no
52,technician,married,secondary,0,yes,no,1,failure,no
23,blue-collar,single,secondary,0,yes,no,5,failure,no
57,blue-collar,single,primary,739,yes,no,2,failure,no
31,services,single,secondary,900,yes,no,2,failure,no
43,management,married,unknown,275,no,no,2,failure,no
76,retired,married,secondary,2302,no,no,1,failure,no
36,admin.,single,tertiary,980,no,no,3,failure,no
49,management,married,tertiary,3842,no,no,1,failure,no
51,technician,married,secondary,2,yes,yes,1,failure,no
29,technician,divorced,secondary,477,yes,yes,1,failure,no
57,retired,married,secondary,0,yes,no,1,failure,no
52,admin.,married,secondary,722,no,no,2,failure,no
34,admin.,single,secondary,296,no,no,1,failure,no
40,management,single,tertiary,257,no,no,1,failure,no
41,blue-collar,married,secondary,306,yes,no,1,failure,no
38,self-employed,married,tertiary,2084,yes,no,2,failure,no
31,blue-collar,divorced,secondary,-209,yes,no,3,failure,no
45,admin.,single,secondary,946,yes,no,2,failure,no
34,blue-collar,married,secondary,1988,yes,no,1,failure,no
35,self-employed,single,tertiary,1129,yes,no,2,failure,no
33,admin.,divorced,secondary,661,yes,no,4,failure,no
47,services,married,secondary,311,yes,yes,1,failure,no
51,blue-collar,married,primary,42,yes,no,2,failure,no
40,student,married,secondary,260,no,no,1,failure,no
42,admin.,married,secondary,1133,yes,no,4,failure,no
58,self-employed,married,secondary,0,yes,no,3,failure,no
34,technician,married,secondary,260,yes,no,2,failure,no
74,retired,married,primary,5539,no,no,2,failure,no
45,services,divorced,secondary,396,yes,yes,4,failure,no
35,technician,married,secondary,5553,yes,no,3,failure,no
36,blue-collar,single,tertiary,1830,no,no,1,failure,no
40,blue-collar,divorced,unknown,528,yes,no,2,failure,no
57,management,divorced,tertiary,408,yes,no,2,failure,no
31,management,single,tertiary,0,yes,yes,3,failure,no
46,admin.,married,secondary,171,yes,yes,1,failure,no
50,management,married,tertiary,-470,yes,no,2,failure,no
36,management,single,tertiary,181,yes,no,2,failure,no
30,services,single,secondary,9,no,yes,2,failure,no
30,technician,married,secondary,-306,yes,yes,1,failure,no
35,blue-collar,married,secondary,270,yes,yes,2,failure,no
25,student,single,secondary,1919,yes,no,1,failure,no
51,management,single,unknown,1277,no,no,5,failure,no
35,technician,single,secondary,183,no,no,2,failure,no
39,blue-collar,single,secondary,522,yes,no,7,failure,no
39,technician,married,secondary,8,no,yes,2,failure,no
41,technician,married,secondary,-378,yes,no,1,failure,no
43,management,married,primary,62,yes,no,1,failure,no
59,entrepreneur,married,primary,124,yes,no,3,failure,no
38,management,married,tertiary,4293,yes,no,2,failure,no
37,admin.,divorced,secondary,1573,yes,no,3,failure,no
32,technician,married,tertiary,15,no,no,1,failure,no
30,blue-collar,single,secondary,80,yes,yes,1,failure,no
32,entrepreneur,married,unknown,73,yes,no,1,failure,no
39,management,single,tertiary,93,yes,yes,2,failure,no
40,blue-collar,married,primary,332,yes,no,2,failure,no
37,services,married,secondary,393,yes,yes,1,failure,no
54,technician,married,secondary,0,no,no,1,failure,no
31,management,single,tertiary,1675,no,no,2,failure,no
30,blue-collar,married,primary,5956,yes,yes,1,failure,no
35,technician,single,tertiary,122,no,no,5,failure,no
31,technician,single,secondary,4888,yes,no,4,failure,no
34,blue-collar,married,secondary,261,yes,no,5,failure,no
41,admin.,single,secondary,90,yes,no,2,failure,no
34,technician,married,secondary,883,no,no,2,failure,no
34,admin.,married,tertiary,21,no,yes,1,failure,no
31,admin.,single,secondary,523,no,yes,1,failure,no
50,management,married,secondary,2910,no,no,1,failure,no
36,blue-collar,married,secondary,1088,yes,no,2,failure,no
23,technician,single,secondary,356,yes,no,2,failure,no
45,management,married,tertiary,0,yes,no,2,failure,no
35,technician,single,tertiary,992,yes,no,1,failure,no
38,housemaid,divorced,tertiary,4312,no,no,4,failure,no
44,blue-collar,married,primary,103,yes,no,1,failure,no
54,blue-collar,married,secondary,506,yes,no,2,failure,no
33,technician,divorced,secondary,2,yes,no,2,failure,no
38,blue-collar,single,secondary,0,no,no,2,failure,no
39,management,married,secondary,517,yes,no,3,failure,no
29,blue-collar,married,secondary,100,yes,yes,4,failure,no
40,admin.,married,secondary,419,yes,yes,1,failure,no
36,management,single,tertiary,0,no,yes,1,failure,no
31,management,married,tertiary,0,yes,no,2,failure,no
30,blue-collar,married,secondary,1131,yes,yes,1,failure,no
56,entrepreneur,divorced,primary,29,no,no,2,failure,no
30,services,divorced,secondary,1336,yes,no,3,failure,no
32,blue-collar,single,secondary,5252,yes,no,2,failure,no
40,blue-collar,married,secondary,280,yes,no,2,failure,no
53,blue-collar,married,secondary,1103,yes,yes,2,failure,no
37,management,single,tertiary,876,yes,no,4,failure,no
28,services,single,secondary,1636,yes,no,1,failure,no
45,blue-collar,married,secondary,226,no,no,2,failure,no
55,unemployed,married,primary,1212,no,no,1,failure,no
33,entrepreneur,married,secondary,135,yes,no,1,failure,no
47,entrepreneur,married,unknown,1481,yes,no,2,failure,no
31,management,single,tertiary,5691,yes,no,2,failure,no
55,management,married,tertiary,154,no,no,2,failure,no
31,blue-collar,married,secondary,1131,yes,yes,1,failure,no
41,technician,single,tertiary,-89,yes,no,4,failure,no
35,management,single,tertiary,4348,yes,no,3,failure,no
44,entrepreneur,married,secondary,860,yes,yes,2,failure,no
34,technician,single,secondary,1313,no,no,1,failure,no
29,technician,single,tertiary,2269,yes,no,1,failure,no
50,management,married,tertiary,0,no,no,1,failure,no
35,blue-collar,single,primary,2040,no,no,1,failure,no
34,blue-collar,married,primary,3868,yes,no,1,failure,no
57,blue-collar,divorced,primary,5041,yes,no,1,failure,no
40,blue-collar,married,primary,-388,yes,no,3,failure,no
30,self-employed,single,tertiary,48,no,no,2,failure,no
37,housemaid,single,tertiary,561,no,no,1,failure,no
34,blue-collar,married,secondary,467,yes,no,2,failure,no
30,technician,divorced,secondary,3100,yes,no,1,failure,no
56,management,divorced,tertiary,722,no,no,3,failure,no
27,technician,single,secondary,1842,yes,yes,2,failure,no
33,admin.,married,secondary,7,yes,no,1,failure,no
37,management,single,tertiary,230,yes,yes,2,failure,no
33,student,single,unknown,5969,no,no,1,failure,no
49,self-employed,married,tertiary,503,yes,no,4,failure,no
39,technician,married,secondary,3494,yes,no,1,failure,no
46,entrepreneur,married,secondary,122,no,no,2,failure,no
32,admin.,single,secondary,6981,yes,no,1,failure,no
34,technician,single,secondary,920,yes,no,1,failure,no
57,technician,married,secondary,28,yes,no,1,failure,no
40,admin.,married,secondary,0,yes,no,1,failure,no
60,admin.,married,secondary,-396,yes,no,1,failure,no
43,technician,married,secondary,4056,no,no,6,failure,no
30,technician,married,secondary,-280,yes,no,2,failure,no
30,blue-collar,married,secondary,246,yes,no,2,failure,no
41,services,married,unknown,88,yes,no,1,failure,no
50,admin.,divorced,secondary,2405,yes,no,1,failure,no
33,services,married,secondary,387,yes,no,2,failure,no
54,blue-collar,married,primary,258,no,no,1,failure,no
30,management,single,tertiary,3773,yes,no,4,failure,no
37,admin.,married,secondary,1314,yes,no,1,failure,no
29,entrepreneur,single,tertiary,219,yes,no,2,failure,no
41,management,married,primary,733,yes,no,1,failure,no
56,services,divorced,secondary,72,yes,yes,1,failure,no
34,blue-collar,single,secondary,550,yes,no,3,failure,no
26,unemployed,married,secondary,285,yes,no,2,failure,no
38,blue-collar,married,secondary,67,no,no,1,failure,no
27,blue-collar,married,secondary,-330,yes,yes,1,failure,no
27,technician,married,tertiary,8,yes,yes,1,failure,no
43,management,married,tertiary,1336,yes,yes,2,failure,no
34,management,married,tertiary,63,no,no,1,failure,no
40,management,married,secondary,643,yes,no,2,failure,no
49,unemployed,married,secondary,13818,no,no,1,failure,no
55,technician,married,secondary,517,yes,yes,3,failure,no
36,technician,single,secondary,144,no,no,1,failure,no
36,blue-collar,married,secondary,153,yes,no,1,failure,no
30,management,single,tertiary,640,no,no,4,failure,no
44,blue-collar,married,secondary,3060,yes,no,1,failure,no
49,blue-collar,married,secondary,1127,yes,yes,2,failure,no
43,services,married,secondary,2478,yes,no,1,failure,no
46,unknown,married,tertiary,8564,no,no,2,failure,no
31,technician,married,secondary,450,no,yes,2,failure,no
48,technician,married,secondary,-938,yes,no,1,failure,no
47,admin.,married,secondary,1387,yes,no,1,failure,no
53,management,married,tertiary,1356,yes,no,2,failure,no
53,technician,married,secondary,65,no,no,1,failure,no
55,admin.,married,secondary,865,yes,no,1,failure,no
27,management,single,secondary,145,yes,no,4,failure,no
42,blue-collar,married,secondary,429,yes,no,1,failure,no
37,blue-collar,married,secondary,342,yes,no,2,failure,no
46,admin.,married,secondary,0,yes,yes,2,failure,no
42,management,married,tertiary,1272,yes,no,1,failure,no
44,entrepreneur,married,secondary,887,yes,no,1,failure,no
34,management,married,tertiary,303,yes,no,1,failure,no
41,management,married,tertiary,4063,yes,no,5,failure,no
28,services,single,secondary,123,yes,no,1,failure,no
31,technician,single,tertiary,424,no,no,1,failure,no
31,admin.,single,secondary,387,yes,no,2,failure,no
32,technician,single,tertiary,696,no,yes,4,failure,no
35,services,single,secondary,1239,yes,no,2,failure,no
45,admin.,single,secondary,375,no,yes,1,failure,no
41,blue-collar,married,secondary,598,yes,no,3,failure,no
41,entrepreneur,married,tertiary,121,yes,no,1,failure,no
29,admin.,single,secondary,-498,yes,no,3,failure,no
50,management,divorced,tertiary,2564,yes,no,4,failure,no
40,services,married,secondary,9374,yes,no,8,failure,no
