Date,Nickname,Movie_score,Title,Content,Is_spoiler,Helpful_vote_count,Not_helpful_vote_count,Total_vote_count
2019-11-5,explore1440,1,Recycled pc garbage,"Terminator, please go back in time to blow up the studios after T2. Quit while you're ahead.

Utter pc cliche garbage. It looked like a Gillette commercial with cheap CGI.",X,35,26,61
2019-11-5,freemanspecial_1,9,I'll never come back,Briefly I really enjoy it It's remind me the old days of terminator :),X,9,13,22
2019-11-5,freemanspecial_1,9,I'll never comeback:(,I really like it and enjoy it It's remind me of the old days of terminator I like the changes...,X,9,14,23
2019-11-5,prberg2,3,What a disappointment!,This movie was such a let down. Just a redo of all the same old ideas. Nothing new or interesting and the script was really bad. Mackenzie Davis did a great job. Also Arnold had some decent lines and brought some heart to the movie. But it was just lame and didn't even come close to the original 2 movies. I want the 2 hours back!,X,10,8,18
2019-11-5,happycatrecords,9,"Terminator is back, best since T2","Ignore the sci-fi web fans dissing this film. It's right up there with T2. Nicely done. Good new characters, believable (for the genre) continuation of the story. Great fun. Keeping it short, and no spoilers. But if you're a fan of T1, and T2, and you're not jaded ... checking out! Well done.",X,10,16,26
2019-11-5,blodnatt,9,"Listen up, screwheads..","People need to toughen up, and realise that the opening scene is a key part of the story, and not only that, but is a welcome breath of fresh air in all the disneyfication and also throws a huge middle finger to the last three horrible sequels. The opening ties T2 and Dark Fate together, and if you cry because you're hurt, then deal with it. It fits the story, and that's all that matters.

The movie isn't perfect, but it is a hell of a lot better than the other poor excuses that tried to be sequels.

There are only three true Terminator movies, and that is T1, T2 and Dark Fate.",X,10,7,17
2019-11-5,gatozangado,6,How to make a great Terminator movie in 3 steps.,"Step 1: Use more practical than computerized effects.

Step 2: Under any circumstances alter John Connor's mythology, people have been invested on his legacy since 1984.

Step 3: Use all of your imagination and skills to make a great action movie.

Sadly, Terminator Dark Fate skipped steps 1 and 2.",X,1,7,8
2019-11-5,pootc,6,It could have been worse,"It could have been worse, a lot worse is not exactly high praise but considering what we've gotten since Terminator 2: Judgment Day it's come to that. Dark Fate ignores everything since T2 and Linda Hamilton returns as Sarah Connor which is the best thing about the movie.

Tim Miller directs with Cameron as producer and while there are some good new characters in Grace (Mackenzie Davis), an augmented human from the future and Dani Ramos (Natalia Reyes). Gabriel Luna plays the villainous Rev-9 sent from a new future. As it turns out Sarah's choices in T2 stopped Skynet wiping it from existence only for it to be replaced by something else.

Schwarzenegger is back too but it's Sarah and the new characters that take center stage, and rightfully so. Linda Hamilton is the heart of the franchise but not even her return can save the movies shortfalls. The story is a familiar formula and that was the idea - to rehash what we liked. But make no mistake... this is no Terminator or Terminator 2 in terms of quality.

The story line has a brutal twist which I was fine with but beyond that it's more of the same but not as good. Thankfully there are scenes in between the action to introduce and reintroduce its characters. It tries to be meaningful in parts and slows down which was a however the third act quickly degenerates into a computer generated mess.

It's completely over the top. I understand computer effects are necessary but what ever happened to mixing it with practical? What worked about Cameron's classic movies is the action was somewhat grounded and you could believe it was happening. Here characters appear weightless, defying gravity and I am not just talking about the ridiculous scene on the plane!

Overall, it's just more flogging a dead horse and bigger isn't always better. For me, these were more than just action movies. They had heart behind them and a message. I wish they had aimed higher but to tell you the truth I'm numb to this series now and was never that invested anyway. I will take this iteration over Rise of the Machines and Genesy's. Salvation has points for being different though so...

Arnold quips he ""won't be back"" in this and probably as The Terminator. I'm fine with that.

6/10",X,2,6,8
2019-11-5,koki_ali875,7,I enjoyed it.,"I'm a big fan of T's. I am not going to compound all the previous ones with this one. What I liked about this one was the very close relationship with human and the machines. Arnold was funny, Hamilton was kick ass, the New Machine girl was great! Please go and watch with open mind and stop comparing and enjoy it.",X,1,3,4
2019-11-5,mauriciosalz,8,Decent film for fans,"Too fine for my expect, don t pay attention to the bad review, give it a chance!!",X,8,13,21
2019-11-5,desperado_here,9,Im being very honest here,"Okay, there is a part (you'll see) of the movie where for 3 to 5 min, youre scratching your head like wtf. However, if you dont get hung up on it; it is a pretty good movie. Even I watched it critically, but it would still be like the 3rd best one in the series IMHO. Its a must see!",X,8,15,23
2019-11-5,andrewklank,10,Don't listen to the other reviews,I really hate how critical people are these days. This movie was amazing and deserves a rating that reflects it. That action sequences were epic and I loved the new terminator. It is a thrill ride from start to finish.,X,12,27,39
2019-11-5,joemcdermott-17329,9,It's ok for what it is,Some of the negative reviews on here are way OTT Terminator movies never claimed to be Shakespearean - it is what it is and quite funny in parts.,X,6,12,18
2019-11-5,teacaratan,1,Extremely dissapointed,"Arnold, how do you sleep still after this?

This movie is one of the worst movies I have ever seen in my life. Please someone erase it from the planet. Please",X,18,13,31
2019-11-5,susana-c-fernandes,8,The only sequel that should have happened,"After Terminator 2, it's a well known fact that the franchise went to hell. Several actors played the mythical characters John and Sarah Connor, none of them charismatic, and the sequels failed to reinvent the original story (except perhaps the one with Christian Bale) always returning to the basic plot: humans running from killer machines. Oh, by god, let us forget the one with ""evil"" John Connor (this could have been an interesting twist but got revealed in the trailer!!!!!! Oh well).

Anyway, regarding Dark Fate, my advise is to watch it as if none of the other sequels were ever made. Dark Fate also fails (if you want to see it like a failure) to reinvent the original story. It is still humans running from a killer machine, with the occasional difference to make it interesting. Still, there are 3 main positive points to it:

it's the first sequel where almost all the characters are played by the original actors
the (evil) Terminator does some very impressive stunts, is more powerful and versatile than ever and can be truly chilling. He is also the first to act as human as the baddest of them all (T1000). Still, Robert Patrick remains the best, why the hell wasn't he cast???
it's one hell of an action movie! It's exciting, entertaining (CGI fails once or twice though) and thrilling to watch, and has an emotional side to it that reminds us of Terminator 2 - machines can learn to live with (and ""love"") people.


Two other points worthy of mention: SPOILERS AHEAD
this is the first time a Terminator movie successfully places women in the spotlight. There are 3 female lead characters. Dani's not merely the womb that will give birth to a man who will save mankind, SHE is the one who will save us. Also, this is the first time that Sarah Connor is given the hero status she deserves. I loved this and it's what saves this from being ""just another Terminator movie"".
in my opinion, killing John in the very beginning is the best thing that could have happened to the character. Edward Furlong is John Connor. If he's no longer interested in playing the part, you better kill the character for once, because no one will ever match his personality on T2.
END OF SPOILERS

I love Terminator 1 and 2 (probably watched the latter over 100 times, no joke) and its characters. That said, I might be a bit partial on this review. Keeping it real though: this is a ""no brainer"" action movie with impressive sequences that will have you grabbing your seat. It has the refreshing points I mention in the spoiler section and is the first time we get to see the real Sarah and John Connor again.

Go watch it on the big screen for the best experience and for a proper farewell to Terminator.",O,5,12,17
2019-11-5,drmitha,1,All those with 7+ ratings never saw T1 and T2 RIP!,"Either that or they've got amnesia. No other way to describe it. Watched it just now and the movie does not even come close to being comparable to the first two. Grandpa Schwarzenegger and Grandma Hamilton are there as glorified cameos to up the ratings. They could easily have been written out of the script otherwise.

I gave the movie a 1star. That is for effort. Effort to rehash the memories of diehard fans like me and get them to the theatre. Effort to be politically correct. Effort to enhance the wow factor of the new Terminator.....and the list goes on. Sadly all efforts were in vain. The storyline, CGI, casting, screenplay all sucked big time.

This movie is so bad I will need to rewatch the first two to get this crap out of my head. Smh",X,3,3,6
2019-11-5,iancam-25496,5,Lazy Storytelling,"It's amazing that they can't come up with an interesting story instead of just repeating previous stuff. Usually Arnie is at least good but they ruined him here, it was nonsense what they did with the character, he was nothing like a Terminator.",X,3,4,7
2019-11-5,garnet-30306,6,Terminator : Again,"It never ends really. It just goes on and on. They just fill in new characters and let the chaos and mayhem begins. At least Sarah got old along with the Terminator.

It can't be stopped.",X,0,7,7
2019-11-5,fantard,2,CGI: Cinematic Garbage Intensifies,"The Arnie Terminator robot is now a drapes (curtains) salesman who lives with a Hispanic woman in the countryside -- complete with trusty mutt companion and a rocking chair -- and whose ageing seems to now run deeper than merely his epidermis, with even the metal endoskeleton of this apparent one-tonne hulking machine, swaying in a zephyr (...I know, I know -- John's ""gimmie five!"" hand slap moved the T's hand in T2... But, that movie was GOOD; Dark Fate is anything but).

This timeline version of Sarah Connor is a crotchety cat lady, who seems to be stuck in some menopausal loop -- causing her to pulverise her dentures, through her constant, elderly angst induced grinding.

The new Terminator (hunter) is... you guessed it -- NANO TECH!: Hollywoeful's new, do-anything magical technology, that allows the film 'creators' (*term used ironically) to throw all semblance of logic and continuity out of the window (Question: Why does a nano-bot Terminator need to seep into a computer KEYBOARD in order to control control it?... Skynet-cum-Legion didn't have USB 3.0 technology in the post-apocalyptic, time-travel-happy future?).

Then we have the ""saviour"" of the homo-sapien species: an Instagram generation, air-headed, teenage Latino girl (naturally)... To compliment the aforementioned Latino nano-T, and Arnie's Latino helpmate (of course). >""It's like pottery. It rhymes."" ~ George Lucas

Rounding out the leads, there is said she-Jesus's obligatory protector: this time, a cyborg of sorts; who, in-keeping with the ""WOKE"" zeitgeist (the U.S. zeitgeist, that is) is an incarnation of Ellen DeGeneres--had she decided to fully transition.

The film itself is irrelevant, as it completely defecates all over the Terminator legacy, while presenting one of the most vacuous and poorly conceived pieces of sci-fi cinema since... Well, not that long ago. The action set pieces make Capcom video game intros look like Terrance Malick's flowing curtains; the blither betwixt, as pertinent to the astronomical pay cheques all those who partook in this scatological schlock were clearly beeline focused on, as the dialogue is in an instalment of Resident Evil.

Look, I've been one of the biggest critics of oft-derided "" cinema -- for context: ""Watchmen"" being one of the very few, pure comic book films that I've genuinely enjoyed -- after realising, well over a decade ago, that the process line production philosophies of the Mammon-worshipping film industry, combined with the exponential rate of technological advancement, would invariably bring down sci-fi cinema as whole. So, the fact that T:DF is a conga line of strung-together video game cut-scenes, is hardly surprising to me.

Nobody listened to me then, and no one will listen now. Why?... Because, as with the world at large, the overwhelming majority of film-goers are far closer to what would clinically test as being of a ""subnormal intelligence"". It is these dull, bovine eyes, representing the demographic of easy-to-amuse cash cows, who the film industry must arrest with their computer-generated boom-crash operas -- in order to continue to propitiate to their patron daemon of wealth disparity and greed... Immolating all artistic integrity and creative merit along their merry way to the netherworld.

As karma would have it, Terminator: Dark Fate will lose money -- hand-over-fist, in fact (*at time of writing, it is projected to end up US$100M in the red). However, this will in no way deter avaricious producers from investing into such bottom-feeder bilge -- safe in the knowledge that every patrician film-goer lost, simply frees up the market for further exploitation of the endless masses of mindless mouth-breathers... And the reality of this now imminent, dark future, is as accursed a fate as any imaginable for this entertainment medium.

After all, if our species forfeits the only string to its bow that separates us from the animals -- creativity -- would we even have reason to fight an artificial intelligence that deemed us disposable? Really makes one think... 2/10",O,2,1,3
2019-11-5,Mhb666,1,"Flimsy, weak and boring...","Main reasons why? Horrible script and catastrophic casting...

That hermafrodite/hipster actress lacking any charisma whatsoever MacKenzie, and that mediocre boring actor playing Ghost Rider is just dead wrong choices. Period!

And sorry, even if I'm delighted to see my favourite action heroine Sarah Connor again on the screen (love you Hamilton!) she can't alone save this so called third installment of the Terminator saga.

I'll personally not be back for more. Thanks Cameron, my tip is retire.. now!",X,13,9,22
2019-11-5,dabluebox,2,I mean did they watch the first 2?,"That Terminator is out there! It can't be bargained with. It can't be reasoned with. It doesn't feel pity, or remorse, or fear.

That's from the first film and yet in this film he feels most of these except pain! It's just utter rubbish of a film and as far as I'm concerned there is still only 2 terminator films this added nothing and took more than it should of from the world built in the first 2",X,10,8,18
2019-11-5,WKYanks,3,Fooled again...,"In short, I'm not a happy camper... bad on me I guess ... got my hopes up - so much for using a brain when writing a storyline or giving a crap about established iconic characters...😡

It starts out with the scene from T2 where Sarah is going nuts, screaming in the room after answering questions from Dr. Silberman. OK, my blood is pumping a little bit now... here we go!!

Then we have a scene where CGI wins the day... A T-800 walks up on Sarah Conners and John (all look like they did in T2, I mean REALLY look like them... wow!) and BAM.... John is dead and young Arnie walks away and Sarah is left holding her dead son. Yes, that fast... 😱

Blink, blink... 😢 ... ok, that was unexpected...

They stopped Judgement Day, saved humanity, stopped Skynet and there are other T-800's popping in with orders to kill John? ... wasn't the T-800 mission to kill Sarah, then in T2 to protect John? Why not send more T-1000's? ... all from a future that didn't happen? ... WTF...

We get a female ""terminator"" (Grace) arriving to protect a gal we've never heard of, Dani. She a Mexican, sweet little gal, taking care of her family and works at a factory where machines are starting to replace humans on the assembly line; one that happens to be her brother.

We also have another new model terminator who's mission is to kill Dani. He goes to the factory and all hell breaks loose, but as expected they get away and are saved by Sarah Conner on the bridge as we saw in the trailer.

I will say this, boy did this movie need Sarah and Arnie... and for what they were given they both were very enjoyable. Good humor, good action... to be expected from these two.

So after Sarah saves the day we learn that Grace isn't a machine, but an augmented human. I liked Mackenzie Davis here. I remembered her from 'The Martian"" and ""Black Mirror"" and was impressed with both. I liked Grace as a character too. The individual performances aren't what kills this movie. As an action movie, I'd probably give is a ""B-"".

So, we are led to believe that Dani will father the next John Conner... see, even without Skynet the internet gets us... and it ends up being called ""Legion"". A new bad guy that ends up killing humanity, creating terminators and figuring out time travel. Such originality...

...oh, and Arnie has a name (Carl), a family that he saved from abuse, learns to become more human and is a drapery guy. (Carl's Draperies). This wouldn't be bad if it were the Arnie we got in T2 (but it's all melted), you know the one that was sent to protect not kill, but this is an original T2 with the mission to kill. But hey, what the hell... this all provided for some really needed good comedy and got Arnie in this movie - so I'll live with it I guess.

The new terminator is kind of cool I guess... it can separate from it's T-800 looking skeleton so it's kind of a double wammy thing, but I never felt like I did in T1 and T2 when it was on the prowl. The original Arnie had me on pins and needles the entire time and the T2 liquid guy was a tremendous badass as well. This one was just kind of there and well... no needles.

We find out that Dani isn't going to be the mother of our savior, but she is going to be the savior. Man, did they screw the pooch here... they might have been able to pull it off with better casting, but Natalia Reyes is a tiny thing. All of about 5 feet... she just doesn't project any kind of badass or military leader persona... and when the movie tries to make her into one it's really horrible. Horrible casting IMO.

So we get the big fight and the only way to kill this damn thing is to use the energy core inside Grace... yes, we've seen this before, haven't we? ... so Dani rips it out of Grace and with the help of Arnie they stick it in our new terminator's skull, drama - drama and that's that. Oh, Sarah calls Arnie ""Carl"" (like she, of course, said she would never do earlier)... I guess that was supposed to spur some sort of emotion like we all got when Arnie lowered himself into the vat of bubbling steal... not.

I won't even go into the painfully stupid airplane/Hoover Dam drama... eeeeesh...

So the last scene is, you guessed it... Sarah and Dani riding off in a jeep!!!

Everything was better in T2.... even the chase/fight scene CGI stuff was better.

I'm such a dumbo... I was fooled again.... never again with this movie franchise... They've made 2 great movies... the first two. They should have stopped there. Everything else is rubbish. This one is actually disrespectful to the franchise, the first 2 movies and their iconic characters.",O,3,1,4
2019-11-5,trashgang,8,action all over,"Linda en Arnold of the firts Terminator back in a new Terminator. Sounds great. Firts of all, don't worry if you haven't seen the original one (1984) because Linda does tell it all throughout this flick.

I can really be short about this flick. Effects are really okay espescially in the fight scenes between the robots. Story isn't that original, you could say that it is a remake of the original one. No probs with that because Terminators do terminate so what else could you tell.

Opening is really stunning, action going on and on and never stops. The movie drops a bit in speed and story with the reveal of the original cyborg (Arnold) which is a bit ridiculous being married and being humanized. Once that part is over the movie picks up in speed and action.

Overall not that bad after all if you dig the Terminator franchise. For newcomers maybe it is all a bit weird. The new effects used for the new Terminator are also stunning, maybe it all reminds you of Terminator 2, the way it transforms, walk, look but hey, it's a Terminator.

Inside jokes are also on board, remember, I'll be back, you will get the joke twice. I enjoyed it and people in the theater also, but not one woman in the room, maybe that says enough of this sort of flicks.

Gore 0/5 Nudity 0,5/5 Effects 3/5 Story 3/5 Comedy 0/5",X,8,17,25
2019-11-5,jannes-96131,1,Wokeinator Dark Fate,"Dark Fate indeed this movie is clearly showing what awaits all our movies where they force in wokeness they kill off your beloved characters and totaly ruin the franchise for your own sake pretend terminator ended after terminator 2.

The fight/shooting scenes are boring and the special effects are bad especially for 2019.

The only upside this movie has is Arnold but he cant save the movie since the rest is too bad and woke.",X,2,2,4
2019-11-5,baiyu-40875,7,"the higher your expectation, the more disappointment you get","Despite all the critics, I went to see the movie with my GF together. I have to say that we both enjoyed most parts of the movie, especially the actions. It is an above-average action movie. however the problem is that they put too much effort on action while too few for the storyline as well as the character development. I guess this is where the most disappointment came from.",X,2,10,12
2019-11-5,RJBrez,7,Not as bad as the reviews say-,"This site is crazy sometimes. I feel movies like this (franchise) are unfairly graded based on its predecessors. Dark fate was everything I expected. Great action. Great cast. Similar plot to other Terminator movies.

At this point, I'm not sure what direction fans expect them to take. I was a big fan of what they tried to do Genisys and I wish they had gotten another movie.

Because Genisys was deemed trash by the fan base they went back to the original game plan, bringing back Linda Hamilton and Arnold, and proclaiming this installment as a direct sequel to T2. They did their best. And if this wasn't a part of the Terminator Franchise and was just graded as an action movie, I feel people would have liked it more.

I won't give any spoilers but i wanted to let other readers know to give it a shot. Ignore these reviews that score it super low. They are just fanboys that will never be happy with any additions to the franchise. I enjoyed this movie, hope you do too.",X,3,13,16
2019-11-5,therevanchist-14739,4,Honest Review from a long time fan,"Terminator Dark fate was to no surprise by now very very disappointing for many reasons but just to start they didn't try to add anything that was unique or fresh to the franchise. This movie was supposed to continue from the amazing first two terminator movies that I was a huge fan of! They decided to use to take everything down that we cared about in the opening scene by killing off John Connor who has been the main focus of the whole series which was like a big middle finger to all the fans just to introduce the new John Connor which is some random girl from Mexico who we never even receive valid reasons to care about. Literally I did not care about anyone besides Sarah because of the history we have been through with her. They use the same old recycled plot just Skynet is called Legion because no matter what some random AI has to take over the future whether skynet is defeated or not. Arnold returns as a terminator but after completing his mission and killing John Connor he decides to grow a conscious and have a family and he a father and husband and I hope you can see where I have problems with this narrative, also if Skynet was destroyed then how do they still send a terminator back in time to kill John!?!? This movie took everything we cared about as fans and threw it away to give us the same thing with different people that we don't care about. From a terminator fan this movie was extremely disappointing to me and I still haven't brought up everything that I hated about it. I only give it 4 stars because of action that's it.",O,14,8,22
2019-11-5,badreligionfan,6,Wrong genre. R.O.T.M is still the real T3 for me.,"Like salvation and genesys, the makers of Dark Fate don't get what makes the original Terminator so good. It was a horror sci-fi drama where a normal waitress all of a sudden finds out about a horrible future. The first terminator is scary and almost invincible, but is able to be damaged by humans. All the action scenes are believable in a discotheque or the police station. Lucky for us it was low budget and there was no CGI. Arnold repairing his arm or eye was scary. T2 was good and the new bad terminator was scary. The action scenes are great and they were a mix of crazy big action scenes and small stuff like copying the guard in the mental hospital or opening an elevator with scary sword hands. Also a good sci-fi story. T3 was nowhere near as good as the first two films, but it had a new story to tell about the birth of skynet and the ending was great, because it completes the paradox of the birth of John Connor. Judgement day has to happen because otherwise T1 won't happen.

Then came Salvation and the crazy unrealistic action scenes happened. Wtf a giant robot spider playing air tennis with a motorcycle or something. It's ridiculous. Genesys was just as bad with a lame Kyle Reese and an unstoppable virtual nano tech evil terminator. Dark fate also has these unrealistic CGI nonsense fights in the sky or in the water. Linda is unlikable, Dani is boring. The rev 9 is too good and you just know he has to die in a factory or lava . All the fighting in the meantime is senseless. This could have been a good movie if the action scenes were believable and the story continued to be about Grace and John Connor. No new or old Linda and no liquid indestructible rev 9. So don't make a CGI Action movie, but make a scary horror sci-fi with a good story and some believable action scenes.",O,4,5,9
2019-11-5,chrislettiere,1,"Get woke, go broke.","Terminator: Dark Fate was one of the 'wokest' movies of recent times. All female leads, sympathetic portrayal of illegal immigration, progressive themes. In the US, it pulled in just a $29M opening. Its flop will leave studios $100 million in the hole. Get woke, go broke.",X,127,100,227
2019-11-5,jpoke,7,A *welcome* rehash,"The consensus seems to be that the last three Terminator movies not under the aegis of James Cameron were not very good. My memory is a little foggy, but as I recall, Salvation had no character development and Genisys had a plot with so many silly twists it left audiences dizzy. I don't really remember Terminator 3 well enough to remember what was wrong with it.

Dark Fate may not be a full return to form, perhaps in no small part because it rehashes (and occasionally exaggerates) old scifi / action movie tropes established in the 80s. But one thing Dark Fate does do is to reunite Cameron, Schwarzenegger, and Hamilton in a pleasing way, and in my opinion it accomplishes something the last three films in the franchise failed at, which is entertaining audiences.

Is Dark Fate a groundbreaking new movie? Not necessarily.

Is Dark Fate a stark reminder that entertaining movies are more than just scenic dystopian landscapes and special effects? In my opinion, yes.

It's possible the bad reviews this movie has accrued so far are here in part because the movie has political slants, and the leading actors with the most screentime are women. For anyone reading this who wouldn't be bothered by that, I suggest taking the bad reviews with a grain of salt.",X,2,11,13
2019-11-5,artistjames1,9,Terminator Dark Fate is a Masterpiece of Modern Cinema.,Such an impressive film! There was no doubt in my mind that going into this knowing James Cameron was at the helm with Tim Miller I was sure to be captivated. Not only did this new and dark Terminator fulfill my expectations it magically connected the dots to Terminator 2 Judgment Day which captivated my youth and imagination to this day. As well as giving me impressions of this stories universe. The special effects were just unbelievable I am so so glad I saw this in IMAX. I literally am going back to see it in 4DX for the experience and to rewatch this phenomenal movie. One drawback just in my opinion because of my Film background and passion is I think it could have done with the CG bodies. I would've loved it if we could see a return to actual animatronics and advancement in actual AI robotics. However because of the budgeting and time restrictions I understand. It's just that James Cameron is well known for using fantastic real life effects. It just cinematically adds a realness to the aesthetic. I can spot the CG with my eyes squinted and it just takes me out of moment a little like a video game. However all in all Terminator Dark fate is by no means a disappointment. I dont understand all of the negative reviews. This movie is worthy of much regard and attention by the film world. I give it two thumbs way up. Thank you for a terrific installment!,X,7,23,30
2019-11-5,Sweaterized,7,"Below Expectations, Above the Vitriole","Like many other people, I was a bit underwhelmed by this latest Terminator movie, but not to an extreme. It's a well-made movie that keeps better to the tone of Terminator 2 than the intervening three movies did, but does not offer much new material at the same time. In other words, it holds its own but provides nothing new.

I could spend more time reviewing the actual movie, but instead I'd like to do kind of a review of reviews. That is, to look at the movie in light of some common gut reactions I've seen. There is no way that this movie deserves a ""1"" or ""2"" or ""3"" rating, or a ""8"" or ""9"" or ""10"" rating either. It's a decent, albeit cliched film. So when a review such as this one:

One liners, boring villains and no heart. Please just follow the original 2 and stop trying to appeal to families and the LGBT community..... worry about THE TASK REAL FANS. (adenmartinez)

makes huge claims without support, it makes me wonder more about worldview rather than effective critique. Using this particular review as a basis, let me explain.

One Liners -- I imagine the full argument is that Dark Fate has too many one-liners and not enough substantive dialog. Have these people seen Terminator 2? That movie is chock-full of one-liners, and I might suggest that they're delivered in a clunkier style than what Dark Fate does. (""Hasta la vista, Baby,"" for example.) Terminator 2 was a fun movie, but let's be real -- it had plenty of flaws and limited storytelling itself, and tended to be some of the ""preachiest"" of all the Terminator movies. Not sure why Dark Fate is singled out to be especially flat in comparison.

Boring Villians -- Yes, true, but not any more so than any of the other movies. T1 and T2 were novel experiences, and all the other movies have tried to recapture that mood and failed. Much better here than in Salvation or Genysis, though, right?

No Heart -- Have to argue here on this one. Dark Fate has plenty of heart. It's just not as overt as in Terminator 2 or as contrived as in Genysis. The actions of Carl and Grace and Sarah are all full of poignancy and meaning, although perhaps a bit too subtle for some people, and perhaps too dependent on knowledge of the other Terminator movies.

Try to Follow the Original Two -- I think it did, although I agree John's character development was an unfortunate decision on the producer's part. Sarah's character fits right in with T1 and T2, and undoes the travesty of T3. And the storyline makes coherent sense, although maybe some of the relabeling of T1 and T2 aspects was too distracting.

Political Correctness -- The only reason people are complaining about the ""feminist"" Dark Fate is that it has three strong female characters. These characters simply do their job without making social commentary, and don't even have a ""Female Hero"" scene like Avengers Endgame did. If these three characters had been male, there would have been no argument, right? So simply having female characters is now somehow ""liberal""? I just don't understand the logic.

I wanted this to be a much better movie, but it just couldn't find the original Terminator atmosphere enough, nor uncover sufficient new territory. It landed in a limbo of concept and timing, and will now be regarded as the biggest Terminator failure. Which is unfortunate because it's not a terrible film, and at least better than #3-5, and brings back the real Sarah Connor. I had fun watching it, but still wish there was a better follow-up to the original two movies.",X,1,4,5
2019-11-5,TakeUpReel,6,Not great..,"...but you probably already knew that before going to see this version of the Terminator.

I usually dismiss movies rated at a 1 or a 10. They're typically the outliers that don't contribute much to a reasonable review.

Honestly, I would have given this movie a 5.5, if I could provide a partial star rating.

The movie has a lot of action and I really wasn't expecting much more than that.

Most of the story is nothing new. It's just placed in a different color wrapper. You know...
Humans create high-tech machinery.


The future is filled with self-aware ""robots"" that want to eliminate humanity.


Humans unite around a single person that gives them the will to fight back.


The robots send a killer robot into the past to eliminate the person that unifies humanity.


The humans send someone/something into the past to protect the person that unifies humanity.


A lot of battles ensue.


At a high-level, nothing has changed with this overused formula. Did you really think it would?

It would have been nice to adhere to some level of continuity from previous Terminator movies however. I wasn't sure if I should judge this movie as a sequel or a stand-alone movie, because it had elements of both.

Some scenes made my brain hurt, like....Arnold wanting to be more human and moving in with a woman and her son. His explanation for this was stupid. It seemed that the writers weren't even trying to explain anything (in a reasonable matter) with that plot point.

One of the other scenes that wasn't explained well was the way that Arnold knew about the various Terminator's exact time and location of arrival. It was mentioned, but not very well.

Also, the plot point about Grace's medicine that she had to take wasn't written well.

I didn't like Linda Hamilton's version of Sarah Conner in this movie. I wanted to punch her myself. OK. OK. I get it. John was killed in front of her. She's been dealing with the potential apocalypse forever. She's angry. She's bitter. She wants revenge. However, she came off more as a cranky old lady telling kids to keep off her lawn than a useful partner.

Why does Arnold have beard stubble in this movie? Does his cyborg model have the ability to grow facial hair? Shouldn't his appearance be the same as it always has been? Don't get me wrong. I'm glad they didn't de-age him, because that doesn't always look very good. (I'm looking at you ""IT - Chapter 2"").

This movie tosses around the F-bomb enough to make Tarantino blush. I'm OK with that, but some people may alarmed by the frequency of use.

Actually, I'm glad that the studio didn't try to water down the action by slapping a PG-13 rating on this movie.

Terminator: Dark Fate is not the bottom of the barrel (like some reviews suggest), but it's not stellar either. All in all, if you prefer action over plot, substance or continuity...you may like this movie.",O,1,3,4
2019-11-5,cfauteux,6,Didn't need Linda Hamilton and REALLY didn't need Arnold,"The first 20 minutes before Sarah Connor showed up were intense and really impressive. Then she shows up and takes over the movie for no reason. Mackenzie Davis as Grace was more than competent enough to carry this movie. Then they shoehorn in Arnold with a really questionable reason to exist and you've got a broken movie. Seriously, they didn't need to tell us that ""Skynet sent a bunch of other Terminators"" and then have that as the excuse to have Arnold in this. He's 25 years past his prime, 4 years since the last disastrous Terminator. This is a serviceable action movie made by a great director, but the 15 screenwriters and 12 story credits really start to show after the first act. Huge letdown, but decent action flick if you have no prior Terminator love.",O,3,4,7
2019-11-5,Grimsonia,10,A satisfying farewell,"This movie was the best Terminator film since T2, and yea, I was so afraid it was going to suck after seeing the cast other than Linda and Arnie, but don't listen to the haters because the film was good.

The action sequences were fantastic and Luna's portrayal of the updated terminator was very well done.

The story change made sense and I thought it was a very creative way to attempt to pass the torch. I saw the movie for Linda, Sarah Connor who was amazing once again as was Arnie as the family man Terminator. They didn't disappoint.

I will be purchasing this on blue ray to cap off T1 and T2 in my collection. I think it was a fine ending to this franchise and they should let it Rest In Peace now.",X,13,24,37
