pid,hid,housenum,p20ans,p21ans,p21area,p21area_siz,p21hhldsiz,p21gender,p21age1,p21school,p21mar,p21income1,p21job1,p21job2,p21relig1,ott_yes,ott_freq,ott_score,sns_yes,sns_freq_1,sns_freq_2,sns_freq_3,sns_freq_4,sns_score_1,sns_score_1,sns_score_1,sns_score_1,sns_score_all,p21d25040,p21d25041,p21d25042,p21d25043,p21d25044,p21d25045,p21d25046,p21d25047,p21d25048,p21d25049,p21d25050,p21d25051,p21d25052,p21d25053,p21d25054,p21d25055,p21d25056,p21d25057,p21d25058,p21d25059,p21d25060,pc_ability,p21d25061,p21d25062,p21d25063,p21d25064,p21d25065,p21d25066,p21d25067,p21d25068,p21d25070,p21d25071,p21d25072,p21d25073,p21d25074,p21d25075,p21d25076,p21d25077,p21d25078,p21d25079,p21d25080,p21d25081,p21d25082,p21d25083,p21d25084,p21d25085,p21d25086,smart_ability,p21h01001,p21h01002,p21h01003,p21h01004,p21h01005,p21h01006,p21h01007,p21h01008,p21h01009,p21h01010,esteem,satis_1,satis_2,satis_3,satis
59540002,595400,2,1,1,13,1,2,1,29,5,1,7,1,1,2,1,5,5,1,5,5,6,5,5,5,4,5,4.75,3,4,3,2,3,4,3,3,5,3,2,3,4,3,3,4,4,3,3,4,3,3.285714286,5,5,5,5,5,3,2,3,4,3,3,4,3,2,3,4,3,3,4,3,3,4,3,4,3,3.56,3,3,1,3,2,3,4,3,1,1,33,4,4,3,3.666666667
59550001,595500,1,1,1,13,1,3,1,74,3,2,3,1,1,2,2, ,0,2, , , , ,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,3,1,1,4,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,2.08,3,3,1,2,3,4,3,2,1,1,32,4,4,3,3.666666667
59550002,595500,2,1,1,13,1,3,2,74,2,2,2,2, ,1,2, ,0,2, , , , ,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.8,3,3,2,3,2,3,2,3,1,1,30,4,3,3,3.333333333
59570001,595700,1,1,1,13,1,3,1,43,5,2,8,1,1,2,1,4,6,2, , , , ,0,0,0,0,0,3,3,3,4,3,4,3,4,5,3,3,4,3,3,3,3,4,3,3,3,3,3.333333333,5,5,5,5,5,3,4,3,4,3,3,4,3,4,3,3,3,4,3,4,3,3,4,3,3,3.68,3,3,1,4,3,3,3,2,1,2,32,4,3,3,3.333333333
59570002,595700,2,1,1,13,1,3,2,43,5,2,1,2, ,2,1,4,6,2, , , , ,0,0,0,0,0,1,1,2,3,4,3,3,2,5,4,3,4,4,3,3,4,3,4,3,3,3,3.095238095,5,5,5,5,5,4,3,4,3,2,5,3,4,3,3,3,4,3,3,3,2,3,3,2,2,3.48,4,3,1,4,3,3,2,2,1,1,33,4,4,3,3.666666667
59570003,595700,3,1,1,13,1,3,2,22,5,1,1,2, ,2,1,4,6,1,5,5,5,5,5,5,5,5,5,3,4,4,3,4,4,3,4,5,3,4,3,4,4,4,3,3,4,4,4,4,3.714285714,5,5,5,5,5,3,4,3,4,3,4,3,4,4,3,4,5,4,3,4,5,4,3,4,4,4,4,3,1,3,4,3,2,3,1,1,30,5,4,4,4.333333333
59570004,595700,4,1,1,13,1,3,2,14,3,1,1,2, ,2,1,3,7,2, , , , ,0,0,0,0,0,3,3,3,4,4,4,3,5,1,4,4,4,3,4,3,4,3,4,4,3,4,3.523809524,5,5,5,5,5,5,5,5,5,2,2,4,4,3,4,3,4,3,3,4,4,3,3,3,3,3.88,4,3,1,3,4,3,2,2,1,1,31,5,4,4,4.333333333
59580002,595800,2,1,1,13,1,1,2,63,4,3,5,1,1,2,1,5,5,2, , , , ,0,0,0,0,0,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.047619048,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.8,3,2,1,2,3,3,2,2,1,1,29,4,3,3,3.333333333
59580101,595801,1,1,1,13,1,3,1,41,5,2,8,1,1,2,1,5,5,1,4,5,5,5,6,5,5,5,5.25,3,4,3,2,3,3,2,3,4,3,3,4,3,4,3,2,3,4,3,3,3,3.095238095,5,5,5,5,5,3,4,3,4,3,4,4,3,4,4,3,4,4,3,3,4,3,4,3,3,3.8,3,3,1,2,2,3,4,3,1,1,32,4,4,5,4.333333333
59580102,595801,2,1,1,13,1,3,2,38,5,2,7,1,1,2,1,5,5,1,4,4,5,5,6,6,5,5,5.5,3,4,4,3,2,3,4,3,5,4,3,4,3,3,4,3,4,3,3,3,3,3.380952381,5,5,5,5,5,3,2,3,4,3,4,4,3,3,2,3,4,3,3,4,3,3,3,4,3,3.56,3,3,1,3,4,4,4,3,2,1,31,4,4,3,3.666666667
59580201,595802,1,0,1,13,1,2,1,40,5,2,7,1,1,2,1,5,5,2, , , , ,0,0,0,0,0,4,4,4,3,4,4,3,2,3,4,3,4,3,3,2,3,4,3,3,3,3,3.285714286,4,5,4,5,4,4,3,4,3,4,4,3,4,3,2,3,4,4,3,4,3,4,3,4,3,3.64,3,3,1,3,4,3,2,3,1,1,29,5,4,5,4.666666667
59580202,595802,2,1,1,13,1,2,2,34,5,2,8,1,1,2,1,5,5,2, , , , ,0,0,0,0,0,3,4,3,5,4,4,4,3,4,3,4,3,4,4,3,3,4,3,4,3,3,3.571428571,5,5,5,5,5,4,4,4,5,4,4,4,3,4,5,5,4,4,3,3,4,4,4,3,4,4.16,3,3,1,2,3,3,3,2,1,1,31,6,6,5,5.666666667
59590001,595900,1,1,1,13,1,3,1,54,4,2,7,1,1,2,1,4,6,2, , , , ,0,0,0,0,0,2,3,4,3,2,3,4,3,5,3,4,4,3,4,3,4,3,4,3,3,3,3.333333333,5,5,5,5,5,3,4,4,3,4,4,3,4,5,4,3,4,4,3,4,3,4,4,4,4,4,3,3,1,2,3,3,2,3,1,1,29,5,5,4,4.666666667
59590002,595900,2,1,1,13,1,3,2,49,4,2,1,2, ,2,1,4,6,2, , , , ,0,0,0,0,0,1,2,3,4,3,2,3,4,5,2,3,3,2,2,3,3,3,2,3,3,3,2.80952381,5,5,5,5,5,5,2,3,3,2,2,3,3,3,3,4,3,4,3,3,2,3,3,3,3,3.4,3,3,1,3,4,4,3,3,1,1,31,6,6,5,5.666666667
59590003,595900,3,1,1,13,1,3,2,23,5,1,1,2, ,2,1,4,6,1,4,6,6,8,6,4,4,2,4,4,3,4,5,4,3,4,4,3,3,4,4,3,4,3,4,4,4,3,3,3,3.619047619,5,5,5,5,5,3,4,4,3,2,3,4,3,4,4,3,4,4,3,4,4,4,3,4,4,3.84,3,3,1,2,3,4,4,3,1,1,32,4,4,5,4.333333333
59590004,595900,4,1,1,13,1,3,2,21,5,1,1,2, ,2,1,3,7,1,3,6,6,9,7,4,4,1,4,4,3,4,5,4,3,4,4,3,2,3,4,4,3,4,4,3,4,3,3,3,3.523809524,5,5,5,5,3,4,4,3,2,3,4,4,3,4,4,3,3,4,3,4,4,3,3,3,3,3.64,3,3,1,4,4,3,3,4,1,1,30,4,5,4,4.333333333
59600001,596000,1,1,1,1,1,3,1,48,6,2,12,1,1,2,1,3,7,1,4,4,2,1,6,6,8,9,7.25,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,3,4.80952381,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4.92,3,3,1,3,2,3,3,3,1,1,32,6,5,6,5.666666667
59600002,596000,2,1,1,1,1,3,2,49,5,2,8,1,1,2,1,2,8,1,4,4,4,4,6,6,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,3,4.857142857,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4.96,3,4,1,3,4,3,3,4,1,1,30,5,4,4,4.333333333
59600004,596000,4,1,1,1,1,3,1,16,4,1,1,2, ,2,1,2,8,2, , , , ,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,4,2,4.619047619,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,3,3,4.72,4,3,1,3,3,4,3,3,1,1,33,5,5,5,5
59610001,596100,1,1,1,13,1,1,2,41,4,1,7,1,1,2,1,3,7,2, , , , ,0,0,0,0,0,4,4,5,5,5,5,4,4,5,5,5,5,5,5,5,5,5,5,3,3,3,4.523809524,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,3,3,3,4.72,2,3,2,3,2,4,4,4,2,1,30,4,5,4,4.333333333
59680001,596800,1,1,1,13,1,3,1,45,5,2,9,1,1,2,1,4,6,2, , , , ,0,0,0,0,0,4,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,4,4,4,4.761904762,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4.84,3,4,1,3,2,3,4,4,1,1,33,6,6,5,5.666666667
59680002,596800,2,1,1,13,1,3,2,43,5,2,1,2, ,2,1,4,6,2, , , , ,0,0,0,0,0,3,4,3,5,5,5,4,1,4,4,1,1,3,3,3,3,3,1,1,1,1,2.80952381,5,5,5,5,5,5,5,5,5,2,5,4,1,1,5,5,5,5,5,1,3,1,1,1,1,3.64,3,3,2,3,2,3,4,4,1,1,31,5,6,5,5.333333333
59680003,596800,3,1,1,13,1,3,1,25,5,1,1,2, ,2,1,3,7,2, , , , ,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4.904761905,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4.88,3,3,2,3,2,3,4,4,1,1,31,6,5,6,5.666666667
59680004,596800,4,1,1,13,1,3,1,20,5,1,1,2, ,2,1,2,8,1,6,9,9,5,4,1,1,5,2.75,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,3,3,4.761904762,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4.84,3,3,2,3,2,3,4,3,1,1,32,6,6,5,5.666666667
59690001,596900,1,1,1,13,1,3,1,51,4,2,8,1,1,2,1,4,6,2, , , , ,0,0,0,0,0,3,2,3,5,5,5,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1.952380952,5,5,5,5,5,5,5,5,5,4,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,2.72,3,3,1,3,2,4,4,4,2,1,32,5,6,4,5
59690002,596900,2,1,1,13,1,3,2,45,4,2,1,2, ,2,1,3,7,2, , , , ,0,0,0,0,0,1,1,1,4,5,5,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.571428571,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,2.76,4,4,2,3,2,4,4,4,1,1,34,6,7,6,6.333333333
59690003,596900,3,1,1,13,1,3,2,19,5,1,1,2, ,2,1,5,5,1,6,9,9,9,4,1,1,1,1.75,4,5,5,5,5,5,5,4,1,1,1,1,5,5,5,5,5,4,4,3,3,3.857142857,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,3,3,4.76,3,3,2,3,1,4,3,3,1,1,33,6,5,6,5.666666667
59690004,596900,4,1,1,13,1,3,1,18,4,1,1,2, ,2,1,4,6,2, , , , ,0,0,0,0,0,3,2,3,5,5,5,3,2,1,1,1,1,4,4,4,4,1,1,1,1,1,2.523809524,5,5,5,5,5,5,5,5,5,5,1,1,1,1,4,4,4,4,5,1,1,1,1,1,1,3.24,3,3,1,4,2,3,3,4,1,1,32,5,6,5,5.333333333
59720001,597200,1,1,1,13,1,3,1,42,5,2,7,1,1,2,1,3,7,1,2,9,9,9,8,1,1,1,2.75,4,3,4,4,4,3,3,2,3,4,3,3,4,4,3,3,1,1,1,1,1,2.80952381,5,5,5,4,4,4,4,3,4,3,3,3,4,4,4,3,4,3,4,1,1,1,1,1,1,3.16,3,3,1,4,1,3,4,3,1,1,35,5,6,6,5.666666667
59720002,597200,2,1,1,13,1,3,2,42,4,2,1,2, ,2,1,4,6,2, , , , ,0,0,0,0,0,3,4,3,3,2,3,3,3,3,2,3,3,3,2,3,3,1,1,1,1,1,2.428571429,4,4,4,4,3,4,3,3,2,2,2,4,4,4,3,3,4,3,3,1,1,1,1,1,1,2.76,3,3,1,4,1,3,3,3,1,1,34,5,5,5,5
59720003,597200,3,1,1,13,1,3,2,18,4,1,1,2, ,2,1,4,6,2, , , , ,0,0,0,0,0,4,4,3,4,3,3,3,1,1,1,1,1,4,3,3,3,1,1,1,1,1,2.238095238,4,5,5,5,4,4,3,4,3,1,1,1,1,1,4,4,3,3,4,1,1,1,1,1,1,2.64,4,3,1,3,1,3,3,3,1,1,34,5,6,6,5.666666667
59720004,597200,4,1,1,13,1,3,1,15,3,1,1,2, ,2,1,3,7,2, , , , ,0,0,0,0,0,3,3,2,3,2,2,2,4,1,1,1,1,3,3,1,1,1,1,1,1,1,1.80952381,4,4,4,3,4,4,3,3,3,3,1,1,1,1,4,4,3,1,4,1,1,1,1,1,1,2.44,4,3,1,3,1,3,3,3,1,1,34,6,6,6,6
59720005,597200,5,1,1,13,1,3,2,13,3,1,1,2, ,2,1,5,5,2, , , , ,0,0,0,0,0,4,3,4,3,3,3,3,1,1,1,1,1,4,3,1,1,1,1,1,1,1,2,4,4,3,4,3,3,3,3,3,1,1,1,1,1,4,3,1,1,4,1,1,1,1,1,1,2.16,3,3,1,4,1,3,3,3,1,1,34,5,6,6,5.666666667
59730001,597300,1,1,1,13,1,2,1,52,5,2,9,1,1,2,1,4,6,1,6,6,6,6,4,4,4,4,4,4,5,4,3,4,4,3,4,4,3,4,4,4,4,4,3,1,1,1,1,1,3.142857143,4,4,5,4,4,4,3,4,4,3,4,4,3,3,4,4,4,4,2,1,1,1,1,1,1,3.08,3,3,1,4,1,3,3,3,1,1,34,5,6,6,5.666666667
59730002,597300,2,1,1,13,1,2,2,49,4,2,1,2, ,2,1,4,6,2, , , , ,0,0,0,0,0,3,4,3,4,3,3,2,3,3,2,2,2,3,3,3,3,1,1,1,1,1,2.428571429,4,3,4,4,4,3,3,4,3,3,2,3,2,3,3,3,3,3,1,1,1,1,1,1,1,2.56,4,4,1,3,1,4,4,3,1,1,37,6,5,6,5.666666667
59750001,597500,1,1,1,13,1,3,1,49,5,2,7,1,1,2,1,3,7,1,5,5,6,5,5,5,4,5,4.75,4,3,4,5,5,4,4,3,4,4,3,3,4,4,3,3,3,3,3,3,3,3.571428571,4,5,5,5,4,4,3,3,3,3,3,4,4,4,4,4,4,3,3,3,3,3,3,1,1,3.44,3,3,1,4,1,3,3,3,1,1,34,5,6,6,5.666666667
59750002,597500,2,1,1,13,1,3,2,47,4,2,1,2, ,2,1,4,6,1,1,9,9,9,9,1,1,1,3,4,3,3,3,3,4,3,2,4,4,3,2,4,4,3,4,3,1,1,1,1,2.857142857,5,5,5,4,4,4,3,3,4,3,3,3,2,2,4,3,3,3,3,1,3,1,1,1,1,2.96,4,3,1,4,1,3,4,3,1,1,36,5,6,6,5.666666667
59750003,597500,3,1,1,13,1,3,1,26,5,2,6,1,1,2,1,4,6,1,5,5,6,5,5,5,4,5,4.75,4,5,5,4,3,3,4,3,4,4,4,3,4,3,3,3,3,3,3,3,1,3.428571429,4,4,3,4,3,4,4,4,3,3,4,5,4,3,3,4,3,3,4,3,3,3,3,3,3,3.48,4,3,1,4,1,3,4,3,1,1,36,6,6,6,6
59750004,597500,4,1,1,13,1,3,1,17,4,1,1,2, ,2,1,4,6,1,6,6,6,6,4,4,4,4,4,3,4,4,3,4,3,3,3,1,3,3,3,4,4,4,3,3,3,3,3,1,3.095238095,5,5,4,4,4,3,3,4,3,3,1,3,3,3,4,4,3,3,3,3,3,3,3,1,1,3.16,4,3,1,4,1,3,3,3,1,1,35,5,6,6,5.666666667
59760001,597600,1,1,1,13,1,3,1,59,4,2,5,1,3,2,1,5,5,2, , , , ,0,0,0,0,0,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2.714285714,5,5,5,4,4,4,4,4,3,3,1,1,1,1,4,4,3,3,1,1,1,1,1,1,1,2.64,3,4,1,4,1,3,3,3,1,1,35,6,5,6,5.666666667
59760002,597600,2,1,1,13,1,3,2,54,4,2,1,2, ,2,1,3,7,2, , , , ,0,0,0,0,0,3,4,4,4,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.714285714,5,5,4,4,4,3,3,3,2,1,1,1,1,1,3,3,1,1,1,1,1,1,1,1,1,2.12,4,4,1,4,1,3,3,3,1,1,36,5,6,6,5.666666667
59770001,597700,1,1,1,13,1,2,1,85,2,2,3,2, ,2,2, ,0,2, , , , ,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,3,1,3,3,3,1,1,33,5,5,5,5
59770002,597700,2,1,1,13,1,2,2,81,2,2,2,2, ,2,2, ,0,2, , , , ,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,3,1,3,3,3,1,1,33,5,6,5,5.333333333
59780001,597800,1,1,1,13,2,2,1,85,2,2,2,2, ,2,2, ,0,2, , , , ,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.36,3,3,2,3,1,3,3,3,1,1,32,6,5,6,5.666666667
59780002,597800,2,1,1,13,2,2,2,75,2,2,2,2, ,2,2, ,0,2, , , , ,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.24,3,4,1,3,1,4,3,3,1,1,35,5,6,6,5.666666667
59790001,597900,1,1,1,13,1,3,2,53,4,3,4,1,1,2,1,4,6,2, , , , ,0,0,0,0,0,4,4,3,4,4,3,4,4,4,4,3,4,4,4,3,3,3,1,1,1,1,3.142857143,5,5,5,4,4,4,5,4,3,3,3,4,3,3,4,4,4,3,3,1,3,1,1,1,1,3.24,3,3,1,4,1,3,3,4,1,1,33,5,5,5,5
59790002,597900,2,1,1,13,1,3,1,26,5,1,7,1,1,2,1,4,6,1,5,5,6,4,5,5,4,6,5,4,4,3,4,5,5,4,3,3,3,3,3,4,4,3,4,3,3,3,3,3,3.523809524,5,5,5,4,4,4,4,3,4,3,3,3,3,4,4,4,4,3,3,3,3,3,3,3,3,3.6,4,3,1,4,1,3,3,4,1,1,34,7,6,6,6.333333333
59790003,597900,3,1,1,13,1,3,2,24,5,1,5,1,1,2,1,4,6,1,4,6,5,5,6,4,5,5,5,4,5,5,5,4,3,4,3,4,3,3,3,4,4,3,3,3,1,1,3,3,3.380952381,5,5,5,4,4,4,4,3,3,3,3,3,4,3,4,4,4,4,3,2,3,1,3,1,1,3.32,3,4,1,4,1,3,3,4,1,1,34,6,7,6,6.333333333
59800001,598000,1,1,1,13,1,3,1,51,4,2,6,1,1,2,1,4,6,2, , , , ,0,0,0,0,0,4,3,4,4,3,4,2,4,1,1,1,1,4,4,3,3,1,1,1,1,1,2.428571429,5,5,4,4,5,4,3,3,4,3,2,1,1,1,4,3,3,3,1,1,1,1,1,1,1,2.6,4,4,1,4,1,3,4,3,1,1,37,6,7,6,6.333333333
59800002,598000,2,1,1,13,1,3,2,47,4,2,1,2, ,2,1,4,6,2, , , , ,0,0,0,0,0,4,3,4,4,4,3,4,4,3,3,3,3,4,4,4,4,1,1,1,1,1,3,5,5,5,4,4,4,5,4,3,4,3,3,4,3,4,4,4,4,3,1,1,1,1,1,1,3.24,4,3,1,3,1,4,3,3,1,1,35,6,7,6,6.333333333
59800003,598000,3,1,1,13,1,3,1,23,5,1,1,2, ,2,1,4,6,1,6,6,6,6,4,4,4,4,4,5,5,4,4,5,4,3,3,1,4,4,3,4,4,3,4,1,1,1,1,1,3.095238095,5,5,5,4,4,5,4,3,4,4,4,3,3,3,4,4,4,4,3,3,3,1,1,1,1,3.4,3,4,1,4,1,3,4,3,1,1,36,6,7,6,6.333333333
59800004,598000,4,1,1,13,1,3,1,20,5,1,1,2, ,2,1,4,6,1,6,6,6,6,4,4,4,4,4,5,5,4,4,4,3,4,5,4,4,3,4,4,4,4,4,1,1,1,1,1,3.333333333,5,5,4,4,5,4,5,3,3,3,2,4,3,3,4,4,4,4,4,1,1,1,1,1,1,3.16,3,4,4,3,3,3,3,3,3,3,25,6,7,6,6.333333333
59800005,598000,5,1,1,13,1,3,2,13,3,1,1,2, ,2,1,4,6,2, , , , ,0,0,0,0,0,3,3,2,4,3,3,2,3,1,1,1,1,3,4,3,3,1,1,1,1,1,2.142857143,4,5,5,4,4,3,3,2,3,3,1,1,1,1,4,3,3,3,1,1,1,1,1,1,1,2.4,3,4,1,4,1,3,3,3,1,1,35,6,7,6,6.333333333
59810001,598100,1,1,1,13,2,2,1,52,4,2,7,1,1,2,1,5,5,2, , , , ,0,0,0,0,0,4,3,4,4,3,4,3,2,1,4,3,3,4,4,4,3,3,1,1,1,1,2.857142857,4,5,4,4,4,3,3,4,3,3,1,3,3,2,4,4,4,3,1,1,1,1,1,1,1,2.72,3,3,1,3,1,3,3,3,1,1,33,6,5,6,5.666666667
59810002,598100,2,1,1,13,2,2,2,49,4,2,1,2, ,2,1,4,6,2, , , , ,0,0,0,0,0,4,3,3,4,3,3,2,3,3,3,3,2,4,3,3,3,2,1,1,1,1,2.619047619,4,5,4,4,4,3,4,3,3,2,3,3,4,3,4,3,3,3,3,1,1,1,1,1,1,2.84,4,3,1,3,1,3,3,3,1,1,34,5,6,6,5.666666667
59830001,598300,1,1,1,13,1,3,1,54,5,2,9,1,1,2,1,5,5,1,6,6,6,6,4,4,4,4,4,4,4,5,5,4,5,4,4,4,3,4,3,3,4,4,4,3,1,1,1,1,3.380952381,4,5,5,5,4,4,4,3,4,4,3,4,4,3,4,5,4,4,3,1,1,1,1,1,1,3.28,3,4,1,3,1,4,3,3,1,1,35,6,6,6,6
59830002,598300,2,1,1,13,1,3,2,49,4,2,1,2, ,2,1,4,6,1,8,9,9,6,2,1,1,4,2,4,4,3,4,3,2,3,4,1,2,3,3,4,4,4,3,3,1,1,1,1,2.761904762,5,5,4,4,4,4,3,4,3,3,2,3,3,3,4,4,4,4,3,1,1,1,1,1,1,3,3,4,1,3,1,3,3,3,1,1,34,5,6,6,5.666666667
59840001,598400,1,1,1,13,1,2,1,55,5,2,7,1,1,2,1,4,6,1,7,4,7,4,3,6,3,6,4.5,4,4,4,3,4,4,4,3,2,3,4,3,4,4,3,3,1,1,1,1,1,2.904761905,4,3,4,4,4,3,3,4,2,4,3,3,4,4,3,4,4,4,3,1,1,1,1,1,1,2.92,3,4,1,4,1,3,3,3,1,1,35,6,6,6,6
59840002,598400,2,1,1,13,1,2,2,55,4,2,1,2, ,2,1,4,6,1,8,9,9,9,2,1,1,1,1.25,4,4,3,4,4,3,2,3,2,4,3,3,4,4,3,3,2,1,1,1,1,2.80952381,4,4,4,3,3,4,4,3,4,4,2,3,3,3,4,4,3,4,3,1,1,1,1,1,1,2.88,4,3,1,3,1,3,3,3,1,1,34,6,5,6,5.666666667
59850001,598500,1,1,1,13,1,3,1,55,5,2,7,1,1,2,1,4,6,1,8,9,9,9,2,1,1,1,1.25,4,3,4,4,3,3,3,2,2,3,3,3,4,4,3,3,3,1,1,1,1,2.761904762,5,5,4,4,4,4,3,3,3,4,2,3,4,3,4,4,3,3,4,1,1,1,1,1,1,3,4,3,1,4,1,4,3,3,1,1,36,5,6,6,5.666666667
59850002,598500,2,1,1,13,1,3,2,53,4,2,1,2, ,2,1,5,5,1,7,9,9,6,3,1,1,4,2.25,3,4,4,3,3,4,2,3,3,2,3,3,4,4,3,3,1,1,1,1,1,2.666666667,4,5,4,4,3,4,3,3,2,3,3,2,3,3,4,4,3,3,3,1,1,1,1,1,1,2.76,1,1,1,2,1,2,1,1,1,1,27,6,5,6,5.666666667
59850004,598500,4,1,1,13,1,3,2,22,5,1,1,2, ,2,1,4,6,1,6,6,6,6,4,4,4,4,4,4,5,4,3,4,4,3,4,4,4,3,3,4,3,4,3,3,1,1,1,1,3.142857143,4,5,5,4,4,3,4,4,3,3,3,4,3,4,5,4,4,4,2,1,1,1,1,1,1,3.12,3,4,3,3,3,2,3,1,3,3,27,5,6,6,5.666666667
59870001,598700,1,1,1,13,1,3,1,52,4,2,7,1,1,2,1,4,6,1,8,9,9,6,2,1,1,4,2,4,4,3,4,4,3,4,3,2,5,4,4,4,4,3,1,1,1,1,1,1,2.904761905,4,3,4,4,3,3,2,3,2,4,4,3,4,3,4,4,4,3,3,1,1,1,1,1,1,2.8,3,4,1,3,1,3,3,3,1,1,34,6,6,6,6
59870002,598700,2,1,1,13,1,3,2,50,4,2,1,2, ,2,1,4,6,1,8,9,9,6,2,1,1,4,2,4,4,3,4,3,3,3,4,3,2,4,3,4,4,4,3,1,1,1,1,1,2.857142857,4,5,4,4,4,3,3,2,2,2,1,3,3,3,4,4,4,4,2,1,1,1,1,1,1,2.68,3,4,1,3,1,3,3,3,1,1,34,6,5,6,5.666666667
59870004,598700,4,1,1,13,1,3,1,20,5,1,1,2, ,2,1,3,7,1,6,6,6,6,4,4,4,4,4,4,5,4,3,3,3,4,3,4,4,4,4,3,4,3,4,4,1,1,1,1,3.19047619,4,5,5,4,4,4,3,3,4,4,4,4,4,3,4,4,4,3,4,3,1,1,1,1,1,3.28,4,3,1,3,1,3,3,3,1,1,34,6,5,6,5.666666667
59880001,598800,1,1,1,13,1,3,1,55,5,2,7,1,1,2,1,4,6,1,8,9,9,7,2,1,1,3,1.75,3,4,4,3,4,4,4,3,4,4,4,4,3,3,3,3,1,1,1,1,1,2.952380952,4,3,4,4,4,4,3,4,3,4,4,3,4,4,4,3,3,4,4,1,1,1,1,1,1,3.04,3,3,1,3,1,3,3,3,1,1,33,6,6,6,6
59880002,598800,2,1,1,13,1,3,2,53,4,2,1,2, ,2,1,4,6,1,6,6,6,6,4,4,4,4,4,3,4,5,4,3,3,4,3,3,4,3,3,4,4,4,3,1,1,1,1,1,2.952380952,4,5,5,4,4,4,4,4,3,4,4,4,4,3,4,4,4,4,1,1,1,1,1,1,1,3.16,3,4,3,3,3,3,4,3,3,3,27,5,6,6,5.666666667
59880004,598800,4,1,1,13,1,3,1,22,5,1,1,2, ,2,1,3,7,1,6,6,6,6,4,4,4,4,4,4,4,5,4,3,4,4,3,4,4,4,4,3,3,4,3,1,1,1,1,1,3.095238095,5,5,5,5,4,4,5,4,4,4,4,3,4,3,4,4,4,3,4,4,1,1,1,1,1,3.48,4,3,1,3,1,3,3,3,1,1,34,6,7,6,6.333333333
59890001,598900,1,1,1,13,1,2,1,65,4,2,7,1,1,2,1,4,6,2, , , , ,0,0,0,0,0,4,3,4,4,3,2,2,2,3,3,1,1,3,3,3,3,1,1,1,1,1,2.333333333,4,4,4,5,4,4,3,1,1,1,3,3,1,1,4,3,3,3,1,1,1,1,1,1,1,2.36,3,2,1,4,1,4,3,3,1,1,34,6,5,5,5.333333333
