,CustomerID,InvoiceNo,InvoiceDate,Quantity,UnitPrice,Country,TotalSales
5650,12649,564337,2011-08-24 14:40,1,18.0,Germany,18.0
5651,12649,564338,2011-08-24 14:41,6,2.55,Germany,15.299999999999999
5652,12471,564360,2011-08-24 16:13,12,0.83,Germany,9.959999999999999
5653,12471,564360,2011-08-24 16:13,12,2.08,Germany,24.96
5654,12471,564360,2011-08-24 16:13,12,2.89,Germany,34.68
5655,12471,564360,2011-08-24 16:13,16,0.83,Germany,13.28
5656,12471,564360,2011-08-24 16:13,16,0.83,Germany,13.28
5657,12471,564360,2011-08-24 16:13,16,0.83,Germany,13.28
5658,12471,564360,2011-08-24 16:13,16,1.65,Germany,26.4
5659,12471,564360,2011-08-24 16:13,48,0.42,Germany,20.16
5660,12471,564360,2011-08-24 16:13,96,0.85,Germany,81.6
5662,12471,564360,2011-08-24 16:13,6,4.15,Germany,24.900000000000002
5663,12471,564360,2011-08-24 16:13,6,2.89,Germany,17.34
5664,12471,564360,2011-08-24 16:13,12,1.45,Germany,17.4
5665,12471,564360,2011-08-24 16:13,12,1.45,Germany,17.4
5666,12471,564360,2011-08-24 16:13,6,2.08,Germany,12.48
5667,12471,564360,2011-08-24 16:13,12,1.25,Germany,15.0
5668,12471,564360,2011-08-24 16:13,12,1.65,Germany,19.799999999999997
5669,12471,564360,2011-08-24 16:13,12,1.65,Germany,19.799999999999997
5670,12471,564360,2011-08-24 16:13,12,1.95,Germany,23.4
5671,12471,564360,2011-08-24 16:13,24,0.55,Germany,13.200000000000001
5672,12471,564360,2011-08-24 16:13,24,0.55,Germany,13.200000000000001
5673,12471,564360,2011-08-24 16:13,6,4.15,Germany,24.900000000000002
5674,12471,564360,2011-08-24 16:13,3,18.0,Germany,54.0
5675,12712,564367,2011-08-25 9:18,9,5.95,Germany,53.550000000000004
5676,12712,564367,2011-08-25 9:18,9,5.95,Germany,53.550000000000004
5677,12712,564367,2011-08-25 9:18,3,5.95,Germany,17.85
5678,12712,564367,2011-08-25 9:18,6,2.95,Germany,17.700000000000003
5679,12712,564367,2011-08-25 9:18,3,4.95,Germany,14.850000000000001
5680,12712,564367,2011-08-25 9:18,36,0.65,Germany,23.400000000000002
5681,12712,564367,2011-08-25 9:18,20,0.42,Germany,8.4
5682,12712,564367,2011-08-25 9:18,20,0.85,Germany,17.0
5683,12712,564367,2011-08-25 9:18,3,5.95,Germany,17.85
5685,12500,564475,2011-08-25 12:50,72,1.25,Germany,90.0
5686,12500,564475,2011-08-25 12:50,72,1.25,Germany,90.0
5687,12500,564475,2011-08-25 12:50,72,1.25,Germany,90.0
5688,12500,564475,2011-08-25 12:50,72,1.25,Germany,90.0
5690,13812,564638,2011-08-26 12:54,12,1.65,Germany,19.799999999999997
5691,13812,564638,2011-08-26 12:54,3,4.95,Germany,14.850000000000001
5692,13812,564638,2011-08-26 12:54,10,1.65,Germany,16.5
5693,13812,564638,2011-08-26 12:54,8,0.85,Germany,6.8
5694,13812,564638,2011-08-26 12:54,6,2.95,Germany,17.700000000000003
5695,13812,564638,2011-08-26 12:54,10,1.25,Germany,12.5
5696,13812,564638,2011-08-26 12:54,3,5.95,Germany,17.85
5697,13812,564638,2011-08-26 12:54,6,2.95,Germany,17.700000000000003
5698,13812,564638,2011-08-26 12:54,12,1.25,Germany,15.0
5699,13812,564638,2011-08-26 12:54,6,2.95,Germany,17.700000000000003
5700,13812,564638,2011-08-26 12:54,10,1.65,Germany,16.5
5701,13812,564638,2011-08-26 12:54,8,0.83,Germany,6.64
5702,13812,564638,2011-08-26 12:54,24,0.55,Germany,13.200000000000001
5703,13812,564638,2011-08-26 12:54,6,2.89,Germany,17.34
5704,13812,564638,2011-08-26 12:54,8,0.85,Germany,6.8
5705,13812,564638,2011-08-26 12:54,24,0.29,Germany,6.959999999999999
5706,13812,564638,2011-08-26 12:54,12,0.85,Germany,10.2
5707,13812,564638,2011-08-26 12:54,12,0.85,Germany,10.2
5708,13812,564638,2011-08-26 12:54,10,1.65,Germany,16.5
5709,13812,564638,2011-08-26 12:54,1,18.0,Germany,18.0
5710,12492,564666,2011-08-26 14:51,6,2.25,Germany,13.5
5711,12492,564666,2011-08-26 14:51,25,0.42,Germany,10.5
5712,12492,564666,2011-08-26 14:51,12,0.42,Germany,5.04
5713,12492,564666,2011-08-26 14:51,6,2.55,Germany,15.299999999999999
5714,12492,564666,2011-08-26 14:51,6,2.95,Germany,17.700000000000003
5715,12492,564666,2011-08-26 14:51,6,2.95,Germany,17.700000000000003
5716,12492,564666,2011-08-26 14:51,3,4.95,Germany,14.850000000000001
5717,12492,564666,2011-08-26 14:51,4,3.45,Germany,13.8
5718,12492,564666,2011-08-26 14:51,1,18.0,Germany,18.0
5719,12708,564749,2011-08-30 8:15,2,9.95,Germany,19.9
5720,12708,564749,2011-08-30 8:15,6,2.08,Germany,12.48
5721,12708,564749,2011-08-30 8:15,6,2.1,Germany,12.600000000000001
5722,12708,564749,2011-08-30 8:15,2,4.95,Germany,9.9
5723,12708,564749,2011-08-30 8:15,12,0.85,Germany,10.2
5724,12708,564749,2011-08-30 8:15,2,15.95,Germany,31.9
5725,12708,564749,2011-08-30 8:15,2,8.5,Germany,17.0
5726,12708,564749,2011-08-30 8:15,4,3.75,Germany,15.0
5727,12708,564749,2011-08-30 8:15,4,3.75,Germany,15.0
5728,12708,564749,2011-08-30 8:15,4,3.95,Germany,15.8
5729,12708,564749,2011-08-30 8:15,12,2.95,Germany,35.400000000000006
5730,12708,564749,2011-08-30 8:15,12,2.95,Germany,35.400000000000006
5731,12708,564749,2011-08-30 8:15,1,12.75,Germany,12.75
5732,12708,564749,2011-08-30 8:15,1,12.75,Germany,12.75
5733,12708,564749,2011-08-30 8:15,1,12.75,Germany,12.75
5734,12708,564749,2011-08-30 8:15,2,18.0,Germany,36.0
5735,12708,564749,2011-08-30 8:15,12,1.65,Germany,19.799999999999997
5736,12708,564749,2011-08-30 8:15,12,1.65,Germany,19.799999999999997
5737,12708,564749,2011-08-30 8:15,12,1.65,Germany,19.799999999999997
5738,12708,564749,2011-08-30 8:15,12,1.65,Germany,19.799999999999997
5739,12708,564749,2011-08-30 8:15,12,1.65,Germany,19.799999999999997
5740,12477,564856,2011-08-31 9:11,4,4.95,Germany,19.8
5741,12477,564856,2011-08-31 9:11,8,0.85,Germany,6.8
5742,12477,564856,2011-08-31 9:11,8,0.85,Germany,6.8
5743,12477,564856,2011-08-31 9:11,10,1.25,Germany,12.5
5744,12477,564856,2011-08-31 9:11,10,2.08,Germany,20.8
5745,12477,564856,2011-08-31 9:11,5,2.1,Germany,10.5
5746,12477,564856,2011-08-31 9:11,8,1.95,Germany,15.6
5747,12477,564856,2011-08-31 9:11,10,7.95,Germany,79.5
5748,12477,564856,2011-08-31 9:11,4,4.95,Germany,19.8
5749,12477,564856,2011-08-31 9:11,6,4.95,Germany,29.700000000000003
5750,12477,564856,2011-08-31 9:11,18,2.95,Germany,53.1
5751,12477,564856,2011-08-31 9:11,12,7.25,Germany,87.0
5752,12477,564856,2011-08-31 9:11,24,1.25,Germany,30.0
5753,12477,564856,2011-08-31 9:11,60,2.55,Germany,153.0
5754,12477,564856,2011-08-31 9:11,4,5.75,Germany,23.0
5755,12477,564856,2011-08-31 9:11,4,5.95,Germany,23.8
5756,12477,564856,2011-08-31 9:11,10,8.95,Germany,89.5
5757,12477,564856,2011-08-31 9:11,32,2.55,Germany,81.6
5758,12477,564856,2011-08-31 9:11,10,6.75,Germany,67.5
5759,12477,564856,2011-08-31 9:11,10,6.75,Germany,67.5
5760,12477,564856,2011-08-31 9:11,20,6.75,Germany,135.0
5761,12477,564856,2011-08-31 9:11,6,7.95,Germany,47.7
5762,12477,564856,2011-08-31 9:11,4,7.95,Germany,31.8
5763,12477,564856,2011-08-31 9:11,4,7.95,Germany,31.8
5764,12477,564856,2011-08-31 9:11,8,7.95,Germany,63.6
5765,12477,564856,2011-08-31 9:11,8,2.89,Germany,23.12
5766,12477,564856,2011-08-31 9:11,6,1.95,Germany,11.7
5767,12477,564856,2011-08-31 9:11,12,5.95,Germany,71.4
5768,12477,564856,2011-08-31 9:11,4,3.75,Germany,15.0
5769,12477,564856,2011-08-31 9:11,12,1.25,Germany,15.0
5770,12477,564856,2011-08-31 9:11,12,1.25,Germany,15.0
5771,12477,564856,2011-08-31 9:11,3,4.95,Germany,14.850000000000001
5772,12477,564856,2011-08-31 9:11,6,2.95,Germany,17.700000000000003
5773,12477,564856,2011-08-31 9:11,18,2.95,Germany,53.1
5774,12477,564856,2011-08-31 9:11,2,8.5,Germany,17.0
5775,12477,564856,2011-08-31 9:11,18,2.1,Germany,37.800000000000004
5776,12477,564856,2011-08-31 9:11,8,3.29,Germany,26.32
5777,12477,564856,2011-08-31 9:11,32,3.75,Germany,120.0
5778,12477,564856,2011-08-31 9:11,12,1.65,Germany,19.799999999999997
5779,12477,564856,2011-08-31 9:11,6,2.55,Germany,15.299999999999999
5780,12477,564856,2011-08-31 9:11,12,1.65,Germany,19.799999999999997
5781,12477,564856,2011-08-31 9:11,6,2.95,Germany,17.700000000000003
5782,12477,564856,2011-08-31 9:11,8,4.95,Germany,39.6
5783,12477,564856,2011-08-31 9:11,8,4.25,Germany,34.0
5784,12477,564856,2011-08-31 9:11,4,4.25,Germany,17.0
5785,12477,564856,2011-08-31 9:11,4,4.25,Germany,17.0
5786,12477,564856,2011-08-31 9:11,12,1.65,Germany,19.799999999999997
5787,12477,564856,2011-08-31 9:11,10,1.45,Germany,14.5
5788,12477,564856,2011-08-31 9:11,3,16.95,Germany,50.849999999999994
5789,12477,564856,2011-08-31 9:11,5,2.1,Germany,10.5
5790,12477,564856,2011-08-31 9:11,12,2.55,Germany,30.599999999999998
5791,12477,564856,2011-08-31 9:11,3,12.5,Germany,37.5
5792,12477,564856,2011-08-31 9:11,10,8.5,Germany,85.0
5793,12477,564856,2011-08-31 9:11,6,2.1,Germany,12.600000000000001
5794,12477,564856,2011-08-31 9:11,3,9.95,Germany,29.849999999999998
5795,12477,564856,2011-08-31 9:11,4,7.95,Germany,31.8
5796,12477,564856,2011-08-31 9:11,48,3.45,Germany,165.60000000000002
5797,12477,564856,2011-08-31 9:11,12,0.65,Germany,7.800000000000001
5798,12477,564856,2011-08-31 9:11,12,0.85,Germany,10.2
5799,12477,564856,2011-08-31 9:11,12,0.85,Germany,10.2
5800,12477,564856,2011-08-31 9:11,18,3.75,Germany,67.5
5801,12477,564856,2011-08-31 9:11,18,3.75,Germany,67.5
5802,12477,564856,2011-08-31 9:11,18,4.25,Germany,76.5
5803,12477,564856,2011-08-31 9:11,24,10.95,Germany,262.79999999999995
5804,12477,564856,2011-08-31 9:11,5,12.75,Germany,63.75
5805,12477,564856,2011-08-31 9:11,24,10.95,Germany,262.79999999999995
5806,12477,564856,2011-08-31 9:11,24,10.95,Germany,262.79999999999995
5807,12477,564856,2011-08-31 9:11,16,1.25,Germany,20.0
5808,12477,564856,2011-08-31 9:11,6,2.55,Germany,15.299999999999999
5809,12477,564856,2011-08-31 9:11,10,9.95,Germany,99.5
5810,12477,564856,2011-08-31 9:11,12,4.15,Germany,49.800000000000004
5811,12477,564856,2011-08-31 9:11,36,0.85,Germany,30.599999999999998
5812,12477,564856,2011-08-31 9:11,12,0.85,Germany,10.2
5813,12477,564856,2011-08-31 9:11,12,2.08,Germany,24.96
5814,12477,564856,2011-08-31 9:11,12,0.83,Germany,9.959999999999999
5815,12477,564856,2011-08-31 9:11,12,2.08,Germany,24.96
5816,12477,564856,2011-08-31 9:11,12,2.08,Germany,24.96
5817,12477,564856,2011-08-31 9:11,12,2.08,Germany,24.96
5818,12477,564856,2011-08-31 9:11,36,2.1,Germany,75.60000000000001
5819,12477,564856,2011-08-31 9:11,12,2.55,Germany,30.599999999999998
5820,12477,564856,2011-08-31 9:11,4,4.95,Germany,19.8
5821,12477,564856,2011-08-31 9:11,12,4.95,Germany,59.400000000000006
5822,12477,564856,2011-08-31 9:11,12,2.89,Germany,34.68
5823,12477,564856,2011-08-31 9:11,6,1.95,Germany,11.7
5824,12477,564856,2011-08-31 9:11,6,2.89,Germany,17.34
5825,12477,564856,2011-08-31 9:11,6,4.15,Germany,24.900000000000002
5826,12477,564856,2011-08-31 9:11,10,3.75,Germany,37.5
5827,12477,564856,2011-08-31 9:11,4,3.75,Germany,15.0
5828,12477,564856,2011-08-31 9:11,96,1.65,Germany,158.39999999999998
5829,12477,564856,2011-08-31 9:11,12,2.55,Germany,30.599999999999998
5836,12621,564972,2011-08-31 15:30,6,2.89,Germany,17.34
5837,12621,564972,2011-08-31 15:30,4,4.95,Germany,19.8
5838,12621,564972,2011-08-31 15:30,6,2.49,Germany,14.940000000000001
5839,12621,564972,2011-08-31 15:30,6,2.49,Germany,14.940000000000001
5840,12621,564972,2011-08-31 15:30,12,2.89,Germany,34.68
5841,12621,564972,2011-08-31 15:30,10,2.08,Germany,20.8
5842,12621,564972,2011-08-31 15:30,12,0.83,Germany,9.959999999999999
5843,12621,564972,2011-08-31 15:30,12,0.83,Germany,9.959999999999999
5844,12621,564972,2011-08-31 15:30,10,0.82,Germany,8.2
5845,12621,564972,2011-08-31 15:30,10,0.82,Germany,8.2
5846,12621,564972,2011-08-31 15:30,12,1.25,Germany,15.0
5847,12621,564972,2011-08-31 15:30,10,0.82,Germany,8.2
5848,12621,564972,2011-08-31 15:30,12,0.83,Germany,9.959999999999999
5849,12621,564972,2011-08-31 15:30,12,1.25,Germany,15.0
5850,12621,564972,2011-08-31 15:30,12,1.25,Germany,15.0
5851,12621,564972,2011-08-31 15:30,24,0.29,Germany,6.959999999999999
5852,12621,564972,2011-08-31 15:30,24,0.55,Germany,13.200000000000001
5853,12621,564972,2011-08-31 15:30,16,10.95,Germany,175.2
5854,12621,564972,2011-08-31 15:30,10,2.08,Germany,20.8
5855,12621,564972,2011-08-31 15:30,10,2.08,Germany,20.8
5856,12621,564972,2011-08-31 15:30,10,2.08,Germany,20.8
5857,12621,564972,2011-08-31 15:30,10,2.08,Germany,20.8
5858,12621,564972,2011-08-31 15:30,3,5.95,Germany,17.85
5859,12621,564972,2011-08-31 15:30,10,8.5,Germany,85.0
5860,12621,564972,2011-08-31 15:30,12,1.95,Germany,23.4
5861,12621,564972,2011-08-31 15:30,10,1.65,Germany,16.5
5862,12621,564972,2011-08-31 15:30,12,1.65,Germany,19.799999999999997
5863,12621,564972,2011-08-31 15:30,12,1.25,Germany,15.0
5864,12621,564972,2011-08-31 15:30,12,1.25,Germany,15.0
5865,12621,564972,2011-08-31 15:30,4,4.95,Germany,19.8
5866,12621,564972,2011-08-31 15:30,4,4.15,Germany,16.6
5867,12621,564972,2011-08-31 15:30,12,1.65,Germany,19.799999999999997
5868,12621,564972,2011-08-31 15:30,12,1.65,Germany,19.799999999999997
5869,12621,564972,2011-08-31 15:30,12,1.65,Germany,19.799999999999997
5870,12621,564972,2011-08-31 15:30,6,2.95,Germany,17.700000000000003
5873,12621,564972,2011-08-31 15:30,12,1.25,Germany,15.0
5874,12621,564972,2011-08-31 15:30,2,9.95,Germany,19.9
5875,12621,564972,2011-08-31 15:30,24,1.79,Germany,42.96
5876,12621,564972,2011-08-31 15:30,6,2.95,Germany,17.700000000000003
5877,12621,564972,2011-08-31 15:30,6,2.95,Germany,17.700000000000003
5878,12621,564972,2011-08-31 15:30,16,1.25,Germany,20.0
5879,12621,564972,2011-08-31 15:30,3,4.95,Germany,14.850000000000001
5880,12621,564972,2011-08-31 15:30,6,2.55,Germany,15.299999999999999
5881,12621,564972,2011-08-31 15:30,4,3.45,Germany,13.8
5882,12621,564972,2011-08-31 15:30,6,2.95,Germany,17.700000000000003
5883,12621,564972,2011-08-31 15:30,6,2.89,Germany,17.34
5884,12621,564972,2011-08-31 15:30,12,1.45,Germany,17.4
5885,12621,564972,2011-08-31 15:30,6,18.0,Germany,108.0
5889,12474,565261,2011-09-02 10:53,4,4.15,Germany,16.6
5890,12474,565261,2011-09-02 10:53,4,4.15,Germany,16.6
5891,12474,565261,2011-09-02 10:53,4,4.15,Germany,16.6
5892,12474,565261,2011-09-02 10:53,4,4.15,Germany,16.6
5893,12474,565261,2011-09-02 10:53,12,0.39,Germany,4.68
5894,12474,565261,2011-09-02 10:53,12,1.65,Germany,19.799999999999997
5895,12474,565261,2011-09-02 10:53,4,3.75,Germany,15.0
5896,12474,565261,2011-09-02 10:53,12,2.55,Germany,30.599999999999998
5897,12474,565261,2011-09-02 10:53,12,0.85,Germany,10.2
5898,12474,565261,2011-09-02 10:53,24,0.55,Germany,13.200000000000001
5899,12474,565261,2011-09-02 10:53,48,0.19,Germany,9.120000000000001
5900,12474,565261,2011-09-02 10:53,12,2.55,Germany,30.599999999999998
5901,12474,565261,2011-09-02 10:53,8,0.83,Germany,6.64
5902,12474,565261,2011-09-02 10:53,6,2.55,Germany,15.299999999999999
5903,12474,565261,2011-09-02 10:53,12,1.25,Germany,15.0
5904,12474,565261,2011-09-02 10:53,12,0.85,Germany,10.2
5905,12474,565261,2011-09-02 10:53,24,0.85,Germany,20.4
5906,12474,565261,2011-09-02 10:53,12,0.42,Germany,5.04
5907,12474,565261,2011-09-02 10:53,10,1.65,Germany,16.5
5908,12474,565261,2011-09-02 10:53,12,2.95,Germany,35.400000000000006
5909,12474,565261,2011-09-02 10:53,2,18.0,Germany,36.0
5910,12474,565261,2011-09-02 10:53,24,1.25,Germany,30.0
5911,12474,565261,2011-09-02 10:53,8,1.65,Germany,13.2
5913,12474,565261,2011-09-02 10:53,8,1.65,Germany,13.2
5914,12474,565261,2011-09-02 10:53,12,3.25,Germany,39.0
5922,12710,565416,2011-09-04 12:00,8,1.25,Germany,10.0
5923,12710,565416,2011-09-04 12:00,8,1.25,Germany,10.0
5924,12710,565416,2011-09-04 12:00,8,1.25,Germany,10.0
5925,12710,565416,2011-09-04 12:00,8,1.25,Germany,10.0
5926,12710,565416,2011-09-04 12:00,12,0.42,Germany,5.04
5927,12710,565416,2011-09-04 12:00,12,0.42,Germany,5.04
5928,12710,565416,2011-09-04 12:00,12,0.42,Germany,5.04
5929,12710,565416,2011-09-04 12:00,12,0.42,Germany,5.04
5930,12710,565416,2011-09-04 12:00,3,5.45,Germany,16.35
5931,12710,565416,2011-09-04 12:00,3,5.45,Germany,16.35
5932,12710,565416,2011-09-04 12:00,6,2.95,Germany,17.700000000000003
5933,12710,565416,2011-09-04 12:00,6,2.95,Germany,17.700000000000003
5934,12710,565416,2011-09-04 12:00,12,0.65,Germany,7.800000000000001
5935,12710,565416,2011-09-04 12:00,12,0.65,Germany,7.800000000000001
5936,12710,565416,2011-09-04 12:00,12,0.85,Germany,10.2
5937,12710,565416,2011-09-04 12:00,24,0.85,Germany,20.4
5938,12710,565416,2011-09-04 12:00,12,0.85,Germany,10.2
5939,12710,565416,2011-09-04 12:00,24,0.85,Germany,20.4
5940,12710,565416,2011-09-04 12:00,24,0.29,Germany,6.959999999999999
5941,12710,565416,2011-09-04 12:00,24,0.29,Germany,6.959999999999999
5942,12710,565416,2011-09-04 12:00,24,0.29,Germany,6.959999999999999
5943,12710,565416,2011-09-04 12:00,24,0.29,Germany,6.959999999999999
5944,12710,565416,2011-09-04 12:00,24,0.29,Germany,6.959999999999999
5945,12710,565416,2011-09-04 12:00,4,8.25,Germany,33.0
5946,12710,565416,2011-09-04 12:00,12,0.85,Germany,10.2
5947,12710,565416,2011-09-04 12:00,24,0.55,Germany,13.200000000000001
5948,12710,565416,2011-09-04 12:00,24,0.55,Germany,13.200000000000001
5949,12710,565416,2011-09-04 12:00,24,0.55,Germany,13.200000000000001
5950,12710,565416,2011-09-04 12:00,2,18.0,Germany,36.0
5951,12569,565423,2011-09-04 12:23,6,2.25,Germany,13.5
5952,12569,565423,2011-09-04 12:23,8,1.65,Germany,13.2
5953,12569,565423,2011-09-04 12:23,6,2.95,Germany,17.700000000000003
5954,12569,565423,2011-09-04 12:23,6,3.25,Germany,19.5
5955,12569,565423,2011-09-04 12:23,12,0.83,Germany,9.959999999999999
5958,14335,565430,2011-09-04 13:07,3,2.1,Germany,6.300000000000001
5959,14335,565430,2011-09-04 13:07,3,0.65,Germany,1.9500000000000002
5960,14335,565430,2011-09-04 13:07,8,2.55,Germany,20.4
5961,14335,565430,2011-09-04 13:07,2,1.25,Germany,2.5
5962,14335,565430,2011-09-04 13:07,2,1.45,Germany,2.9
5963,14335,565430,2011-09-04 13:07,5,3.25,Germany,16.25
5964,14335,565430,2011-09-04 13:07,25,0.42,Germany,10.5
5965,14335,565430,2011-09-04 13:07,25,0.42,Germany,10.5
5966,14335,565430,2011-09-04 13:07,25,0.42,Germany,10.5
5967,14335,565430,2011-09-04 13:07,25,0.42,Germany,10.5
5968,14335,565430,2011-09-04 13:07,25,0.42,Germany,10.5
5969,14335,565430,2011-09-04 13:07,25,0.42,Germany,10.5
5970,14335,565430,2011-09-04 13:07,2,2.55,Germany,5.1
5971,14335,565430,2011-09-04 13:07,6,1.25,Germany,7.5
5972,14335,565430,2011-09-04 13:07,4,0.42,Germany,1.68
5973,14335,565430,2011-09-04 13:07,5,0.42,Germany,2.1
5974,14335,565430,2011-09-04 13:07,12,0.42,Germany,5.04
5975,14335,565430,2011-09-04 13:07,4,4.25,Germany,17.0
5976,14335,565430,2011-09-04 13:07,3,4.25,Germany,12.75
5977,14335,565430,2011-09-04 13:07,1,4.25,Germany,4.25
5978,14335,565430,2011-09-04 13:07,1,4.25,Germany,4.25
5979,14335,565430,2011-09-04 13:07,3,2.95,Germany,8.850000000000001
5980,14335,565430,2011-09-04 13:07,1,4.95,Germany,4.95
5981,14335,565430,2011-09-04 13:07,48,0.42,Germany,20.16
5982,14335,565430,2011-09-04 13:07,12,1.65,Germany,19.799999999999997
5983,14335,565430,2011-09-04 13:07,1,0.85,Germany,0.85
5984,14335,565430,2011-09-04 13:07,2,1.45,Germany,2.9
5985,14335,565430,2011-09-04 13:07,2,1.45,Germany,2.9
5986,14335,565430,2011-09-04 13:07,1,8.5,Germany,8.5
5987,14335,565430,2011-09-04 13:07,2,4.25,Germany,8.5
5988,14335,565430,2011-09-04 13:07,2,3.75,Germany,7.5
5989,14335,565430,2011-09-04 13:07,5,1.65,Germany,8.25
5990,14335,565430,2011-09-04 13:07,10,0.85,Germany,8.5
5991,14335,565430,2011-09-04 13:07,2,8.5,Germany,17.0
5992,14335,565430,2011-09-04 13:07,2,3.75,Germany,7.5
5993,14335,565430,2011-09-04 13:07,2,3.75,Germany,7.5
5994,14335,565430,2011-09-04 13:07,2,3.75,Germany,7.5
5995,14335,565430,2011-09-04 13:07,2,3.75,Germany,7.5
5996,14335,565430,2011-09-04 13:07,6,2.55,Germany,15.299999999999999
5997,14335,565430,2011-09-04 13:07,6,2.55,Germany,15.299999999999999
5998,14335,565430,2011-09-04 13:07,8,0.39,Germany,3.12
5999,14335,565430,2011-09-04 13:07,10,0.39,Germany,3.9000000000000004
6000,12709,565440,2011-09-04 14:06,24,1.25,Germany,30.0
6001,12709,565440,2011-09-04 14:06,12,4.95,Germany,59.400000000000006
6002,12709,565440,2011-09-04 14:06,12,3.75,Germany,45.0
6003,12709,565440,2011-09-04 14:06,24,1.45,Germany,34.8
6004,12709,565440,2011-09-04 14:06,48,0.55,Germany,26.400000000000002
6005,12709,565440,2011-09-04 14:06,12,1.45,Germany,17.4
6006,12709,565440,2011-09-04 14:06,3,4.95,Germany,14.850000000000001
6007,12709,565440,2011-09-04 14:06,4,3.75,Germany,15.0
6008,12709,565440,2011-09-04 14:06,4,3.75,Germany,15.0
6009,12709,565440,2011-09-04 14:06,4,3.75,Germany,15.0
6010,12709,565440,2011-09-04 14:06,4,3.75,Germany,15.0
6011,12709,565440,2011-09-04 14:06,4,3.75,Germany,15.0
6012,12709,565440,2011-09-04 14:06,8,4.95,Germany,39.6
6013,12709,565440,2011-09-04 14:06,10,8.5,Germany,85.0
6014,12709,565440,2011-09-04 14:06,12,3.25,Germany,39.0
6015,12709,565440,2011-09-04 14:06,21,5.45,Germany,114.45
6016,12709,565440,2011-09-04 14:06,21,5.45,Germany,114.45
6017,12709,565440,2011-09-04 14:06,15,3.75,Germany,56.25
6018,12709,565440,2011-09-04 14:06,24,0.42,Germany,10.08
6019,12627,565442,2011-09-04 14:09,12,1.95,Germany,23.4
6020,12627,565442,2011-09-04 14:09,24,1.65,Germany,39.599999999999994
6021,12627,565442,2011-09-04 14:09,8,4.15,Germany,33.2
6022,12627,565442,2011-09-04 14:09,30,1.65,Germany,49.5
6023,12627,565442,2011-09-04 14:09,16,1.25,Germany,20.0
6024,12627,565442,2011-09-04 14:09,30,1.65,Germany,49.5
6025,12627,565442,2011-09-04 14:09,18,2.95,Germany,53.1
6026,12627,565442,2011-09-04 14:09,24,1.65,Germany,39.599999999999994
6027,12627,565442,2011-09-04 14:09,48,0.29,Germany,13.919999999999998
6028,12627,565442,2011-09-04 14:09,12,0.85,Germany,10.2
6029,12627,565442,2011-09-04 14:09,6,2.95,Germany,17.700000000000003
6030,12627,565442,2011-09-04 14:09,8,1.95,Germany,15.6
6031,12627,565442,2011-09-04 14:09,2,10.95,Germany,21.9
6032,12627,565442,2011-09-04 14:09,12,1.25,Germany,15.0
6033,12627,565442,2011-09-04 14:09,12,1.25,Germany,15.0
6034,12627,565442,2011-09-04 14:09,12,1.25,Germany,15.0
6035,12627,565442,2011-09-04 14:09,24,0.29,Germany,6.959999999999999
6036,12627,565442,2011-09-04 14:09,12,1.65,Germany,19.799999999999997
6037,12627,565442,2011-09-04 14:09,8,4.15,Germany,33.2
6038,12627,565442,2011-09-04 14:09,12,1.25,Germany,15.0
6039,12627,565442,2011-09-04 14:09,12,1.95,Germany,23.4
6040,12627,565442,2011-09-04 14:09,4,4.25,Germany,17.0
6041,12627,565442,2011-09-04 14:09,10,0.85,Germany,8.5
6042,12627,565442,2011-09-04 14:09,10,1.65,Germany,16.5
6043,12627,565442,2011-09-04 14:09,8,4.15,Germany,33.2
6044,12627,565442,2011-09-04 14:09,6,2.55,Germany,15.299999999999999
6045,12627,565442,2011-09-04 14:09,12,1.45,Germany,17.4
6046,12627,565442,2011-09-04 14:09,12,2.95,Germany,35.400000000000006
6047,12627,565442,2011-09-04 14:09,6,2.25,Germany,13.5
6048,12627,565442,2011-09-04 14:09,6,2.25,Germany,13.5
6049,12627,565442,2011-09-04 14:09,6,2.08,Germany,12.48
6050,12627,565442,2011-09-04 14:09,8,1.25,Germany,10.0
6051,12627,565442,2011-09-04 14:09,8,1.25,Germany,10.0
6052,12627,565442,2011-09-04 14:09,6,2.95,Germany,17.700000000000003
6053,12627,565442,2011-09-04 14:09,12,0.85,Germany,10.2
6054,12627,565442,2011-09-04 14:09,100,0.04,Germany,4.0
6055,12627,565442,2011-09-04 14:09,3,18.0,Germany,54.0
6060,12720,565759,2011-09-06 13:46,8,0.85,Germany,6.8
6061,12720,565759,2011-09-06 13:46,1,10.95,Germany,10.95
6062,12720,565759,2011-09-06 13:46,2,8.5,Germany,17.0
6063,12720,565759,2011-09-06 13:46,2,8.5,Germany,17.0
6064,12720,565759,2011-09-06 13:46,48,0.39,Germany,18.72
6065,12720,565759,2011-09-06 13:46,2,8.5,Germany,17.0
6066,12720,565759,2011-09-06 13:46,48,0.39,Germany,18.72
6067,12720,565759,2011-09-06 13:46,24,0.39,Germany,9.36
6068,12720,565759,2011-09-06 13:46,6,2.95,Germany,17.700000000000003
6069,12720,565759,2011-09-06 13:46,6,3.25,Germany,19.5
6070,12720,565759,2011-09-06 13:46,10,1.65,Germany,16.5
6071,12720,565759,2011-09-06 13:46,24,0.39,Germany,9.36
6072,12720,565759,2011-09-06 13:46,48,0.39,Germany,18.72
6073,12720,565759,2011-09-06 13:46,25,0.42,Germany,10.5
