면적,층수,연수,구,가격
59.99,11,25,광진구,8.1
59.98,1,19,양천구,8.1
59.27,28,7,금천구,7.5
59.94,7,25,강동구,7.35
59.818,6,14,강북구,7.35
65.46,10,36,영등포,6.95
134.43,3,19,송파구,12.8
121.95,11,10,동대문,15.5
45.55,1,36,도봉구,4.4
59.94,7,6,동대문,9.35
80.28,7,28,노원구,4.9
59.97,8,12,서대문,9
37.67,13,29,강서구,5.48
64.56,11,37,구로구,4.5
117.16,1,19,성북구,8.97
84.659,13,21,노원구,6.55
84.84,10,23,동대문,7.3
84.93,24,3,은평구,10.7
45.9,8,36,노원구,4.05
84.97,15,24,강동구,8.15
84.78,5,21,동대문,8.48
84.96,4,4,관악구,3.3442
59.52,14,25,서초구,15
59.96,3,3,은평구,7.5
68.22,15,28,마포구,9.45
59.39,10,36,노원구,6.4
39.83,10,3,은평구,5.6
59.73,8,25,양천구,5.9
59.5075,4,1,성동구,10
59.581,11,26,도봉구,4.27
115.26,14,31,노원구,11.9
12.43,8,4,중구,1.65
84.75,6,7,영등포,13.75
59.59,4,8,은평구,3.87
84.97,11,29,도봉구,5.25
84.99,8,2,은평구,10.4
18.24,15,11,강북구,1.845
36.2415,19,2,은평구,5
114.63,9,17,강동구,9.8
84.93,11,38,영등포,7.7
59.83,21,25,강서구,8.55
12.995,5,4,강동구,2.24
117.74,7,21,구로구,14.7
142.98,10,27,서대문,8.69
51.82,4,11,송파구,9
84.675,9,28,성동구,7.3
45.29,2,53,용산구,3.5
84.57,2,25,구로구,7.58
84.697,21,10,금천구,8.5
59.6,21,14,강북구,7
101.94,5,10,강남구,17.6
59.97,17,26,성북구,6.4
84.9704,6,6,동작구,15.1
84.97,2,20,금천구,5.5
84.69,9,20,은평구,5.8
34.44,8,32,강서구,5
59.949,1,5,성동구,11
120.006,3,9,서대문,15.45
84.79,22,16,송파구,22
84.98,13,21,도봉구,6.48
14.7145,15,5,성북구,1.1
84.81,8,18,마포구,11.75
37.81,11,27,영등포,3.85
84.7536,14,5,동작구,22.8
58.59,14,32,관악구,6.67
84.99,17,10,관악구,8.47
84.97,4,19,동대문,7.8
87.57,7,36,노원구,7.4
59.64,3,16,송파구,14.4
164.86,16,21,영등포,24.5
59.99,3,3,강남구,24.7
84.972,13,3,서초구,25.3
59.651,8,13,구로구,5.95
68.13,15,26,성북구,6.37
84.885,7,17,송파구,15.5
84.843,16,21,성북구,7.95
59.99,4,7,강북구,7.3
86.61,9,46,서초구,21
84.88,8,16,송파구,21.9
84.98,13,4,서대문,8.5
117.585,10,36,송파구,20.5
84.92,20,20,강북구,6.22
64.12,3,50,관악구,2.8
84.972,6,14,서초구,29.65
59.98,13,3,서초구,22.75
32.39,6,37,노원구,3.875
36.16,1,35,도봉구,3.13
51.82,6,11,송파구,8.67
59.49,12,37,노원구,6.5
51.12,11,32,강남구,12.2
72.185,8,27,마포구,11.9
59.94,19,23,노원구,6.43
66.96,14,29,중랑구,5.95
119.21,15,21,영등포,20
59.9938,12,6,서초구,17
59.96,6,25,서대문,7.6
59.95,10,6,서초구,24
59.86,6,23,서초구,15
59.96,9,24,성동구,9
55.35,16,26,서대문,5.25
58.14,3,29,노원구,6.23
84.669,4,3,은평구,8.2
53.9,7,37,양천구,12
59.98,10,21,마포구,10.35
54.59,9,36,노원구,4.7
84.9948,20,4,영등포,11.4
84.96,6,6,송파구,20
124.22,19,16,송파구,30
84.64,6,19,성북구,9.55
13.642,8,10,서대문,1.5
59.67,15,35,노원구,5
59.96,11,25,구로구,7.07
13.74,13,11,영등포,1.02
126.28,10,29,중랑구,10.4
11.79,6,2,성북구,1.93
84.96,6,6,송파구,16.5
84.357,3,5,강남구,28.73
84.83,10,23,성북구,6.5
59.59,7,25,성북구,5.63
84.89,3,14,은평구,7.85
59.88,8,24,구로구,8.63
84.64,12,19,성북구,9.1
16.93,8,11,강북구,1.675
28.41,9,4,송파구,3.7
84.93,11,25,영등포,7.45
59.85,1,25,영등포,8.83
59.73,19,11,송파구,10.5
49.77,13,28,도봉구,3.3
59.91,15,7,영등포,12.06
101.95,5,14,은평구,11.2
84.9892,4,9,서대문,13.4
82.8,6,17,구로구,8.7
59.67,12,34,광진구,9.69
84.43,9,45,강남구,26.4
58.65,15,32,강서구,7.4
84.75,10,31,구로구,9.9
44.52,10,32,노원구,3.3
59.968,4,13,마포구,10.9
52.46,3,37,구로구,3.48
59.98,8,9,강남구,10.5
102.7,7,29,중랑구,9
59.97,9,28,성북구,4.8
105.75,8,42,용산구,21.3
84.78,8,31,노원구,6.37
113.91,17,24,양천구,9
39.6,8,31,강남구,9.1
84.97,16,20,금천구,5.29
126.28,6,29,중랑구,9.9
49.94,9,36,노원구,6.1
93.38,4,41,노원구,6.5
71.64,10,36,양천구,14.25
84.88,11,27,용산구,17.9
84.97,9,16,관악구,6.75
83.52,13,39,강동구,11.65
84.9134,4,16,강북구,7.05
84.94,5,14,마포구,8
59.98,2,4,서초구,24.4
58.46,8,32,노원구,6.93
59.65,6,14,성북구,6.65
44.1,2,31,노원구,4
44.1,15,31,노원구,4.15
84.9953,10,9,서대문,13.5
81.85,5,20,강동구,6
113.31,9,24,관악구,7.3
84.74,15,15,강동구,9.1
41.3,15,35,노원구,4.1
84.96,11,10,동대문,11.99
59.98,14,20,강북구,5.55
59.98,8,6,광진구,7.9
84.866,13,2,마포구,14.45
51.47,2,43,성북구,7.01
59.9,13,5,은평구,8.4
84.97,4,14,서초구,21
56.7,9,33,성북구,5.5
29.99,14,3,은평구,3.75
83.01,14,27,동대문,7.2
84.988,22,17,강동구,11.69
84.971,25,9,서대문,11.85
84.86,5,26,강동구,8.93
101.81,15,17,강남구,27.6
132.735,5,17,동작구,14.75
120.01,15,8,강동구,18.5
59.98,11,5,성북구,7.99
79.87,8,24,강서구,4.4
16.53,12,9,성북구,1.5
59.96,9,6,송파구,15.15
59.98,4,13,성북구,8.5
84.9881,10,7,강서구,11.85
53.36,13,12,송파구,13.3
59.9,16,30,구로구,4.1
59.99,6,14,성북구,8
84.95,17,23,서대문,8.4
59.89,8,26,영등포,5.5
84.96,9,4,관악구,3.4147
118.2086,2,12,동작구,11.2
59.93,6,26,서초구,14.4
49.65,2,32,강서구,4.9
84.99,9,22,양천구,7.1
49.16,10,23,양천구,4.4
84.96,5,21,강서구,8.4
12,10,2,성북구,1.93
84.97,31,17,송파구,22
70.73,13,37,양천구,13
105.35,7,37,양천구,19.95
25.32,15,20,송파구,1.85
135.82,13,18,송파구,27
116.92,12,18,강서구,8
94.61,6,9,강동구,9.6
59.96,5,28,광진구,6.9
59.96,23,16,송파구,16.3
59.1,6,2,성북구,7.5
59.949,13,5,성동구,13.1
59.52,5,26,강동구,5.7
84.83,17,22,금천구,6.77
59.99,17,19,관악구,6.67
164.97,29,26,강남구,27.5
76.79,2,45,강남구,22.25
106.2,3,20,마포구,7
59.8327,1,8,성북구,8.8
59.39,9,35,노원구,5.25
15.36,3,10,동대문,1.55
39.6,11,32,강서구,5.91
49.82,5,4,강동구,6
59.92,13,4,강남구,16.6
84.844,17,21,성북구,8
27,7,36,노원구,3
114.99,21,23,구로구,8.2
84.9039,24,4,은평구,9.3
26.08,8,15,동대문,3.3
121.64,1,10,동대문,13.5
84.976,31,10,용산구,15.8
59.88,5,26,성북구,5.35
59.99,21,16,송파구,20.8
149.08,12,20,서초구,22.5
115.05,10,39,강남구,30
81.12,9,19,강북구,5.4
84.832,8,7,서대문,10.97
41.13,13,11,강서구,3.75
59.89,7,15,마포구,12.3
84.95,8,21,성동구,12.775
114.69,8,20,관악구,10.2
84.98,2,16,송파구,10.4
46.61,19,18,중구,4.7
114.96,1,23,동대문,8.5
59.85,3,25,영등포,9.97
59.96,17,16,송파구,17.1
81.05,2,17,동대문,8.3
49.6,10,25,노원구,4.75
37.806,6,4,금천구,3.1
84.88,2,33,서초구,14.75
66.87,7,41,강동구,10.9
127.33,11,38,강동구,16.45
84.99,12,9,강서구,11
59.77,4,19,성북구,6.65
15.974,13,9,동작구,1.52
59.99,15,6,강남구,16.2
59.99,9,4,성북구,7.98
84.994,4,20,구로구,8.045
84.93,4,17,송파구,12.35
66.24,12,36,양천구,13.5
41.34,15,35,금천구,3.05
103.11,4,28,서대문,6.7
12.62,12,10,영등포,1.589
59.92,12,4,강남구,17.9
114.59,13,25,강남구,27.7
59.4,17,25,영등포,7.4
84.98,6,39,송파구,14.5
45.51,5,2,마포구,5.7
84.99,21,16,송파구,24.8
59.88,12,19,성북구,4.7
106.2487,10,8,송파구,16.6
100.46,6,53,용산구,10.4
59.99,4,14,성북구,7
114.91,12,25,중구,11.15
59.97,14,5,강동구,10.95
55.4561,6,21,동작구,7.6
41.3,1,35,노원구,4
50.37,21,26,중랑구,5.4
59.94,11,23,구로구,6.2
59.92,19,24,동대문,5.1
59.9866,4,4,노원구,8
84.843,6,21,성북구,7.9
84.9039,20,4,은평구,6
59.84,21,30,동작구,8.25
12.59,15,11,영등포,1.28
84.75,3,30,용산구,15
113.52,3,18,강남구,25.8
84.97,14,27,강남구,17.4
84.9754,3,3,서초구,29.7
59.99,24,4,성북구,8.64
84.98,10,16,송파구,11.95
73.566,4,5,강동구,12.9
59.73,4,14,마포구,8.3
84.96,2,21,관악구,5.5
84.93,5,17,송파구,11.8
105.84,9,32,관악구,9.05
84.79,24,16,송파구,21.5
84.9,15,25,영등포,13.3
84.97,14,25,성동구,13.5
49.89,4,33,노원구,4.88
59.67,16,20,강북구,5
59.9525,14,5,용산구,14.5
114.94,4,24,성동구,13.45
84.94,26,5,강남구,27
106.25,7,35,노원구,9.2
84.8,15,10,성북구,7.95
59.94,16,28,영등포,8.1
59.96,6,25,구로구,5.38
54.33,7,1,중랑구,5.1908
84.95,6,4,강동구,13
59.84,16,20,동대문,7.2
36.2275,12,2,은평구,4.5
84.9,15,29,노원구,10.27
84.91,10,23,광진구,7
114.18,11,21,은평구,8.1
120,14,45,송파구,22
63.23,4,52,서대문,4.3
117.84,12,19,광진구,11.5
84.97,12,14,구로구,9
39.6,1,30,강서구,4.15
15.8307,5,9,송파구,2.72
84.968,15,9,서대문,11
38.64,1,34,금천구,3
51.47,3,43,성북구,7.01
44.64,4,26,구로구,4.19
35.46,7,35,송파구,5.84
59.65,14,14,성북구,6.5
84.94,15,8,강동구,14.75
84.99,14,4,노원구,8.6
114.68,10,20,강북구,6.45
80.98,5,21,광진구,6.1
84.376,1,19,서초구,14.7
44.52,9,32,노원구,5
84.937,13,22,도봉구,7.85
102.48,3,50,용산구,22.5
121.71,17,6,강남구,30
84.146,14,5,강동구,10.6
12.62,10,10,영등포,1.57
49.6,6,25,노원구,4.97
59.63,12,13,은평구,6.8
84.78,6,30,서대문,8.5
44.85,12,3,은평구,6.98
27,3,36,노원구,2.95
117.74,8,21,구로구,13
59.754,6,18,성북구,6.75
84.88,15,6,서초구,30
59.78,7,19,마포구,7.23
25.92,9,10,강동구,1.8
84.99,4,5,영등포,11.1
84.79,15,16,송파구,19.3
102,18,21,관악구,9.15
84.32,6,19,강서구,5.9
82.35,4,28,서대문,5.3
84.87,18,24,구로구,9.68
144.77,31,16,송파구,27
177,5,14,중구,22
13.74,10,11,영등포,1.035
84.92,5,2,동대문,11.4
84.39,14,37,도봉구,4.95
59.34,3,26,강서구,6.8
84.95,3,31,강남구,19.6
84.78,17,27,노원구,7.2
59.895,6,21,은평구,5.65
84.87,19,24,송파구,12.8
84.79,4,6,서초구,30
84.96,19,25,서초구,18.8
84.97,4,3,은평구,10.2
134.438,1,30,강남구,20.1
59.99,18,25,광진구,6
59.93,16,26,서초구,15
95.01,3,38,양천구,23
84.89,3,3,강서구,11.8
114.756,12,17,송파구,17.9
84.98,7,20,송파구,13.75
84.8114,20,8,금천구,10.3
35.28,7,36,노원구,4
68.82,2,22,중랑구,3.47
84.9,9,26,성북구,7.78
84.93,9,24,중랑구,5.4
216.2766,14,11,서초구,27
84.96,14,20,강서구,6.78
95.66,13,18,서초구,17
59.96,1,23,강남구,17.55
59.84,3,31,동작구,9.97
59.96,16,5,성북구,7.25
84.75,2,32,영등포,7.1
84.91,5,17,동대문,9.5
59.88,1,26,용산구,14.56
32.34,9,36,도봉구,3.83
59.38,19,14,강북구,7.1
34.44,8,31,강서구,4.7
44.8323,4,7,강서구,4.2
57.66,4,39,관악구,4.95
58.01,7,37,노원구,6.45
59.65,17,22,중랑구,5.98
84.677,21,10,금천구,8.5
84.8359,15,7,종로구,19.5
79.47,12,36,서초구,22
33.28,5,38,노원구,5.48
59.99,13,9,강서구,9.35
22.4734,5,4,중구,3.82
165.8299,1,20,강서구,12.5
34.44,15,32,강서구,4.95
84.94,9,29,도봉구,5.4
122.18,5,35,노원구,9.5
59.82,2,26,노원구,5.55
59.37,11,15,성북구,6.6
59.95,2,22,금천구,3.15
74.3,9,18,서초구,20
47.01,1,17,마포구,4.4
84.77,2,18,양천구,6.55
59.86,7,19,성북구,7.4
50.03,3,38,마포구,8.55
18.17,3,11,중랑구,1.1
113.803,3,21,마포구,19.6
84.822,11,25,성동구,14.5
59.35,5,7,성북구,7.35
101.83,4,21,서초구,15.6
50.14,12,38,노원구,6
59.88,3,19,성북구,5.2
59.97,8,5,성북구,9.85
149.45,24,17,송파구,29.85
111.84,7,21,노원구,6.2
114.63,17,17,강동구,9.8
84.98,16,5,관악구,9.7
84.9739,4,3,동작구,11.4
59.76,11,26,송파구,5.5
83.26,10,19,종로구,10
84.91,8,26,성동구,10
59.94,28,6,동대문,10.7
33.28,2,38,노원구,5.25
59.28,15,36,노원구,6.7
39.6,9,32,강서구,5.98
59.92,14,24,관악구,8.54
44.1,9,34,노원구,4.9
59.79,16,5,서대문,9.5
113.67,14,14,강동구,12
84.8,4,28,은평구,5.25
152.1,11,9,강서구,17.5
59.98,21,25,중구,9.2
12.32,7,2,성북구,1.9
49.95,1,25,양천구,5.6
15.61,4,10,동대문,1.68
43.2,11,36,양천구,3.85
84.98,12,6,송파구,18.7
59.4,6,27,중랑구,4.69
92.34,4,20,양천구,5.9
77.6543,18,7,종로구,18.1
84.9,4,6,성동구,16.75
83.29,3,16,중랑구,4.74
65.78,3,51,은평구,4.1476
113.52,18,12,성동구,22
84.68,8,17,강서구,9.7
84.967,11,14,서초구,28.2
17.684,5,12,강남구,1.8
76.42,3,39,송파구,10.9
64.62,4,36,은평구,4.7
84.9958,2,20,강서구,8.65
84.9712,2,3,강동구,13.93
54.45,4,25,서초구,11.99
178.84,22,13,성북구,15.5
59.983,22,17,강동구,9.3
53.14,12,36,노원구,5.1
49.94,5,34,도봉구,5.59
44.64,3,26,구로구,4.29
84.57,10,21,성북구,9.7
59.4,14,26,영등포,7.6
41.5,4,26,서대문,4.23
59.94,12,21,성동구,9.25
59.96,19,4,강동구,12.26
59.91,10,5,동대문,9.3
56.036,18,20,구로구,6.95
27,5,36,노원구,2.8
84.9984,7,18,강남구,27.4
57.38,9,9,영등포,5.8
36.16,11,35,도봉구,3.54
59.52,9,27,노원구,5
114.666,2,25,성동구,16.5
84.96,14,35,동대문,7.45
84.77,14,22,영등포,8.9
73.566,7,5,강동구,12.3
59.96,3,3,은평구,8
84.9648,8,8,송파구,12.3
84.97,14,22,중랑구,7.05
84.96,4,21,관악구,7.89
35.24,10,16,송파구,8.5
84.822,15,25,성동구,14.45
59.647,14,19,구로구,5.7
83.409,2,20,노원구,6.3
79.08,2,30,성동구,10.3
84.24,2,5,강동구,15.5
14.22,14,12,금천구,0.94
78.75,7,45,종로구,6.5
84.97,9,22,노원구,8.15
84.92,11,29,서대문,5.5
84.99,14,19,관악구,7.15
49.94,9,36,노원구,5.1
59.675,2,19,성북구,6.7
147.41,11,28,송파구,11.9
54.7,3,32,종로구,5.8
59.751,14,5,마포구,13.5
59.981,10,9,서대문,9.55
59.34,3,20,금천구,4.4
12.59,16,11,영등포,1.325
41.85,6,30,강서구,5.4
202.4,10,22,서초구,28
84.908,2,22,영등포,10
59.7,9,24,용산구,10.7
41.3,1,35,노원구,3.9
63.44,4,44,용산구,9.95
36.2415,17,2,은평구,5
131.05,16,11,용산구,16
36.2415,25,2,은평구,5
118.53,4,25,강남구,19.9
51.75,5,22,은평구,1.57
84.95,5,20,종로구,9.2
84.3363,9,5,은평구,9
84.96,15,37,서초구,21.5
59.49,21,23,구로구,5.97
59.86,6,19,성북구,6.75
59.76,8,23,성동구,10
115.62,4,21,관악구,7.3
38.53,3,23,중구,1.8
110.66,8,6,송파구,23.15
29.34,6,5,중랑구,3
58.01,6,36,노원구,5.63
59.06,23,4,강동구,10.1
45.77,13,36,도봉구,5.3
59.98,24,4,영등포,12.3
16.92,20,12,구로구,1.1
59.97,5,18,송파구,14.5
84.9,10,8,강동구,13.15
66.69,2,36,동작구,8.2
18.27,10,8,동대문,1.6
84.974,21,10,영등포,10.78
84.6,2,21,중랑구,7.28
59.98,4,7,영등포,10.6
49.5,2,34,노원구,4.6
17.07,13,5,강동구,1.4
84.91,5,8,영등포,8.95
59.4,20,19,강남구,18.7
59.96,7,25,구로구,7.03
59.99,9,22,마포구,7.5
40.86,4,38,성동구,7.04
12.49,17,11,강동구,1.2
59.99,13,9,강서구,9.6
37.059,5,14,강북구,7
68.8,9,32,관악구,7.8
59.92,15,22,서초구,19
59.99,3,9,영등포,9.65
143,17,15,성동구,27.5
121.23,2,36,송파구,24
59.96,16,28,광진구,6.7
59.94,15,24,은평구,4.9
84.336,6,22,도봉구,5.78
59.94,4,28,도봉구,4.19
59.73,3,24,양천구,5.98
59.98,5,26,관악구,5.5
59.79,6,30,성북구,4.5
79.777,13,22,영등포,10
59.83,9,4,강동구,11.9
59.88,2,25,강동구,8.55
84.9,1,18,강서구,7.6
35.3,6,36,중랑구,3.48
33.81,24,13,중구,6.2
13.77,9,11,중랑구,0.95
84.9,15,24,서대문,8
84.96,1,21,관악구,7.5
108.1387,25,8,송파구,17.7
96.36,6,38,양천구,19.6
59.65,11,21,성북구,7.15
59.87,1,27,영등포,7.1
32.17,6,1,동대문,4.495
48.6,12,25,노원구,3.95
109.72,1,39,송파구,12.5
40.83,9,56,중구,3.15
41.58,9,21,금천구,2.5
76.4807,5,21,노원구,5.5
59.9656,2,10,마포구,13.8
59.95,15,26,노원구,5.05
59.373,18,17,성북구,8.35
59.95,5,36,마포구,8.2
59.89,1,25,성동구,9
84.84,4,22,금천구,5.9
101.2,13,38,양천구,25.2
59.91,2,27,강서구,5.99
59.64,15,24,강동구,8.7
59.4,17,25,마포구,10.2
84.9351,2,16,강북구,7.1
84.92,10,30,광진구,11.55
49.759,16,3,은평구,6
114.9,9,24,종로구,11
84.98,4,16,강동구,12.45
84.91,19,17,동대문,9.3
84.97,13,14,서초구,23.7
39.6,6,27,송파구,6.05
72.87,5,32,도봉구,4.85
59.98,17,3,송파구,11.5
44.94,8,34,금천구,3.92
84.97,3,5,성북구,9.48
59.76,6,23,중구,8.7
133.65,12,38,강동구,16.2
33.18,5,32,강남구,8.5
84.83,9,15,강동구,8.5
84.99,2,7,영등포,12.3
84.94,17,29,도봉구,4.87
41.85,10,30,강서구,5.5
84.92,2,17,강서구,7
14.7,10,8,동작구,1.39
84.98,19,3,송파구,14.7
59.97,9,12,서대문,9
59.94,8,23,구로구,6.05
101.48,9,25,구로구,11
148.296,6,25,구로구,12
64.85,13,17,동대문,7.85
62.22,1,34,도봉구,4.2
79.8,3,34,성동구,9.7
59.58,6,26,성북구,5.3
59.99,3,14,성북구,7.8
59.1,26,2,성북구,8.65
23.02,14,6,송파구,3.43
47.7,1,23,서초구,8
14.064,13,10,구로구,0.8
49.28,7,25,노원구,4.15
59.9,15,26,강동구,5.9
84.98,15,3,성북구,9.44
84.82,3,32,도봉구,5
59.96,17,25,강동구,7.95
33.18,6,32,강남구,9.1
84.78,12,27,서대문,6.55
14.82,13,8,동대문,1.33
59.97,2,20,마포구,10.55
84.98,11,3,영등포,13.5
18.24,14,11,강북구,1.845
59.94,18,22,서대문,6
84.96,5,35,동대문,7.4
84.95,11,21,서초구,19.9
90.7,12,18,송파구,9.55
134.98,10,39,송파구,20
84.54,6,28,도봉구,4.8
59.94,9,25,서대문,5.5
101.4,11,23,도봉구,9.3
132.44,14,17,강동구,11.97
84.91,1,35,구로구,6.5
59.95,1,26,노원구,4.6
84.88,6,22,중구,8.6
114.68,16,20,강북구,7.2
59.94,9,22,중구,9.7
59.67,2,34,동작구,9
84.87,8,24,관악구,9.15
59.92,16,4,강남구,19.15
59.98,3,3,영등포,9.6
45.72,4,37,서초구,11.8
52.85,4,4,양천구,6.75
84.88,5,17,성북구,8
84.99,15,10,동대문,11.95
82.51,9,46,송파구,29.26
59.996,8,3,노원구,7.79
59.91,11,17,동작구,8.78
16.84,6,9,성동구,2
84.9,20,16,송파구,17
156.87,3,37,양천구,21
16.98,9,12,영등포,1.33
66.24,8,36,양천구,11.67
83.59,13,39,영등포,8.4
55.49,1,2,강북구,4.355
114.88,8,19,성북구,10
59.93,5,11,서초구,11.25
114.84,11,20,금천구,8.1
32.76,11,23,서대문,4.85
34.44,8,31,강서구,4.7
44.1,1,31,노원구,4
64.08,10,41,영등포,8.4865
84.92,19,7,영등포,12.2
49.94,4,34,도봉구,5.4
59.68,9,4,양천구,8.95
59.73,21,26,구로구,5.27
39.84,11,26,노원구,3.39
51.86,7,20,중랑구,4
84.69,8,28,서초구,12.4
84.9529,19,5,강서구,11.05
134.64,10,26,구로구,8.66
84.83,14,24,동대문,7.9
104.78,10,18,마포구,14.5
59.94,9,21,성동구,10.4
59.99,5,2,마포구,11.8
52.85,4,4,양천구,7.3
105.35,3,37,양천구,20
163.53,14,17,광진구,23.8
84.56,1,23,성동구,24.3
84.97,19,7,강동구,12.34
79.61,8,37,강남구,19
99.917,13,24,노원구,8.5
59.76,10,28,중랑구,5.34
108.338,4,40,송파구,14.05
59.95,23,29,구로구,5.3
126.28,6,29,중랑구,9
42.93,5,41,강동구,8
105.99,5,23,송파구,15.85
84.9,17,26,성북구,7.75
83.06,9,36,송파구,18.9
18.92,4,9,동대문,1.396
84.97,24,16,송파구,20.5
84.88,26,8,강동구,14.4
107.6,1,40,강남구,18
34.44,6,30,노원구,3.48
59.1,5,2,성북구,7.5
84.74,7,14,강동구,4.9
64.32,2,30,도봉구,2.9
137.09,11,19,영등포,21
84.6,10,17,용산구,8.6
59.92,17,24,관악구,7.6
84.9912,16,6,동작구,16.4
84.82,22,14,성북구,11.5
59.85,11,6,서대문,12.4
59.99,2,20,성북구,6.29
71.77,15,37,양천구,14
84.96,3,27,서대문,6.38
139.8,8,14,중구,18
59.99,3,12,성동구,11.75
115.78,16,21,영등포,16.3
75.33,7,37,도봉구,4
39.6,7,30,노원구,3.45
84.56,12,30,구로구,6.29
84.93,11,8,노원구,8.47
84.94,3,24,마포구,8.2
124.1,13,29,강남구,23
59.99,5,5,성북구,9.75
59.98,3,16,강서구,9.6
48.98,3,6,동대문,8.05
48.82,3,7,강동구,5.5
84.94,11,29,도봉구,5.2
84.33,15,35,서초구,15.25
33.11,5,20,강남구,3.6
84.59,11,13,은평구,7.7
49.94,11,36,노원구,4.8
84.97,3,6,송파구,18.45
84.99,15,10,동대문,9
59.98,19,7,은평구,6.9
59.97,11,5,송파구,13
84.93,19,5,은평구,11.2
244.95,2,23,용산구,20
100.82,11,36,송파구,20.9
59.88,16,24,강남구,15.5
113.31,1,24,관악구,6
84.97,2,28,중랑구,5.45
112.09,10,25,성동구,13.9
84.76,6,20,강북구,6.35
45.9,15,35,노원구,4.18
66.69,3,36,동작구,8.6
59.76,13,23,성동구,11.3
84.2261,3,20,동작구,10.9
59.83,4,27,영등포,7.05
84.78,3,9,은평구,7.3
145.33,17,18,마포구,16.2
59.98,16,21,성동구,9.275
59.34,13,24,동대문,6.18
84.83,5,15,강동구,8.53
33.18,10,32,강남구,8.95
75.87,8,3,영등포,11.6
84.9903,19,11,강서구,11.9
84.39,9,28,송파구,11.95
39.6,8,30,노원구,3.68
49.6,1,26,노원구,3.32
84.92,19,24,영등포,9.7
84.88,13,22,중구,12.25
51.48,3,36,양천구,11
49.993,14,10,영등포,7.4
59.96,10,3,은평구,9.1
84.9,4,29,노원구,9.4
84.95,8,13,중구,14
50.44,5,26,구로구,1.9
84.99,15,32,강북구,5.09
84.9,20,16,송파구,19.2
84.968,12,9,서대문,12.25
59.68,9,4,양천구,8.55
59.25,17,27,강동구,5.95
84.92,30,16,중구,9.3
84.9,10,24,노원구,7.78
64.24,15,2,강동구,8.5
84.01,7,17,양천구,7.15
75.285,1,22,은평구,3.9
84.614,7,7,종로구,18
59.785,2,5,강동구,10.5
68.13,5,26,성북구,6.3
12.2392,5,12,노원구,0.88
37.67,15,29,강서구,5.2
84.99,34,6,송파구,20
41.3,5,35,도봉구,3.95
84.94,19,5,성북구,10.15
84.705,10,36,송파구,15.8
50.54,13,38,마포구,8.69
84.86,3,23,동대문,7.25
84.985,6,20,양천구,8
57.75,14,19,영등포,6.5
84.94,9,27,동작구,9.1
14.46,2,13,은평구,1.55
84.5802,16,16,영등포,10.9
84.83,6,16,성북구,8
84.98,11,24,용산구,19.7
84.87,12,26,성북구,7
59.91,7,25,송파구,7.3
84.98,9,19,동대문,7
84.87,9,21,동대문,8.7
59.88,12,25,강동구,7.95
115.26,12,31,노원구,12
70.54,2,17,강서구,3.5
59.9,10,15,성북구,6.95
115.88,5,8,강동구,13.9
17.96,13,11,종로구,1.21
84.96,18,21,관악구,8.7
51.57,13,36,광진구,8.15
97.02,1,41,성동구,16
59.93,15,24,서대문,6.7
84.97,11,20,금천구,5.5
59.79,11,5,서대문,8.5
41.3,10,36,노원구,4.95
59.63,7,27,강동구,6.5
49.77,9,30,강서구,5.99
60,4,26,도봉구,3.5
119.91,8,31,동작구,12
130.93,11,39,송파구,16
59.55,14,24,광진구,11.6
84.77,17,25,노원구,8
167.14,7,15,은평구,11.2
59.54,3,20,강북구,3.6
84.82,3,17,강서구,7.7
84.99,16,24,성북구,6.05
103.77,9,3,강남구,26.5
152.07,23,21,구로구,16.5
71.52,6,33,송파구,8.25
58.96,17,23,동작구,6.5
82.3019,18,23,구로구,7.18
59.97,1,29,성동구,7
84.65,12,7,영등포,14
84.85,7,13,중구,10.1
59.96,5,4,강동구,11.95
84.97,19,16,강서구,10.87
84.9,13,18,은평구,6.6
59.73,13,24,양천구,6
84.88,5,8,강동구,15
35.11,11,10,강동구,2.8
59.48,22,24,마포구,8.6
114.3,17,24,동대문,8.7
59.83,24,27,영등포,7.55
19.27,13,8,구로구,1.08
32.8,8,27,동작구,5.22
59.968,10,4,영등포,9.5
13.5346,16,10,은평구,1.3
91.26,1,39,양천구,18.3
84.59,13,13,은평구,7.6
29.77,7,7,강서구,2.24
57.5033,3,21,은평구,5.95
59.4,9,25,서대문,6.5
84.97,3,27,강남구,16.9
84.64,7,33,송파구,10.7
83.38,12,25,서대문,9.25
84.87,5,24,구로구,9.2
135,11,27,도봉구,9.2
51.83,8,27,강동구,4.97
84.65,10,23,관악구,7.75
44.94,9,32,노원구,4.58
167.14,3,15,은평구,11.5
34.39,22,19,마포구,4
161.63,24,21,구로구,21.75
49.82,12,4,강동구,6.27
131.07,7,45,서초구,29
84.95,2,5,은평구,10.1
58.14,10,29,강서구,5.7
59.91,21,4,영등포,11.5
59.78,4,8,성동구,13.6
84.843,6,21,성북구,7.65
135.89,2,21,마포구,12.65
84.59,19,25,성북구,7.5
70.73,10,37,양천구,12
31.32,4,23,노원구,3.27
45.51,2,5,도봉구,3.5
114.98,5,13,서대문,13.8
101.8228,29,8,금천구,13.3
114.97,14,24,동대문,9
86.61,6,46,서초구,21.1
108.28,8,37,양천구,19.7
167.69,5,16,은평구,9.95
66.02,2,43,성북구,7.965
59.958,5,21,동대문,6.6
74.4,2,2,강북구,4.95
84.937,4,22,도봉구,7.7
