v0,v1,theta,c0,c1,p0,p1
4153,3431,0.5,9,6,-232.1666667,248.1666667
3193,4981,0.5,9,10,605.8333333,-585.8333333
3383,4811,0.5,7,5,482.8333333,-469.8333333
3895,3819,0.5,8,7,-17.16666667,33.16666667
4326,4971,0.5,9,8,224.1666667,-206.1666667
3742,3423,0.5,9,10,-96.5,116.5
3918,4964,0.5,10,10,359.1666667,-338.1666667
3167,3490,0.5,6,9,115.1666667,-99.16666667
3480,4523,0.5,5,5,353.1666667,-342.1666667
3132,4280,0.5,6,9,390.1666667,-374.1666667
3954,3183,0.5,10,9,-246.8333333,266.8333333
4315,3123,0.5,9,7,-388.5,405.5
4559,4901,0.5,5,8,120.5,-106.5
3680,3892,0.5,5,6,76.5,-64.5
4042,3674,0.5,8,7,-114.5,130.5
3246,3345,0.5,9,9,42.5,-23.5
4392,4355,0.5,6,8,-5.166666667,20.16666667
4730,3220,0.5,6,7,-496.5,510.5
4398,4323,0.5,6,9,-17.5,33.5
4481,3342,0.5,7,7,-372.1666667,387.1666667
3680,4856,0.5,7,7,399.5,-384.5
3770,4056,0.5,8,8,103.8333333,-86.83333333
3620,3315,0.5,10,8,-91.83333333,110.8333333
4733,3762,0.5,5,5,-318.1666667,329.1666667
4878,3348,0.5,10,5,-501.1666667,517.1666667
4577,4519,0.5,8,8,-10.83333333,27.83333333
3356,4985,0.5,7,10,551.5,-533.5
3523,4242,0.5,8,10,248.8333333,-229.8333333
4841,4762,0.5,6,9,-18.83333333,34.83333333
3387,4353,0.5,10,5,330.8333333,-314.8333333
4800,3621,0.5,10,10,-382.5,403.5
3876,3247,0.5,9,8,-200.5,218.5
4313,3937,0.5,9,7,-116.5,133.5
3128,4893,0.5,8,5,595.8333333,-581.8333333
4197,3670,0.5,6,7,-168.8333333,182.8333333
4140,3793,0.5,8,8,-107.1666667,124.1666667
4598,4450,0.5,10,6,-40.16666667,57.16666667
4442,3432,0.5,8,6,-328.8333333,343.8333333
3247,4284,0.5,7,5,352.5,-339.5
3952,4751,0.5,8,5,273.8333333,-259.8333333
3237,3410,0.5,9,5,65.83333333,-50.83333333
3635,4590,0.5,9,6,326.8333333,-310.8333333
4067,4247,0.5,5,10,67.16666667,-51.16666667
3838,4215,0.5,9,9,135.1666667,-116.1666667
3512,4446,0.5,7,8,319.1666667,-303.1666667
4607,3894,0.5,7,10,-229.1666667,247.1666667
3325,3571,0.5,6,5,88.16666667,-76.16666667
3455,4251,0.5,8,7,273.5,-257.5
3592,3288,0.5,10,10,-90.83333333,111.8333333
4841,3993,0.5,6,6,-276.1666667,289.1666667
4312,4188,0.5,10,6,-32.16666667,49.16666667
4235,4564,0.5,6,7,116.5,-102.5
3909,4195,0.5,8,7,103.5,-87.5
4631,3812,0.5,8,9,-264.1666667,282.1666667
3269,4537,0.5,8,10,431.8333333,-412.8333333
4532,3678,0.5,7,6,-277.5,291.5
4800,4122,0.5,10,6,-216.8333333,233.8333333
4807,3109,0.5,6,10,-558.1666667,575.1666667
4573,4439,0.5,10,10,-34.16666667,55.16666667
3161,3907,0.5,7,7,256.1666667,-241.1666667
4702,4713,0.5,9,5,11.83333333,3.166666667
4168,3453,0.5,7,5,-231.5,244.5
4066,4839,0.5,7,8,265.5,-249.5
4636,4466,0.5,8,8,-48.16666667,65.16666667
3521,4150,0.5,5,9,216.5,-201.5
4572,3128,0.5,9,6,-472.8333333,488.8333333
4308,4147,0.5,8,7,-45.5,61.5
4124,4387,0.5,5,6,93.5,-81.5
3877,3286,0.5,6,10,-189.1666667,206.1666667
3745,4321,0.5,9,7,200.8333333,-183.8333333
3936,4374,0.5,6,6,152.5,-139.5
4234,3425,0.5,9,7,-260.8333333,277.8333333
4956,4201,0.5,5,9,-244.8333333,259.8333333
4614,3862,0.5,10,6,-241.5,258.5
3525,4758,0.5,9,7,419.8333333,-402.8333333
3783,3700,0.5,7,7,-20.16666667,35.16666667
3250,4248,0.5,7,7,340.1666667,-325.1666667
4113,3299,0.5,6,10,-263.5,280.5
3756,4188,0.5,5,9,150.8333333,-135.8333333
4030,4775,0.5,5,7,254.5,-241.5
4625,3434,0.5,5,10,-389.8333333,405.8333333
3806,3764,0.5,6,10,-6.166666667,23.16666667
3131,3027,0.5,8,10,-25.5,44.5
4568,3719,0.5,10,7,-273.5,291.5
4329,3786,0.5,6,5,-174.8333333,186.8333333
4397,4206,0.5,6,6,-57.16666667,70.16666667
4134,4451,0.5,6,9,113.1666667,-97.16666667
4730,4633,0.5,9,7,-23.5,40.5
3067,4795,0.5,6,9,583.5,-567.5
4814,4284,0.5,6,10,-168.8333333,185.8333333
4497,3131,0.5,9,8,-446.1666667,464.1666667
4923,3357,0.5,9,8,-512.8333333,530.8333333
4644,3557,0.5,9,5,-354.1666667,369.1666667
3362,4324,0.5,7,6,327.8333333,-313.8333333
4741,4578,0.5,5,8,-47.83333333,61.83333333
3918,4836,0.5,8,6,313.8333333,-298.8333333
3485,4382,0.5,5,6,304.8333333,-292.8333333
4527,3294,0.5,8,6,-403.1666667,418.1666667
3561,3428,0.5,10,8,-34.5,53.5
4120,3000,0.5,10,9,-363.1666667,383.1666667
4800,3970,0.5,6,5,-270.5,282.5
4667,4326,0.5,9,8,-104.5,122.5
4504,4005,0.5,9,5,-158.1666667,173.1666667
4281,4491,0.5,5,5,75.5,-64.5
3149,3334,0.5,10,6,70.83333333,-53.83333333
3862,3197,0.5,5,8,-215.1666667,229.1666667
3492,3201,0.5,7,10,-88.5,106.5
3057,3667,0.5,10,10,213.8333333,-192.8333333
4345,4362,0.5,8,9,14.5,3.5
4637,3477,0.5,10,5,-377.8333333,393.8333333
4082,3393,0.5,6,5,-223.5,235.5
3031,3563,0.5,6,9,184.8333333,-168.8333333
3026,3750,0.5,7,8,249.1666667,-233.1666667
3656,3746,0.5,9,9,39.5,-20.5
3871,4143,0.5,7,7,98.16666667,-83.16666667
4319,4960,0.5,6,7,220.5,-206.5
4654,4163,0.5,6,9,-156.1666667,172.1666667
3092,3146,0.5,5,8,24.5,-10.5
3509,4442,0.5,10,9,321.1666667,-301.1666667
3329,4119,0.5,6,9,270.8333333,-254.8333333
3746,4656,0.5,8,6,311.1666667,-296.1666667
3432,4619,0.5,8,10,404.8333333,-385.8333333
4012,4461,0.5,8,8,158.1666667,-141.1666667
4082,4199,0.5,9,7,47.83333333,-30.83333333
3181,3394,0.5,10,8,80.83333333,-61.83333333
3514,3004,0.5,10,9,-159.8333333,179.8333333
3593,3664,0.5,6,5,29.83333333,-17.83333333
3066,4857,0.5,8,7,605.1666667,-589.1666667
4998,4087,0.5,7,9,-295.5,312.5
3275,3069,0.5,9,5,-60.5,75.5
3571,3670,0.5,9,9,42.5,-23.5
4871,3008,0.5,6,8,-613.8333333,628.8333333
3717,3964,0.5,7,5,89.16666667,-76.16666667
4599,3874,0.5,5,10,-234.5,250.5
3215,4910,0.5,8,9,573.8333333,-555.8333333
4052,4374,0.5,6,7,114.1666667,-100.1666667
4360,4561,0.5,5,7,73.16666667,-60.16666667
4367,3953,0.5,9,6,-129.5,145.5
4887,3449,0.5,8,5,-471.8333333,485.8333333
3868,4094,0.5,6,5,81.5,-69.5
3474,3774,0.5,6,8,107.1666667,-92.16666667
4661,4072,0.5,6,5,-190.1666667,202.1666667
3551,4182,0.5,5,5,215.8333333,-204.8333333
4129,3160,0.5,10,8,-313.1666667,332.1666667
3882,3705,0.5,6,8,-51.83333333,66.83333333
4084,4607,0.5,5,10,181.5,-165.5
4687,4156,0.5,6,10,-169.1666667,186.1666667
3682,4980,0.5,9,10,442.5,-422.5
4696,4151,0.5,9,5,-173.5,188.5
4498,4636,0.5,10,6,55.16666667,-38.16666667
4597,4133,0.5,10,8,-144.8333333,163.8333333
3782,4056,0.5,7,8,99.16666667,-83.16666667
4946,4464,0.5,7,6,-153.5,167.5
3863,4202,0.5,5,6,118.8333333,-106.8333333
3496,3934,0.5,7,8,153.8333333,-137.8333333
3304,3276,0.5,9,5,-1.166666667,16.16666667
3376,4495,0.5,5,9,379.8333333,-364.8333333
4920,3770,0.5,5,8,-376.8333333,390.8333333
4779,4804,0.5,10,7,17.83333333,0.166666667
4838,3398,0.5,9,8,-470.8333333,488.8333333
4980,3883,0.5,7,8,-357.8333333,373.8333333
4707,4758,0.5,6,10,24.83333333,-7.833333333
3305,4140,0.5,9,5,286.5,-271.5
3645,4878,0.5,7,8,418.8333333,-402.8333333
4323,3360,0.5,8,8,-312.5,329.5
3592,3026,0.5,9,10,-178.8333333,198.8333333
3837,3010,0.5,10,6,-266.5,283.5
4532,3107,0.5,7,6,-467.8333333,481.8333333
4192,4244,0.5,5,5,22.83333333,-11.83333333
3750,4325,0.5,10,9,201.8333333,-181.8333333
4803,4143,0.5,8,7,-211.8333333,227.8333333
3271,4814,0.5,7,6,521.5,-507.5
3959,3661,0.5,7,10,-90.83333333,108.8333333
3554,4315,0.5,9,6,262.1666667,-246.1666667
3149,3166,0.5,10,9,15.83333333,4.166666667
4146,3567,0.5,9,9,-183.5,202.5
4905,3699,0.5,8,7,-393.8333333,409.8333333
4391,4149,0.5,9,8,-71.5,89.5
3059,3835,0.5,10,5,267.5,-251.5
4164,4627,0.5,9,6,162.8333333,-146.8333333
4277,4894,0.5,8,6,213.5,-198.5
3228,3308,0.5,9,8,35.83333333,-17.83333333
3301,3165,0.5,10,7,-35.83333333,53.83333333
3055,4283,0.5,10,6,418.5,-401.5
4088,3154,0.5,6,6,-304.8333333,317.8333333
3433,3844,0.5,9,5,145.1666667,-130.1666667
4541,3450,0.5,6,8,-356.5,371.5
3051,4001,0.5,5,5,322.1666667,-311.1666667
4198,4435,0.5,7,6,86.16666667,-72.16666667
4120,3333,0.5,9,9,-252.8333333,271.8333333
4635,3540,0.5,5,8,-358.5,372.5
4608,3908,0.5,10,7,-223.8333333,241.8333333
3535,3245,0.5,7,5,-89.83333333,102.8333333
4089,4969,0.5,5,6,299.1666667,-287.1666667
3031,4461,0.5,8,9,485.5,-467.5
4305,3785,0.5,8,8,-164.8333333,181.8333333
4000,4417,0.5,9,8,148.1666667,-130.1666667
4187,4812,0.5,9,5,216.5,-201.5
3057,3583,0.5,7,9,183.5,-166.5
4574,3859,0.5,7,6,-231.1666667,245.1666667
3208,3856,0.5,8,10,225.1666667,-206.1666667
3622,3744,0.5,10,10,51.16666667,-30.16666667
3606,4908,0.5,6,5,440.1666667,-428.1666667
3143,3202,0.5,9,5,27.83333333,-12.83333333
3368,3246,0.5,7,10,-32.16666667,50.16666667
4122,4779,0.5,7,8,226.8333333,-210.8333333
4719,4908,0.5,6,8,70.16666667,-55.16666667
4694,3860,0.5,5,5,-272.5,283.5
4330,4314,0.5,7,7,2.166666667,12.83333333
4816,3986,0.5,7,6,-269.5,283.5
4214,3284,0.5,9,10,-300.1666667,320.1666667
3398,4278,0.5,5,9,300.1666667,-285.1666667
4303,4737,0.5,7,8,152.5,-136.5
3679,3687,0.5,7,5,9.5,3.5
3762,4419,0.5,7,5,225.8333333,-212.8333333
4636,4463,0.5,8,8,-49.16666667,66.16666667
3379,4737,0.5,8,10,461.8333333,-442.8333333
4907,4747,0.5,7,7,-45.83333333,60.83333333
3622,4987,0.5,9,10,464.8333333,-444.8333333
3422,4644,0.5,5,8,413.8333333,-399.8333333
4014,4730,0.5,7,10,247.1666667,-229.1666667
3202,3946,0.5,5,7,254.1666667,-241.1666667
3494,3131,0.5,8,7,-112.8333333,128.8333333
4378,4068,0.5,9,8,-94.16666667,112.1666667
4914,3487,0.5,6,5,-469.5,481.5
4268,4111,0.5,7,8,-44.5,60.5
3421,3150,0.5,5,10,-83.16666667,99.16666667
4987,4075,0.5,6,7,-297.1666667,311.1666667
3464,4222,0.5,8,5,260.1666667,-246.1666667
3533,4185,0.5,7,6,224.5,-210.5
3660,4892,0.5,10,8,420.5,-401.5
4028,3057,0.5,9,5,-315.5,330.5
3368,3136,0.5,6,7,-70.5,84.5
3453,3899,0.5,5,7,154.8333333,-141.8333333
3322,4755,0.5,7,8,485.5,-469.5
3134,3376,0.5,9,6,89.16666667,-73.16666667
3510,4701,0.5,5,10,404.1666667,-388.1666667
3455,3045,0.5,7,10,-128.1666667,146.1666667
3904,4970,0.5,5,10,362.5,-346.5
3677,4983,0.5,5,9,442.1666667,-427.1666667
3789,4285,0.5,9,10,175.1666667,-155.1666667
4575,4818,0.5,8,8,89.5,-72.5
4920,4369,0.5,8,7,-175.5,191.5
4328,3356,0.5,10,7,-314.5,332.5
4605,4441,0.5,10,9,-44.5,64.5
3476,3850,0.5,6,8,131.8333333,-116.8333333
4230,4500,0.5,7,6,97.16666667,-83.16666667
3767,4386,0.5,6,6,212.8333333,-199.8333333
3512,4376,0.5,6,9,295.5,-279.5
4403,3679,0.5,8,8,-232.8333333,249.8333333
3094,3801,0.5,6,6,242.1666667,-229.1666667
3967,4936,0.5,5,9,329.8333333,-314.8333333
4547,4596,0.5,6,10,24.16666667,-7.166666667
3984,3473,0.5,10,10,-159.8333333,180.8333333
4641,3908,0.5,6,6,-237.8333333,250.8333333
3880,4518,0.5,5,7,218.8333333,-205.8333333
4741,4010,0.5,7,9,-235.5,252.5
4514,4288,0.5,7,8,-67.5,83.5
3941,3610,0.5,7,7,-102.8333333,117.8333333
3125,3451,0.5,6,10,116.5,-99.5
4850,4755,0.5,7,8,-23.83333333,39.83333333
4517,4589,0.5,5,8,30.5,-16.5
3282,4517,0.5,8,9,420.5,-402.5
4728,3207,0.5,7,6,-499.8333333,513.8333333
3873,4226,0.5,6,8,124.8333333,-109.8333333
3946,4264,0.5,9,8,115.1666667,-97.16666667
4677,4631,0.5,9,9,-5.833333333,24.83333333
4916,4097,0.5,8,9,-264.1666667,282.1666667
3355,3677,0.5,5,6,113.1666667,-101.1666667
3117,3857,0.5,10,5,255.5,-239.5
4482,4067,0.5,9,7,-129.5,146.5
3009,3152,0.5,5,5,53.16666667,-42.16666667
3126,4676,0.5,7,10,525.1666667,-507.1666667
3558,4533,0.5,9,8,334.1666667,-316.1666667
4252,4136,0.5,8,5,-31.16666667,45.16666667
3887,4559,0.5,7,6,231.1666667,-217.1666667
4593,3925,0.5,9,8,-213.5,231.5
3607,3051,0.5,9,9,-175.8333333,194.8333333
3113,3208,0.5,8,5,39.16666667,-25.16666667
4048,3504,0.5,8,9,-172.5,190.5
3175,4084,0.5,6,8,310.1666667,-295.1666667
4186,4872,0.5,9,7,237.5,-220.5
4679,3620,0.5,10,9,-342.8333333,362.8333333
3054,4780,0.5,5,8,581.8333333,-567.8333333
3431,4968,0.5,5,5,517.8333333,-506.8333333
4248,4371,0.5,10,5,49.83333333,-33.83333333
4530,3795,0.5,7,6,-237.8333333,251.8333333
4943,3594,0.5,6,7,-442.8333333,456.8333333
3379,4432,0.5,10,7,360.5,-342.5
3635,4532,0.5,9,5,307.1666667,-292.1666667
4152,4462,0.5,7,10,111.8333333,-93.83333333
3896,4711,0.5,10,7,281.1666667,-263.1666667
4783,4112,0.5,5,5,-218.1666667,229.1666667
4192,4713,0.5,7,5,180.5,-167.5
3929,3271,0.5,6,6,-212.8333333,225.8333333
4934,4617,0.5,6,5,-99.5,111.5
4255,3485,0.5,9,7,-247.8333333,264.8333333
3152,4919,0.5,8,5,596.5,-582.5
3797,3403,0.5,8,6,-123.5,138.5
3221,4095,0.5,7,7,298.8333333,-283.8333333
4592,4837,0.5,7,10,90.16666667,-72.16666667
4325,4469,0.5,10,8,57.83333333,-38.83333333
4967,3340,0.5,10,8,-532.5,551.5
4370,3673,0.5,10,5,-223.5,239.5
4889,4662,0.5,9,7,-66.83333333,83.83333333
3160,4399,0.5,6,9,420.5,-404.5
3887,4878,0.5,7,5,337.1666667,-324.1666667
3980,4406,0.5,6,6,148.5,-135.5
4224,3330,0.5,6,6,-291.5,304.5
3189,4429,0.5,8,9,422.1666667,-404.1666667
3921,3395,0.5,8,7,-167.1666667,183.1666667
3028,3131,0.5,7,6,41.5,-27.5
4519,3405,0.5,10,5,-362.5,378.5
3617,3380,0.5,10,10,-68.5,89.5
4449,3699,0.5,8,5,-242.5,256.5
4043,4299,0.5,5,7,91.5,-78.5
4357,4929,0.5,7,5,197.5,-184.5
3370,4483,0.5,7,8,378.8333333,-362.8333333
3604,3316,0.5,10,10,-85.5,106.5
3500,3632,0.5,8,5,51.5,-37.5
4239,3112,0.5,10,9,-365.5,385.5
4839,4121,0.5,7,9,-231.1666667,248.1666667
4445,3170,0.5,6,5,-418.8333333,430.8333333
4756,4007,0.5,8,8,-241.1666667,258.1666667
4305,3992,0.5,5,6,-98.5,110.5
3541,4251,0.5,8,7,244.8333333,-228.8333333
3619,4074,0.5,5,6,157.5,-145.5
4702,4456,0.5,6,6,-75.5,88.5
4381,4440,0.5,9,6,28.16666667,-12.16666667
4735,3760,0.5,10,9,-314.8333333,334.8333333
4888,3481,0.5,10,5,-460.1666667,476.1666667
4646,4318,0.5,9,5,-101.1666667,116.1666667
3519,3955,0.5,10,7,154.8333333,-136.8333333
4125,4396,0.5,9,8,99.5,-81.5
4484,4973,0.5,10,6,172.1666667,-155.1666667
3469,4524,0.5,5,6,357.5,-345.5
3394,3967,0.5,7,5,197.8333333,-184.8333333
3876,4062,0.5,7,9,70.16666667,-53.16666667
3052,4296,0.5,7,7,422.1666667,-407.1666667
3583,3644,0.5,6,7,27.16666667,-13.16666667
4835,4957,0.5,7,5,47.5,-34.5
4307,3430,0.5,6,9,-284.8333333,300.8333333
3112,4526,0.5,5,7,477.5,-464.5
3469,4182,0.5,8,6,245.5,-230.5
3845,4968,0.5,7,6,381.5,-367.5
3064,4824,0.5,7,8,594.5,-578.5
4271,4189,0.5,9,5,-19.16666667,34.16666667
3067,3349,0.5,9,6,102.5,-86.5
4385,4909,0.5,6,9,182.1666667,-166.1666667
4647,3449,0.5,7,8,-391.5,407.5
4866,3053,0.5,5,5,-598.8333333,609.8333333
3396,3880,0.5,6,10,169.1666667,-152.1666667
4943,4143,0.5,6,5,-260.5,272.5
4762,4339,0.5,9,7,-132.1666667,149.1666667
3765,3155,0.5,5,10,-196.1666667,212.1666667
3812,4916,0.5,8,7,376.1666667,-360.1666667
3309,4171,0.5,9,9,296.8333333,-277.8333333
3172,4158,0.5,10,7,338.1666667,-320.1666667
4745,4612,0.5,6,10,-36.5,53.5
4069,3657,0.5,10,6,-128.1666667,145.1666667
3220,4776,0.5,9,7,527.5,-510.5
4190,4773,0.5,5,7,200.5,-187.5
3557,4174,0.5,5,8,212.1666667,-198.1666667
3680,3176,0.5,10,6,-158.8333333,175.8333333
3205,3600,0.5,9,5,139.8333333,-124.8333333
3327,3707,0.5,8,6,134.5,-119.5
4022,4552,0.5,5,8,183.1666667,-169.1666667
4072,4702,0.5,9,9,219.5,-200.5
4926,4460,0.5,6,10,-147.5,164.5
4496,4623,0.5,7,6,49.5,-35.5
4167,3662,0.5,5,10,-161.1666667,177.1666667
4875,4219,0.5,8,6,-210.8333333,225.8333333
4718,4591,0.5,9,7,-33.5,50.5
3794,3845,0.5,10,5,25.83333333,-9.833333333
3646,3454,0.5,8,10,-54.83333333,73.83333333
4027,4205,0.5,10,5,68.16666667,-52.16666667
3785,4020,0.5,9,8,87.5,-69.5
3520,4721,0.5,9,8,409.5,-391.5
4288,4693,0.5,8,8,143.5,-126.5
4606,3944,0.5,5,9,-213.8333333,228.8333333
4034,4895,0.5,6,7,293.8333333,-279.8333333
4548,3437,0.5,9,10,-360.5,380.5
3465,4255,0.5,6,6,269.8333333,-256.8333333
4195,4565,0.5,5,6,129.1666667,-117.1666667
3846,4678,0.5,10,10,287.8333333,-266.8333333
3391,3248,0.5,7,5,-40.83333333,53.83333333
4242,3262,0.5,9,5,-318.5,333.5
3534,4864,0.5,8,10,452.5,-433.5
4993,3259,0.5,5,5,-572.5,583.5
3519,3525,0.5,6,10,9.833333333,7.166666667
3234,4813,0.5,7,6,533.5,-519.5
3176,3279,0.5,8,8,42.83333333,-25.83333333
3745,3162,0.5,10,10,-183.8333333,204.8333333
3666,3761,0.5,8,6,39.5,-24.5
4285,3061,0.5,5,10,-400.8333333,416.8333333
4134,3765,0.5,6,7,-116.1666667,130.1666667
4197,3387,0.5,9,9,-260.5,279.5
3900,4961,0.5,8,8,362.1666667,-345.1666667
4222,3838,0.5,8,7,-119.8333333,135.8333333
3887,3870,0.5,6,9,1.833333333,14.16666667
3590,4204,0.5,6,10,212.5,-195.5
4361,4124,0.5,9,6,-70.5,86.5
4747,3934,0.5,6,10,-263.1666667,280.1666667
4281,4144,0.5,5,5,-40.16666667,51.16666667
3703,3555,0.5,7,10,-40.83333333,58.83333333
4302,3317,0.5,10,7,-318.8333333,336.8333333
4726,4089,0.5,10,7,-202.8333333,220.8333333
4846,4020,0.5,7,7,-267.8333333,282.8333333
3134,4758,0.5,9,10,551.1666667,-531.1666667
4022,3973,0.5,9,5,-8.166666667,23.16666667
4828,3591,0.5,9,10,-402.5,422.5
4565,4745,0.5,6,10,67.83333333,-50.83333333
4006,4878,0.5,5,9,297.5,-282.5
4951,4377,0.5,6,5,-185.1666667,197.1666667
4546,3103,0.5,9,6,-472.5,488.5
3611,4051,0.5,10,7,156.1666667,-138.1666667
4368,3903,0.5,7,7,-147.5,162.5
3273,4769,0.5,8,5,506.1666667,-492.1666667
4578,4282,0.5,10,10,-88.16666667,109.1666667
4832,4701,0.5,7,6,-36.5,50.5
4770,4170,0.5,10,9,-189.8333333,209.8333333
4377,4781,0.5,8,10,143.8333333,-124.8333333
4039,3044,0.5,6,9,-324.1666667,340.1666667
4435,3776,0.5,8,9,-210.8333333,228.8333333
4052,3916,0.5,5,8,-38.83333333,52.83333333
4855,4673,0.5,8,10,-51.5,70.5
4960,3099,0.5,5,10,-613.1666667,629.1666667
3882,4967,0.5,6,10,369.5,-352.5
3931,3110,0.5,10,9,-263.5,283.5
3168,4128,0.5,9,7,328.8333333,-311.8333333
4011,4385,0.5,8,6,132.5,-117.5
3126,3235,0.5,6,9,43.83333333,-27.83333333
4415,3002,0.5,8,5,-463.5,477.5
4378,3254,0.5,6,10,-366.8333333,383.8333333
4777,4604,0.5,10,9,-47.5,67.5
4227,4564,0.5,8,5,119.8333333,-105.8333333
4785,4207,0.5,9,8,-183.5,201.5
3774,4847,0.5,6,6,364.1666667,-351.1666667
4040,4180,0.5,7,5,53.5,-40.5
4583,3552,0.5,8,10,-334.5,353.5
4456,4472,0.5,7,8,13.16666667,2.833333333
3874,3198,0.5,6,5,-219.1666667,231.1666667
3983,3678,0.5,5,5,-96.16666667,107.1666667
3579,3123,0.5,5,6,-146.1666667,158.1666667
3213,3515,0.5,10,9,110.8333333,-90.83333333
4415,3239,0.5,9,10,-382.1666667,402.1666667
4192,4883,0.5,9,8,239.5,-221.5
4202,4527,0.5,8,10,117.5,-98.5
3070,3770,0.5,10,6,242.5,-225.5
4782,3383,0.5,8,5,-458.8333333,472.8333333
3282,4632,0.5,7,10,458.5,-440.5
3031,3825,0.5,8,6,272.5,-257.5
3518,3102,0.5,8,10,-129.5,148.5
4966,4801,0.5,7,7,-47.5,62.5
3627,4629,0.5,6,6,340.5,-327.5
3062,4990,0.5,5,9,649.5,-634.5
3139,3473,0.5,6,5,117.5,-105.5
3825,3361,0.5,6,9,-147.1666667,163.1666667
3776,4495,0.5,5,8,246.1666667,-232.1666667
3858,4772,0.5,7,6,311.8333333,-297.8333333
3295,4915,0.5,8,8,548.5,-531.5
3122,4929,0.5,9,5,610.5,-595.5
4822,4695,0.5,9,7,-33.5,50.5
3383,3899,0.5,7,10,180.5,-162.5
3303,3649,0.5,8,5,122.8333333,-108.8333333
3632,4276,0.5,7,5,221.5,-208.5
3392,4755,0.5,10,6,463.5,-446.5
4191,3721,0.5,8,9,-147.8333333,165.8333333
4168,4387,0.5,10,6,82.16666667,-65.16666667
3513,3163,0.5,9,8,-107.5,125.5
4793,3579,0.5,6,10,-396.8333333,413.8333333
4014,4658,0.5,10,8,224.5,-205.5
3105,3896,0.5,10,8,273.5,-254.5
3841,3359,0.5,7,8,-152.8333333,168.8333333
3382,3578,0.5,5,10,72.5,-56.5
4974,3821,0.5,8,8,-375.8333333,392.8333333
3387,4911,0.5,9,10,517.8333333,-497.8333333
3096,4698,0.5,6,6,540.5,-527.5
3631,4449,0.5,10,10,283.1666667,-262.1666667
3356,3665,0.5,8,8,111.5,-94.5
3734,4681,0.5,8,8,324.1666667,-307.1666667
3272,3418,0.5,8,8,57.16666667,-40.16666667
4392,4760,0.5,6,6,129.1666667,-116.1666667
3536,3814,0.5,5,7,98.83333333,-85.83333333
3759,3737,0.5,9,9,2.166666667,16.83333333
3313,4563,0.5,8,8,425.1666667,-408.1666667
4142,3506,0.5,5,7,-205.8333333,218.8333333
4716,3126,0.5,10,8,-520.1666667,539.1666667
3625,3109,0.5,6,6,-165.5,178.5
3718,4571,0.5,6,7,291.1666667,-277.1666667
3508,4790,0.5,10,6,436.5,-419.5
3426,3905,0.5,6,6,166.1666667,-153.1666667
4995,3003,0.5,9,10,-654.1666667,674.1666667
3106,3524,0.5,9,7,148.1666667,-131.1666667
4289,3445,0.5,10,8,-271.5,290.5
4245,4572,0.5,10,7,118.5,-100.5
4463,3254,0.5,10,5,-394.1666667,410.1666667
3262,3018,0.5,5,10,-74.16666667,90.16666667
3724,3159,0.5,6,5,-182.1666667,194.1666667
3103,4834,0.5,10,5,585.8333333,-569.8333333
3194,3024,0.5,10,5,-47.83333333,63.83333333
3714,4051,0.5,5,7,118.5,-105.5
4641,3898,0.5,6,9,-240.1666667,256.1666667
4436,3835,0.5,8,8,-191.8333333,208.8333333
4140,4363,0.5,9,5,82.5,-67.5
3372,4508,0.5,9,10,388.5,-368.5
3075,3905,0.5,6,8,283.8333333,-268.8333333
4341,4828,0.5,7,8,170.1666667,-154.1666667
3478,3466,0.5,6,7,2.833333333,11.16666667
3787,4348,0.5,6,8,194.1666667,-179.1666667
3955,4502,0.5,8,7,190.5,-174.5
3085,4510,0.5,10,7,484.5,-466.5
4753,3793,0.5,10,9,-309.8333333,329.8333333
3344,3852,0.5,8,8,177.8333333,-160.8333333
3126,4821,0.5,10,7,574.5,-556.5
3950,4624,0.5,8,8,233.1666667,-216.1666667
3857,4540,0.5,9,7,236.5,-219.5
4889,3220,0.5,9,10,-546.5,566.5
4290,4180,0.5,10,10,-26.16666667,47.16666667
4891,3321,0.5,5,6,-517.5,529.5
3917,3124,0.5,7,5,-257.5,270.5
3075,4875,0.5,6,9,607.5,-591.5
3246,4917,0.5,6,8,564.1666667,-549.1666667
3264,4730,0.5,6,5,494.8333333,-482.8333333
4948,4644,0.5,5,8,-94.83333333,108.8333333
3314,3709,0.5,5,9,138.5,-123.5
3719,3871,0.5,5,7,56.83333333,-43.83333333
3444,3276,0.5,5,9,-49.16666667,64.16666667
3013,4813,0.5,5,9,606.8333333,-591.8333333
3078,3568,0.5,5,6,169.1666667,-157.1666667
3460,4430,0.5,7,7,330.8333333,-315.8333333
4133,3959,0.5,10,9,-47.83333333,67.83333333
4182,3048,0.5,5,6,-372.1666667,384.1666667
4225,3344,0.5,9,10,-283.8333333,303.8333333
3050,4037,0.5,9,5,337.1666667,-322.1666667
4535,4351,0.5,6,9,-53.83333333,69.83333333
3340,3261,0.5,9,10,-16.5,36.5
4615,3355,0.5,5,8,-413.5,427.5
3681,4258,0.5,7,5,199.1666667,-186.1666667
4426,4171,0.5,7,5,-78.16666667,91.16666667
4838,3781,0.5,7,5,-345.5,358.5
3995,3433,0.5,6,8,-180.1666667,195.1666667
4484,3803,0.5,5,8,-220.5,234.5
4660,3477,0.5,6,10,-386.5,403.5
3490,3890,0.5,6,9,140.8333333,-124.8333333
4060,3327,0.5,5,6,-238.5,250.5
3352,3898,0.5,10,5,190.8333333,-174.8333333
3459,4652,0.5,10,7,407.1666667,-389.1666667
