pid,year,hid,housenum,p20ans,p21ans,p21area,p21area_siz,p21hhldsiz,p21gender,p21age1,p21school,p21mar,p21income1,p21job1,p21job2,p21relig1,ott_yes,ott_freq,ott_score,sns_yes,sns_freq_1,sns_freq_2,sns_freq_3,sns_freq_4,sns_score_1,sns_score_1,sns_score_1,sns_score_1,sns_score_all,p21d25040,p21d25041,p21d25042,p21d25043,p21d25044,p21d25045,p21d25046,p21d25047,p21d25048,p21d25049,p21d25050,p21d25051,p21d25052,p21d25053,p21d25054,p21d25055,p21d25056,p21d25057,p21d25058,p21d25059,p21d25060,pc_ability,p21d25061,p21d25062,p21d25063,p21d25064,p21d25065,p21d25066,p21d25067,p21d25068,p21d25070,p21d25071,p21d25072,p21d25073,p21d25074,p21d25075,p21d25076,p21d25077,p21d25078,p21d25079,p21d25080,p21d25081,p21d25082,p21d25083,p21d25084,p21d25085,p21d25086,smart_ability,p21h01001,p21h01002,p21h01003,p21h01004,p21h01005,p21h01006,p21h01007,p21h01008,p21h01009,p21h01010,esteem
5400003,2020,54000,3,1,1,8,1,3,2,19,5,1,1,2, ,1,1,4,6,1,1,7,8,5,9,3,2,5,4.75,4,5,5,5,5,5,3,4,4,4,3,3,5,5,5,5,4,3,5,5,3,4.285714286,5,5,5,5,5,5,5,5,5,4,4,5,4,3,5,5,5,5,5,5,5,5,3,3,3,4.56,3,2,1,4,2,3,3,3,1,2,31
5400004,2020,54000,4,1,1,8,1,3,1,15,3,1,1,2, ,1,1,1,9,2, , , , ,0,0,0,0,0,2,5,4,2,5,4,3,2,1,2,3,3,5,5,3,5,3,1,4,2,1,3.095238095,5,5,5,5,5,5,3,5,5,3,1,1,3,3,5,5,4,5,4,1,4,2,2,3,3,3.68,3,3,1,4,1,3,3,3,1,2,33
5410001,2020,54100,1,1,1,8,1,3,1,50,5,2,9,1,1,2,2, ,0,1,7,9,9,9,3,1,1,1,1.5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,1,2,1,3,3,3,1,1,32
5410002,2020,54100,2,1,1,8,1,3,2,47,5,2,1,2, ,1,1,2,8,1,5,5,9,9,5,5,1,1,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,2,2,1,4.333333333,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4.96,3,3,1,3,1,2,3,1,1,3,32
5410003,2020,54100,3,1,1,8,1,3,2,15,3,1,1,2, ,1,2, ,0,1,1,9,9,9,9,1,1,1,3,4,5,4,4,4,5,5,5,1,1,2,2,4,4,4,4,4,4,4,4,3,3.666666667,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,4.96,3,3,1,3,1,3,3,3,1,1,33
5410006,2020,54100,6,1,1,8,1,3,2,85,2,3,1,2, ,2,2, ,0,2, , , , ,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,1,2,3,2,2,2,2,26
5430001,2020,54300,1,1,1,8,1,3,1,46,5,2,12,1,1,2,1,3,7,1,5,8,8,8,5,2,2,2,2.75,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,3,1,2,2,4,3,3,1,2,32
5430002,2020,54300,2,1,1,8,1,3,2,45,5,2,6,1,1,2,2, ,0,2, , , , ,0,0,0,0,0,5,5,5,5,5,5,5,4,5,5,4,4,5,5,5,5,4,3,4,4,3,4.523809524,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,5,5,4,4,4,4,3,5,5,4.68,3,4,2,3,2,2,1,2,2,2,28
5430003,2020,54300,3,1,1,8,1,3,2,15,3,1,1,2, ,2,1,2,8,1,2,5,4,4,8,5,6,6,6.25,5,5,5,5,5,5,5,5,1,1,3,3,2,2,2,2,5,5,5,5,3,3.761904762,5,5,5,5,5,5,5,5,5,5,2,2,3,3,2,2,2,2,5,5,5,5,3,4,3,3.92,3,3,1,4,1,3,3,2,1,1,35
5440001,2020,54400,1,1,1,8,1,3,1,45,6,2,13,1,1,2,1,2,8,2, , , , ,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,1,3,3,3,3,3,2,2,29
5440002,2020,54400,2,1,1,8,1,3,2,39,4,2,1,2, ,2,1,2,8,2, , , , ,0,0,0,0,0,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3.19047619,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3.2,3,3,1,2,3,3,3,3,1,1,30
5440003,2020,54400,3,1,1,8,1,3,1,13,3,1,1,2, ,2,1,1,9,2, , , , ,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,3,3,3,3,3,3,4,4,4,4,4,4,3,3,3,3,3,3.56,3,3,2,2,2,3,3,2,2,2,29
5450001,2020,54500,1,1,1,8,1,3,1,47,4,2,10,1,1,2,2, ,0,2, , , , ,0,0,0,0,0,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2.285714286,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2.2,3,3,1,3,3,3,3,4,1,1,30
5450002,2020,54500,2,1,1,8,1,3,2,45,4,2,1,2, ,2,1,3,7,2, , , , ,0,0,0,0,0,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2.666666667,4,4,4,4,4,4,4,4,3,4,4,4,4,3,4,4,4,4,4,4,4,3,4,4,4,3.88,3,3,3,3,3,3,3,3,2,3,26
5450003,2020,54500,3,1,1,8,1,3,1,14,3,1,1,2, ,2,2, ,0,2, , , , ,0,0,0,0,0,4,4,4,4,4,4,4,4,1,1,4,4,4,4,4,4,3,3,3,3,3,3.476190476,4,4,4,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3.8,3,3,3,3,3,3,3,2,1,1,30
5460002,2020,54600,2,1,1,8,1,1,2,78,2,3,2,2, ,2,2, ,0,2, , , , ,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,3,1,2,3,4,3,3,1,1,32
5470002,2020,54700,2,1,1,1,1,2,2,81,2,2,1,2, ,2,2, ,0,2, , , , ,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,5,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.36,1,2,3,3,4,2,1,3,1,2,21
5470003,2020,54700,3,1,1,1,1,2,1,57,3,1,5,1,1,2,2, ,0,2, , , , ,0,0,0,0,0,2,2,2,3,4,4,3,3,5,3,3,3,4,2,2,2,1,1,1,2,1,2.523809524,5,5,5,5,3,5,4,4,5,4,5,3,2,2,4,3,2,1,5,2,2,1,2,1,1,3.24,2,2,3,3,4,2,1,3,2,1,22
5510001,2020,55100,1,1,1,1,1,2,1,74,3,2,2,1,1,2,2, ,0,2, , , , ,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,2,3,2,4,3,3,2,2,30
5510002,2020,55100,2,1,1,1,1,2,2,71,2,2,2,1,1,2,2, ,0,2, , , , ,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,4,1,3,2,4,3,4,1,3,31
5520002,2020,55200,2,1,1,1,1,1,2,85,3,3,2,2, ,1,2, ,0,2, , , , ,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.2,3,3,2,3,3,4,2,3,2,2,28
5530001,2020,55300,1,1,1,1,1,3,1,50,5,2,8,1,1,2,1,4,6,2, , , , ,0,0,0,0,0,4,4,5,4,4,3,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,3.952380952,4,4,5,5,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4.04,3,2,1,2,1,3,3,2,1,1,32
5530002,2020,55300,2,1,1,1,1,3,2,45,5,2,6,1,1,2,1,4,6,2, , , , ,0,0,0,0,0,4,4,4,4,4,4,3,3,3,3,4,3,4,4,4,3,3,4,4,4,4,3.666666667,4,4,4,3,4,4,4,5,4,3,4,4,4,4,4,4,4,4,3,4,4,4,3,4,4,3.88,3,3,1,3,1,3,3,3,1,1,33
5530003,2020,55300,3,1,1,1,1,3,1,18,4,1,1,2, ,2,2, ,0,2, , , , ,0,0,0,0,0,5,5,4,5,5,5,4,4,5,5,5,4,5,4,4,4,5,5,5,4,4,4.571428571,5,5,5,4,4,5,5,5,4,4,5,5,5,4,4,4,5,4,4,4,5,5,5,4,4,4.52,3,3,1,3,1,3,3,3,1,1,33
5530004,2020,55300,4,1,1,1,1,3,2,16,4,1,1,2, ,2,1,2,8,1,4,4,4,4,6,6,6,6,6,4,4,4,4,3,4,4,4,3,3,4,4,4,4,3,3,3,3,4,3,4,3.619047619,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,1,2,1,3,3,3,1,1,32
5540001,2020,55400,1,1,1,1,1,3,1,57,5,2,8,1,1,2,1,3,7,2, , , , ,0,0,0,0,0,4,4,4,4,5,5,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4.047619048,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,3,1,2,1,3,2,2,1,1,31
5540002,2020,55400,2,1,1,1,1,3,2,59,5,2,1,2, ,2,1,3,7,2, , , , ,0,0,0,0,0,4,4,5,5,4,4,4,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2.80952381,5,5,4,4,4,3,4,4,4,4,2,3,2,2,2,2,2,2,3,2,2,2,2,2,2,2.92,3,3,1,3,1,3,3,3,1,1,33
5540003,2020,55400,3,1,1,1,1,3,1,25,5,1,7,1,1,2,1,2,8,1,5,5,6,5,5,5,4,5,4.75,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,1,3,1,2,3,3,1,1,32
5540004,2020,55400,4,1,1,1,1,3,1,23,5,1,8,1,1,2,1,2,8,1,4,4,6,5,6,6,4,5,5.25,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,4,5,5,4.904761905,5,5,5,5,5,5,5,4,5,5,4,5,5,5,5,5,5,5,5,4,5,5,4,5,5,4.84,3,3,1,3,1,2,3,2,1,1,33
5550001,2020,55500,1,1,1,1,1,3,2,65,2,3,2,1,1,2,2, ,0,2, , , , ,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,1,2,3,2,2,3,2,2,25
5550002,2020,55500,2,1,1,1,1,3,2,74,2,3,2,1,1,2,2, ,0,2, , , , ,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,3,3,2,3,3,2,2,26
5570001,2020,55700,1,1,1,1,1,3,1,56,4,2,8,1,1,2,1,3,7,2, , , , ,0,0,0,0,0,3,3,4,4,4,3,3,4,4,3,3,3,4,3,3,4,4,3,3,3,3,3.380952381,4,4,3,4,4,4,4,4,4,3,3,3,4,3,4,4,4,4,4,4,3,4,3,3,3,3.64,3,2,1,3,1,3,2,3,1,1,31
5570002,2020,55700,2,1,1,1,1,3,2,48,3,2,1,2, ,2,1,3,7,2, , , , ,0,0,0,0,0,3,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,2,3,3,2,3,3.19047619,4,4,5,4,4,4,4,4,3,4,3,3,2,3,3,3,3,3,3,2,3,3,3,3,3,3.32,2,3,1,2,1,3,2,3,1,1,30
5580001,2020,55800,1,1,1,1,1,3,1,48,5,2,9,1,1,2,1,4,6,2, , , , ,0,0,0,0,0,4,4,3,4,4,3,3,4,4,4,5,4,4,4,3,4,4,4,4,3,4,3.80952381,4,3,4,4,4,4,4,3,4,4,4,3,4,4,4,3,4,4,4,4,3,4,4,3,4,3.76,2,2,1,2,1,2,2,2,1,1,29
5580002,2020,55800,2,1,1,1,1,3,2,46,5,2,8,1,1,2,1,4,6,2, , , , ,0,0,0,0,0,3,4,4,3,3,5,3,3,3,4,3,3,3,3,3,3,3,4,3,3,3,3.285714286,4,5,4,4,3,4,4,4,4,4,4,3,3,2,2,3,2,2,2,2,3,3,2,2,2,3.08,3,3,1,3,1,3,2,2,1,1,33
5590001,2020,55900,1,1,1,1,1,3,1,43,5,2,9,1,1,2,1,3,7,2, , , , ,0,0,0,0,0,4,4,4,4,5,4,4,4,4,4,5,4,4,4,4,5,5,4,4,4,4,4.19047619,4,4,4,4,5,4,4,5,4,4,4,4,4,5,4,4,4,4,4,4,5,4,4,4,4,4.16,3,3,1,3,1,2,2,3,1,1,31
5590002,2020,55900,2,1,1,1,1,3,2,45,5,2,1,2, ,2,1,3,7,2, , , , ,0,0,0,0,0,4,4,4,4,4,4,3,3,3,4,4,3,3,3,4,4,3,3,3,4,4,3.571428571,4,4,5,4,4,3,4,4,4,3,4,4,4,4,4,4,4,4,4,5,4,5,5,4,4,4.08,2,2,1,3,1,3,3,3,1,1,31
5600001,2020,56000,1,1,1,1,1,3,1,64,5,2,9,1,1,2,1,3,7,2, , , , ,0,0,0,0,0,4,4,3,4,4,4,3,3,4,4,4,3,3,3,3,4,4,4,3,4,4,3.619047619,4,4,4,3,4,4,4,4,3,4,4,4,4,4,4,4,3,3,4,4,4,4,3,4,4,3.8,2,2,1,2,1,2,2,2,1,1,29
5600002,2020,56000,2,1,1,1,1,3,2,57,5,2,1,2, ,2,1,3,7,2, , , , ,0,0,0,0,0,3,3,3,4,4,4,4,3,3,4,4,4,3,3,3,4,4,4,4,3,3,3.523809524,3,4,4,4,3,3,3,4,4,4,4,4,4,3,4,4,4,4,3,4,4,4,4,4,4,3.76,2,2,1,2,1,2,3,2,1,1,30
5670001,2020,56700,1,1,1,8,1,3,1,49,5,2,13,1,1,2,1,1,9,2, , , , ,0,0,0,0,0,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4.095238095,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,1,3,2,3,3,3,1,2,31
5670002,2020,56700,2,1,1,8,1,3,2,49,4,2,1,2, ,2,1,1,9,2, , , , ,0,0,0,0,0,5,4,5,5,4,4,4,4,5,5,5,5,4,4,4,4,4,4,4,4,4,4.333333333,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,3.6,3,3,2,1,4,4,3,3,1,1,28
5670003,2020,56700,3,1,1,8,1,3,1,21,5,1,3,1,1,2,1,2,8,1,4,4,4,4,6,6,6,6,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,4,4,4.56,3,4,1,2,3,3,3,2,1,1,32
5670004,2020,56700,4,1,1,8,1,3,1,18,4,1,1,2, ,2,2, ,0,1,6,6,6,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,4,4,3,1,1,31
5680001,2020,56800,1,1,1,8,1,1,2,49,5,1,6,1,1,2,1,2,8,2, , , , ,0,0,0,0,0,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,3,3,2,2,3.571428571,4,4,4,4,4,3,4,4,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,3,3,3,1,3,3,3,3,3,2,2,29
5690001,2020,56900,1,1,1,1,1,3,1,67,4,2,7,1,1,2,1,3,7,2, , , , ,0,0,0,0,0,4,4,4,4,3,3,4,4,4,3,3,3,3,4,4,4,3,3,3,4,4,3.571428571,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4,3,4,3,3,4,3,4,4,4,3,3.72,2,2,1,2,1,2,2,2,1,1,29
5690002,2020,56900,2,1,1,1,1,3,2,65,4,2,1,2, ,2,1,3,7,2, , , , ,0,0,0,0,0,4,3,3,3,3,4,4,4,3,3,3,3,3,3,3,3,4,3,3,3,3,3.238095238,5,5,5,4,4,4,4,3,3,4,4,4,3,3,4,4,4,3,3,3,3,4,3,3,3,3.68,3,3,1,3,1,3,3,3,1,1,33
5720001,2020,57200,1,1,1,1,1,3,1,77,2,2,2,2, ,2,2, ,0,2, , , , ,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,2,3,3,2,4,1,2,24
5720002,2020,57200,2,1,1,1,1,3,2,68,2,2,3,2, ,1,2, ,0,2, , , , ,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.32,2,2,1,3,2,3,3,3,2,2,28
5730001,2020,57300,1,1,1,1,1,3,1,65,4,2,3,1,1,1,2, ,0,2, , , , ,0,0,0,0,0,1,1,1,2,2,2,2,1,2,1,1,2,2,1,1,2,1,2,1,1,1,1.428571429,5,4,5,4,2,1,2,2,1,2,1,2,1,2,4,1,2,2,3,2,1,1,1,1,1,2.12,2,4,1,3,2,3,4,3,2,2,31
5730002,2020,57300,2,1,1,1,1,3,2,61,3,2,2,1,1,1,2, ,0,2, , , , ,0,0,0,0,0,1,1,1,2,2,3,2,2,4,2,2,3,3,2,1,2,2,1,2,1,1,1.904761905,5,5,5,5,3,4,3,2,3,3,4,2,2,3,2,2,1,2,3,1,2,1,1,1,1,2.64,3,3,2,3,2,4,3,4,1,3,29
5740001,2020,57400,1,1,1,8,1,3,1,44,5,2,6,1,1,2,1,4,6,1,6,6,6,6,4,4,4,4,4,3,4,4,4,4,4,3,3,3,3,4,4,4,4,4,4,4,3,3,3,3,3.571428571,4,4,4,4,4,4,3,3,3,4,4,4,4,4,4,4,4,3,4,4,3,3,4,4,4,3.76,3,3,2,3,2,3,3,3,2,2,29
5740002,2020,57400,2,1,1,8,1,3,2,45,5,2,1,2, ,2,1,4,6,1,7,7,5,5,3,3,5,5,4,3,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2.857142857,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,4,3,3,3,3,3,4,4,4,3,3.68,3,3,2,3,2,3,3,3,2,2,29
5780001,2020,57800,1,1,1,1,1,3,2,66,3,3,2,2, ,1,2, ,0,2, , , , ,0,0,0,0,0,1,1,1,1,1,1,2,2,2,1,2,2,1,2,2,1,2,1,1,1,1,1.380952381,5,3,5,3,1,3,2,2,2,1,2,1,2,1,1,2,1,1,2,2,1,1,1,1,1,1.88,3,2,2,3,2,3,1,4,1,2,26
5780002,2020,57800,2,1,1,1,1,3,2,31,5,1,5,1,1,1,1,2,8,1,1,7,7,7,9,3,3,3,4.5,3,2,3,4,5,5,4,4,5,5,4,5,5,5,4,4,3,3,2,3,3,3.857142857,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,5,5,4,2,2,3,2,4.4,4,3,1,3,2,4,3,3,2,2,32
5780003,2020,57800,3,1,1,1,1,3,1,30,5,1,5,1,1,1,1,1,9,2, , , , ,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,4.761904762,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,3,3,3,4.6,4,3,1,4,3,3,2,4,2,2,29
5800001,2020,58000,1,1,1,1,1,3,1,57,5,2,7,1,1,2,1,2,8,2, , , , ,0,0,0,0,0,4,4,3,4,4,3,3,4,4,3,3,4,4,4,4,3,4,4,4,3,4,3.666666667,4,4,4,4,3,4,4,4,3,4,3,3,4,3,4,4,3,3,4,3,3,4,3,3,3,3.52,3,3,1,3,1,3,3,3,1,1,33
5800002,2020,58000,2,1,1,1,1,3,2,57,5,2,1,2, ,2,1,3,7,2, , , , ,0,0,0,0,0,3,4,2,4,4,4,4,2,2,2,2,2,1,1,1,1,1,1,1,1,1,2.095238095,4,4,4,4,4,2,4,4,4,4,2,2,4,4,2,2,2,2,1,1,1,1,1,1,1,2.6,3,3,1,3,1,3,3,2,1,1,34
5800003,2020,58000,3,1,1,1,1,3,1,27,5,1,5,1,1,2,1,2,8,1,3,6,5,4,7,4,5,6,5.5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,1,3,1,3,3,3,1,1,33
5800004,2020,58000,4,1,1,1,1,3,1,25,5,1,5,1,1,2,1,2,8,1,4,5,5,5,6,5,5,5,5.25,5,5,4,4,4,4,4,4,4,5,4,4,4,4,4,4,4,5,4,4,4,4.19047619,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,3.92,3,3,1,3,1,3,3,3,1,1,33
5830001,2020,58300,1,1,1,1,1,3,1,57,5,2,7,1,1,2,1,4,6,2, , , , ,0,0,0,0,0,4,4,5,4,4,4,4,4,5,5,4,4,4,5,4,4,4,4,4,4,4,4.19047619,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4,4,3,3,1,3,1,3,3,3,1,1,33
5830002,2020,58300,2,1,1,1,1,3,2,55,5,2,1,2, ,2,1,4,6,2, , , , ,0,0,0,0,0,4,4,3,4,4,4,4,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2.666666667,4,4,4,4,4,4,4,4,3,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2.76,3,3,1,3,1,3,3,3,1,1,33
5830003,2020,58300,3,1,1,1,1,3,1,25,5,1,6,1,1,2,1,2,8,1,3,3,3,3,7,7,7,7,7,4,4,4,4,5,5,4,4,5,5,4,5,5,4,4,4,4,3,4,4,4,4.238095238,4,4,4,4,4,4,4,4,4,4,4,5,4,4,5,5,4,4,4,4,4,4,4,4,4,4.12,3,3,1,3,1,3,3,3,1,1,33
5830004,2020,58300,4,1,1,1,1,3,1,23,5,1,5,1,1,2,1,2,8,1,4,4,3,3,6,6,7,7,6.5,4,4,4,4,5,5,4,4,4,4,4,4,4,4,4,5,4,4,5,4,4,4.19047619,4,4,4,4,4,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,3,3,1,3,1,3,3,3,1,1,33
5840001,2020,58400,1,1,1,1,1,3,1,60,5,2,9,1,1,2,1,2,8,2, , , , ,0,0,0,0,0,4,4,4,3,4,4,3,4,4,4,3,4,3,3,3,3,3,4,4,3,3,3.523809524,4,5,5,4,4,4,4,4,3,4,4,4,3,4,4,4,4,3,4,4,3,4,4,4,4,3.92,3,3,1,3,1,2,3,3,1,1,32
5840002,2020,58400,2,1,1,1,1,3,2,57,4,2,1,2, ,2,1,3,7,2, , , , ,0,0,0,0,0,4,4,4,3,3,3,3,3,2,2,3,3,4,4,3,3,3,2,2,2,2,2.952380952,4,4,4,4,4,4,4,5,4,4,2,2,3,4,4,4,3,3,4,4,5,4,3,4,4,3.76,2,2,1,2,1,3,2,2,1,1,30
5860001,2020,58600,1,1,1,1,1,3,1,55,5,2,8,1,1,2,1,4,6,2, , , , ,0,0,0,0,0,4,4,3,3,3,4,4,3,3,3,4,4,3,3,4,4,3,3,4,4,3,3.476190476,4,4,3,3,3,3,4,4,3,4,4,4,3,3,4,4,3,3,4,3,3,4,4,3,3,3.48,2,2,1,2,1,2,2,2,1,1,29
5860002,2020,58600,2,1,1,1,1,3,2,53,5,2,1,2, ,2,1,3,7,2, , , , ,0,0,0,0,0,4,4,3,3,4,4,3,3,2,3,3,3,2,2,2,2,3,2,2,2,2,2.761904762,4,4,4,4,3,4,4,4,3,4,4,4,3,4,4,4,4,3,4,3,4,4,4,3,3,3.72,2,2,1,2,1,2,2,2,1,1,29
5860003,2020,58600,3,1,1,1,1,3,1,25,5,1,7,1,1,2,1,2,8,1,3,5,6,4,7,5,4,6,5.5,4,4,4,4,4,3,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,3.904761905,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,3,4,4,3.96,2,3,1,3,1,3,3,3,1,1,32
5860004,2020,58600,4,1,1,1,1,3,1,24,5,1,6,1,1,2,1,2,8,1,4,4,5,5,6,6,5,5,5.5,4,4,4,4,4,5,5,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4.047619048,4,4,4,4,4,4,4,4,5,5,5,4,4,4,4,4,5,4,4,4,5,5,4,4,4,4.24,2,2,1,2,1,2,2,2,1,1,29
5870001,2020,58700,1,1,1,1,1,1,2,64,5,1,5,1,1,1,2, ,0,2, , , , ,0,0,0,0,0,1,3,1,1,1,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.380952381,4,4,1,1,1,1,1,1,4,4,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1.56,2,2,1,1,1,2,2,3,2,2,25
5880001,2020,58800,1,1,1,1,1,3,1,61,5,2,9,1,1,2,1,3,7,2, , , , ,0,0,0,0,0,4,4,4,4,4,4,5,4,4,4,3,4,4,4,4,4,5,4,4,5,4,4.095238095,4,4,5,5,4,4,4,4,5,4,4,3,4,4,4,4,4,4,4,4,5,4,4,3,4,4.08,3,3,1,2,1,3,2,2,1,1,32
5880002,2020,58800,2,1,1,1,1,3,2,54,4,2,1,2, ,2,1,3,7,2, , , , ,0,0,0,0,0,4,4,4,5,4,4,4,4,3,3,3,3,4,5,4,3,3,3,3,4,3,3.666666667,5,5,5,5,4,4,4,4,4,4,4,3,4,4,4,4,4,3,5,4,4,3,4,4,4,4.08,3,3,1,2,1,3,3,2,1,1,33
