customer_id,recency,frequency,monetary,class
15410,177,122,28.29,No_Value
15411,156,98,13.74,No_Value
15412,0,10,19.05,No_Value
15414,232,39,19.87,Average
15415,0,48,11.93,No_Value
15416,218,192,20.75,No_Value
15417,0,28,18.17,No_Value
15419,0,8,16.98,No_Value
15421,251,53,17.93,Below
15422,0,6,16.28,No_Value
15423,0,2,21.75,No_Value
15424,0,17,22.55,No_Value
15426,350,243,5.8,Below
15427,13,281,5.22,No_Value
15428,0,6,15.63,No_Value
15429,48,73,5.36,No_Value
15432,0,10,17.12,No_Value
15433,53,41,13.01,No_Value
15434,191,52,19.28,Good
15435,0,29,5.15,No_Value
15436,221,280,3.91,Below
15437,0,41,4.83,No_Value
15438,0,25,6.26,No_Value
15440,154,59,6.46,No_Value
15442,0,2,297,No_Value
15443,318,372,8.69,Best
15444,31,210,6.72,No_Value
15445,0,5,22.7,No_Value
15447,0,9,17.24,No_Value
15448,0,28,17.67,No_Value
15449,235,60,16.24,Below
15450,0,30,14.33,No_Value
15452,234,56,9.6,Below
15453,185,264,5.2,Good
15454,0,25,7.16,No_Value
15456,75,58,7.69,No_Value
15457,0,54,4.33,No_Value
15458,0,7,23.09,No_Value
15460,0,55,3.9,No_Value
15462,92,11,21.33,No_Value
15463,0,7,18.02,No_Value
15464,0,154,6.8,No_Value
15465,349,97,75.82,Good
15466,0,55,6.06,No_Value
15467,142,52,10.09,Average
15468,0,24,19.48,No_Value
15469,69,24,22.44,No_Value
15471,0,67,6.89,No_Value
15472,0,73,5.06,No_Value
15473,46,6,210.2,Good
15475,0,29,15.66,No_Value
15478,16,46,31.34,No_Value
15482,343,53,100.87,Best
15483,105,64,3.43,No_Value
15484,77,187,19.05,Best
15485,343,86,29.94,Average
15488,0,2,45.66,No_Value
15489,188,50,22.69,Average
15491,140,154,20.13,No_Value
15492,46,35,18.84,No_Value
15493,238,291,6.71,No_Value
15494,99,120,10.8,No_Value
15497,302,15,84.15,Good
15498,364,511,26.06,Best
15500,73,68,16.64,Average
15502,353,191,33.54,Average
15503,0,48,2.75,No_Value
15504,0,12,4.34,No_Value
15505,102,95,36.81,No_Value
15506,116,148,6.55,No_Value
15507,0,46,10.7,No_Value
15508,46,91,10.99,No_Value
15510,0,1,250,No_Value
15511,73,148,6.1,No_Value
15512,203,7,17.29,Below
15513,340,306,47.67,No_Value
15514,352,114,23.88,Good
15516,1,14,4.4,No_Value
15517,0,27,9.89,No_Value
15518,268,203,9.2,No_Value
15520,0,18,19.08,No_Value
15521,214,152,16.39,No_Value
15522,54,52,7.6,No_Value
15523,0,10,41.2,No_Value
15524,0,1,440,No_Value
15525,371,157,5,Average
15526,0,4,37.11,No_Value
15527,335,157,15.45,Below
15528,0,20,11.22,No_Value
15529,343,635,6.22,No_Value
15530,225,108,13.91,Below
15531,22,223,8.99,No_Value
15532,332,238,6.4,No_Value
15533,69,80,9.91,No_Value
15535,154,75,7.15,No_Value
15537,0,22,4.97,No_Value
15539,0,41,13.13,No_Value
15540,0,15,14.22,No_Value
15541,0,18,4.22,No_Value
15543,0,26,4.85,No_Value
15544,363,259,13.69,Average
15545,316,73,3.94,Below
15547,354,678,7.28,Below
15549,239,112,14.77,No_Value
15550,297,59,9.73,Average
15551,0,29,15.04,No_Value
15552,0,17,5.3,No_Value
15553,0,54,8.08,No_Value
15554,0,14,15.51,No_Value
15555,357,840,5.67,No_Value
15556,0,30,9.3,No_Value
15557,0,20,23.68,No_Value
15561,203,24,30.53,Average
15562,0,1,134.55,No_Value
15563,336,112,12.24,Below
15565,20,8,21.65,No_Value
15567,0,7,26.57,No_Value
15568,70,52,14.57,Good
15569,228,25,54.84,Below
15570,362,317,13.06,Good
15571,66,53,12.24,Below
15572,273,211,12.08,Best
15573,53,90,6.66,No_Value
15574,194,146,4.72,No_Value
15576,0,45,20.9,No_Value
15577,154,33,7.76,No_Value
15578,0,11,11.45,No_Value
15579,245,50,6.96,No_Value
15581,245,135,25.33,No_Value
15582,195,44,15.52,Average
15584,138,118,6.11,No_Value
15585,0,31,14.69,No_Value
15587,301,9,101.52,Average
15589,54,28,16.31,No_Value
15592,0,24,16.19,No_Value
15593,0,5,39.96,No_Value
15594,218,103,17.2,Average
15596,150,74,18.54,No_Value
15597,0,22,14.75,No_Value
15598,0,14,17.19,No_Value
15599,177,52,14.65,Below
15601,361,409,16.54,Below
15602,359,42,26.31,Average
15603,0,2,24.24,No_Value
15604,0,17,12.73,No_Value
15605,337,67,17.88,Below
15606,263,73,38.92,No_Value
15607,0,13,8.06,No_Value
15608,92,60,18.23,No_Value
15609,0,14,19.29,No_Value
15610,0,6,18.74,No_Value
15611,325,43,37.01,Good
15612,25,6,32.53,Below
15615,348,423,24.59,Below
15618,103,42,18.02,No_Value
15619,0,3,112.13,No_Value
15620,301,99,15.54,No_Value
15621,17,15,80.94,Good
15622,239,170,19.42,No_Value
15623,0,19,15.84,No_Value
15624,139,34,17.3,No_Value
15625,131,63,24.12,No_Value
15626,254,49,13.79,No_Value
15628,362,155,18.52,Best
15630,159,60,19.77,No_Value
15632,259,157,19.67,Below
15634,0,15,16.24,No_Value
15636,192,25,28.99,Below
15637,0,15,14.89,No_Value
15639,0,25,17.01,No_Value
15640,367,483,25.91,Best
15641,253,119,15.86,No_Value
15643,90,33,20.12,No_Value
15644,94,218,3.66,No_Value
15645,0,46,13.24,No_Value
15646,214,34,12.5,No_Value
15648,62,24,25.26,No_Value
15649,31,2,408,No_Value
15651,223,32,20.2,Below
15652,0,21,16.08,No_Value
15653,23,6,146.24,No_Value
15654,16,21,43.93,Below
15655,0,32,16.29,No_Value
15656,238,47,15.93,Below
15657,0,1,30,No_Value
15658,182,46,21.8,No_Value
15659,0,11,27.86,No_Value
15660,340,89,17.54,Average
15661,21,5,61.96,No_Value
15663,0,9,15.35,No_Value
15664,0,17,22.73,No_Value
15665,74,116,19.33,No_Value
15667,0,13,23.18,No_Value
15668,0,1,76.32,No_Value
15669,223,33,20.74,Below
15670,0,12,14.42,No_Value
15671,252,78,34.07,Average
15673,238,155,18.59,No_Value
15674,141,74,18.7,No_Value
15675,198,21,15.41,Below
15676,265,198,17,Below
15677,0,33,19.92,No_Value
15678,0,12,29.39,No_Value
15679,158,108,7.22,No_Value
15680,356,78,17.1,Good
15681,97,28,21.37,No_Value
15683,0,10,19.38,No_Value
15687,321,166,18.03,Good
15689,241,9,28.23,Below
15690,96,19,12.62,Average
15691,0,2,68.4,No_Value
15692,0,12,15.92,No_Value
15694,372,76,83.79,Best
15695,0,22,18.64,No_Value
15696,293,168,15.87,No_Value
15699,0,18,17.2,No_Value
15700,1,84,8.15,No_Value
15701,108,213,7.17,Good
15703,0,5,42.3,No_Value
15704,75,116,19.77,No_Value
15705,0,6,23.85,No_Value
15706,52,53,19.19,No_Value
15707,51,197,4.75,No_Value
15708,328,272,12.22,No_Value
15709,0,6,22.21,No_Value
15712,278,53,20.23,Good
15713,222,19,18.77,No_Value
15714,66,33,9.98,Below
15716,223,114,9.79,No_Value
15717,0,7,21.47,No_Value
15719,304,899,5.58,No_Value
15720,0,113,5.22,No_Value
15721,0,82,6.1,No_Value
15722,254,69,32.21,Below
15723,0,38,5.28,No_Value
15724,83,11,19.84,No_Value
15725,0,32,12.98,No_Value
15727,342,299,17.31,Below
15729,0,4,15.5,No_Value
15730,140,70,16.01,No_Value
15732,159,14,21.01,No_Value
15733,0,10,16.23,No_Value
15734,85,26,51.52,No_Value
15737,228,66,16.77,Average
15738,353,172,27.9,Average
15739,0,8,56.14,No_Value
15740,0,9,17.21,No_Value
15743,168,84,9.31,Below
15744,0,3,11.6,No_Value
15745,217,62,17.65,Average
15746,0,27,6.78,No_Value
15747,160,93,10.47,Average
15748,0,21,7.11,No_Value
15749,97,5,3662.3,No_Value
15750,364,290,8.47,Good
15752,333,393,6.67,No_Value
15753,0,1,79.2,No_Value
15754,195,28,16.38,Below
15755,284,141,16.77,Average
15756,187,162,3.15,No_Value
15757,152,45,15.88,No_Value
15758,0,9,22.81,No_Value
15759,139,7,36.15,No_Value
15762,12,37,15.78,No_Value
15763,45,60,17.69,No_Value
15764,169,178,18.41,No_Value
15766,0,11,28.64,No_Value
15768,110,27,23.03,No_Value
15769,363,112,461.11,Best
15773,0,10,63.57,No_Value
15774,0,25,10.83,No_Value
15775,0,7,14.99,No_Value
15776,0,18,13.42,No_Value
15777,120,21,49.86,No_Value
15780,174,29,16.39,No_Value
15781,280,20,17.27,Average
15782,79,43,60.81,Average
15783,0,14,17.59,No_Value
15785,262,83,28.06,Below
15786,68,266,18.5,No_Value
15787,35,175,5.32,No_Value
15789,0,25,14.05,No_Value
15790,0,33,6.66,No_Value
15791,160,75,21.5,No_Value
15793,253,11,86.27,Good
15795,0,42,14.52,No_Value
15796,301,128,21.12,Best
15797,206,8,275.93,Average
15799,258,97,9.11,No_Value
15800,139,104,6.64,No_Value
15801,63,64,16.62,No_Value
15803,0,8,51.98,No_Value
15804,198,257,15,Best
15805,341,300,18.35,No_Value
15806,230,31,25.31,Below
15807,26,48,18.83,No_Value
15808,63,207,18.04,No_Value
15809,118,25,14.74,No_Value
15810,126,85,15.62,No_Value
15811,343,133,16.68,Below
15812,210,41,43.93,No_Value
15813,31,40,32.6,No_Value
15814,33,72,27.02,No_Value
15815,196,49,42.87,No_Value
15819,227,123,15.49,No_Value
15820,0,17,12.18,No_Value
15821,17,62,9.21,No_Value
15822,356,33,26.83,Average
15823,0,1,15,No_Value
15825,0,20,26.65,No_Value
15826,154,68,24.33,No_Value
15827,299,101,16.04,No_Value
15829,41,51,12.47,No_Value
15830,0,38,14.64,No_Value
15831,265,67,11.96,No_Value
15832,0,54,15.5,No_Value
15834,206,264,7.97,No_Value
15835,286,50,19.08,Below
15836,0,8,14.68,No_Value
15837,0,24,16.33,No_Value
15838,356,167,201.46,Best
15839,114,61,16.99,No_Value
15840,113,27,13.17,No_Value
15841,266,46,26.39,Below
15843,0,8,14.87,No_Value
15844,0,11,11.89,No_Value
15845,319,138,26.9,Average
15847,249,22,17.69,Average
15850,148,70,3.16,Below
15852,10,19,8.39,No_Value
15853,0,21,5.01,No_Value
15854,357,122,24.29,Best
15855,126,80,8.9,No_Value
15856,361,626,25.75,Best
15857,0,14,21.21,No_Value
15858,351,174,8.19,Average
15860,327,138,7.06,No_Value
15861,254,532,5.62,No_Value
15862,365,137,6.03,Average
15863,167,15,4.51,Below
15864,293,19,93.88,Good
15865,173,40,22.38,Below
15866,0,45,5.12,No_Value
15867,363,455,8.37,Good
15869,0,15,9.98,No_Value
15870,0,70,5.01,No_Value
15872,0,111,3.17,No_Value
15874,220,118,37.33,No_Value
15877,16,97,4.35,Average
15880,0,93,3.29,No_Value
15881,52,24,18.04,No_Value
15882,169,17,28.99,No_Value
15883,31,49,8.09,Good
15885,216,18,21.08,Below
15886,0,12,15.09,No_Value
15888,0,8,17.52,No_Value
15889,212,89,4.99,No_Value
15891,0,61,8.59,No_Value
15894,115,34,7.61,No_Value
15895,0,9,19.81,No_Value
15897,0,22,10.02,No_Value
15898,367,81,17.1,Good
15899,0,4,14.06,No_Value
15900,0,47,7.41,No_Value
15901,138,96,3.67,Below
15903,285,74,69.28,Best
15904,0,29,5.66,No_Value
15906,235,148,10.58,Below
15907,206,220,4.33,Good
15909,0,7,27.42,No_Value
15910,315,256,4.78,Good
15912,54,17,15.52,No_Value
15916,350,150,10.04,Average
15917,0,12,10.26,No_Value
15918,80,40,8.36,No_Value
15919,349,132,4.79,Below
15920,0,51,3.16,No_Value
15921,0,25,13.44,No_Value
15922,0,11,33.59,No_Value
15923,0,20,6.31,No_Value
15925,0,12,17.26,No_Value
15930,0,21,20.32,No_Value
15932,285,115,21.7,Best
15933,65,74,14.97,No_Value
15935,2,12,34.74,No_Value
15937,0,7,20.76,No_Value
15938,211,18,22.48,Below
15939,241,76,80.46,No_Value
15940,0,1,35.8,No_Value
15942,0,14,24.1,No_Value
15944,0,6,54.18,No_Value
15945,0,2,90.5,No_Value
15947,0,29,58.9,No_Value
15948,35,60,15.92,Below
15949,54,19,19.2,Below
15950,327,94,18.2,Below
15951,276,41,17.27,Average
15952,191,89,9.05,No_Value
15953,354,97,17.1,Average
15955,348,182,24.17,Below
15957,0,40,10.68,No_Value
15958,0,7,14.91,No_Value
15963,25,28,16.81,No_Value
15965,350,116,7.25,Average
15967,295,76,5.43,Below
15969,182,19,30.68,Average
15970,0,11,28.55,No_Value
15971,293,35,120,Best
15973,0,3,36.91,No_Value
15974,249,175,19.6,No_Value
15975,0,24,15.46,No_Value
15976,54,97,4.43,No_Value
15977,21,65,16.23,No_Value
15978,0,49,22.42,No_Value
15980,165,43,55.79,No_Value
15981,286,97,35.14,Below
15983,351,104,14.11,Average
15984,365,251,11.18,Best
15985,113,36,28.82,No_Value
15986,0,14,12.01,No_Value
15987,356,115,12.49,Average
15988,0,27,5.85,No_Value
15990,243,52,15.23,Below
15992,0,3,14,No_Value
15993,35,499,5.48,No_Value
15994,0,35,12.2,No_Value
15996,277,129,8.1,No_Value
15998,325,503,6.14,No_Value
16000,0,9,1377.08,No_Value
16003,329,103,26.56,Below
16005,258,182,3.26,Below
16006,0,8,12.68,No_Value
16007,167,344,4.85,No_Value
16008,180,32,14.94,Average
16009,137,84,11.76,Below
16010,116,81,4.99,No_Value
16011,357,211,15.94,Good
16012,119,94,15.06,No_Value
16013,367,136,260.47,Best
16014,253,137,4.8,No_Value
16015,45,157,4.32,Below
16016,363,228,6.53,Good
16017,0,32,6.62,No_Value
16018,141,28,14.6,Below
16019,317,156,23.07,No_Value
16020,48,46,18.5,No_Value
16022,0,70,8.92,No_Value
16023,220,98,7.33,No_Value
16024,0,58,4.28,No_Value
16025,0,28,15.7,No_Value
16026,0,32,7.38,No_Value
16027,210,16,58.41,Below
16029,335,185,239.74,No_Value
16030,0,29,11.42,No_Value
16031,154,83,6.49,No_Value
16033,364,1099,7.9,Below
16034,136,22,19.9,No_Value
16036,176,55,13.8,No_Value
16037,88,39,21.92,No_Value
16038,194,26,18.15,Average
16040,203,65,20.21,No_Value
16041,110,6,527.73,Best
16042,85,69,16.99,No_Value
16043,280,39,19.85,Average
16045,170,83,16.15,No_Value
16048,0,8,32.06,No_Value
16049,34,262,4.13,No_Value
16050,0,10,13.79,No_Value
16052,0,33,10.95,No_Value
16053,89,84,18,No_Value
16054,0,70,11.2,No_Value
16055,0,8,16.85,No_Value
16056,0,68,9.78,No_Value
16057,268,117,18.77,Average
16059,301,177,8.23,No_Value
16062,355,64,18.03,Average
16063,0,23,14.58,No_Value
16065,0,64,5.7,No_Value
16066,107,97,15.66,Below
16070,9,33,25.82,No_Value
16071,0,21,15.54,No_Value
16072,0,23,25.41,No_Value
16073,0,1,122.4,No_Value
16076,205,127,17.11,Best
16078,0,1,79.2,No_Value
16079,23,21,64.38,No_Value
16080,192,9,19.62,Below
16081,310,222,12.63,No_Value
16083,259,31,42.5,No_Value
16084,0,33,13.1,No_Value
16085,297,161,6.07,Below
16086,307,39,28.75,Below
16091,43,18,17.5,No_Value
16092,139,50,15.76,No_Value
16093,0,1,17,No_Value
16094,207,63,17.11,Average
16096,0,12,26.72,No_Value
16097,0,10,18.51,No_Value
16098,286,67,29.93,No_Value
16099,175,39,18.77,Below
16101,0,74,17.07,No_Value
16102,86,57,32.32,No_Value
16103,226,48,29.78,Good
16104,0,29,10.43,No_Value
16105,0,13,25.92,No_Value
16106,0,6,18.06,No_Value
16107,165,31,103.36,Good
16108,0,47,17.36,No_Value
16109,89,18,33.99,No_Value
16110,266,316,4.15,No_Value
16112,195,16,12.23,No_Value
16113,0,25,6.35,No_Value
16114,0,8,16.97,No_Value
16115,282,277,6,Below
16116,0,33,17.97,No_Value
16117,0,30,7.74,No_Value
16119,64,16,26.46,Average
16120,0,30,43.64,No_Value
16121,158,185,4.59,No_Value
16122,293,38,18.01,Below
16123,0,16,19.24,No_Value
16124,0,11,22.64,No_Value
16125,0,13,22.26,No_Value
16126,267,117,53.74,Below
16127,0,40,16.41,No_Value
16128,264,89,21.13,Average
16131,188,78,44.96,No_Value
16133,314,331,43.53,Best
16134,337,34,17.88,Average
16135,0,21,24.65,No_Value
16136,217,37,19.17,Below
16139,187,31,20.5,Average
16140,305,34,20.83,Below
16141,0,30,20.68,No_Value
16142,0,37,14.47,No_Value
16143,365,117,20.73,Good
16144,0,1,175.2,No_Value
16145,351,224,16.96,Good
16146,74,29,25.31,No_Value
16147,0,22,17.05,No_Value
16148,0,1,76.32,No_Value
16149,137,18,15.58,Average
16150,329,116,17.36,No_Value
16152,0,29,63.07,No_Value
16153,305,89,20.5,No_Value
16156,302,128,23.97,Best
16157,56,18,36.48,Average
16159,0,14,24.87,No_Value
16160,20,20,51.27,No_Value
16161,367,455,11.9,Best
16162,0,2,18.7,No_Value
16163,0,5,88.32,No_Value
16164,25,34,24.19,No_Value
16168,359,97,38.87,Best
16169,67,85,21.45,Below
16170,197,125,15.08,No_Value
16171,0,3,24.4,No_Value
16172,146,69,16.52,No_Value
16173,82,84,16.88,No_Value
16174,25,23,43.89,No_Value
16175,145,58,17.89,No_Value
16177,0,15,22.13,No_Value
16178,0,8,24.74,No_Value
16179,0,11,19.62,No_Value
16180,152,162,63.3,No_Value
16181,0,11,27.78,No_Value
16182,222,28,236.34,Below
16183,0,15,22.58,No_Value
16184,147,45,25.75,No_Value
16185,215,31,17.08,Average
16186,349,212,18.48,Below
16187,252,292,23.29,No_Value
16188,198,67,14.65,No_Value
16189,69,11,19.59,Average
16190,0,6,35.85,No_Value
16191,357,128,38.75,Best
16193,0,19,16.55,No_Value
16198,0,14,28.62,No_Value
16200,159,161,6.65,Good
16201,106,110,16.71,Best
16202,0,18,20.29,No_Value
16203,313,35,16.94,Below
16204,0,54,7.48,No_Value
16205,148,93,8.16,No_Value
16206,272,58,9.21,Below
16207,0,19,20.76,No_Value
16208,244,61,10.83,Below
16209,157,46,49.19,No_Value
16210,372,123,171.43,Best
16211,0,23,23.78,No_Value
16212,264,41,16.84,Average
16213,0,6,26.5,No_Value
16214,98,44,24.15,No_Value
16215,0,14,17.31,No_Value
16216,0,37,24.73,No_Value
16217,46,12,22.2,No_Value
16218,343,83,37.01,Average
16221,330,96,9,Below
16222,0,126,6.67,No_Value
16224,192,96,13.49,No_Value
16225,232,129,8.48,No_Value
16226,32,8,31.89,No_Value
16227,0,6,52.37,No_Value
16229,125,47,21.5,No_Value
16230,30,35,15.49,No_Value
16232,171,37,26.78,Below
16233,295,21,22.71,Below
16235,291,46,18.85,Below
16236,0,20,21.61,No_Value
16239,132,18,20.81,Below
16240,53,135,27.55,No_Value
16241,360,545,4.65,Below
16242,268,289,12.46,Average
16243,21,51,8.02,No_Value
16244,160,91,16.73,No_Value
16245,233,88,15.47,Below
16247,0,15,7.61,No_Value
16248,0,7,21.85,No_Value
16249,186,69,26.09,No_Value
16250,112,24,16.23,No_Value
16253,188,123,29.95,No_Value
16255,348,254,10.28,Below
16256,0,13,57.88,No_Value
16257,0,2,23.48,No_Value
16258,173,135,38.54,No_Value
16260,0,18,57.53,No_Value
16261,228,115,6.44,Below
16265,355,257,21.15,Good
16266,132,60,14.36,No_Value
16268,0,45,14.84,No_Value
16270,0,54,21.13,No_Value
16271,355,126,11.3,Good
16272,0,21,19.5,No_Value
16274,0,61,5.78,No_Value
16275,0,33,16.97,No_Value
16276,0,6,135.1,No_Value
16278,0,21,25.61,No_Value
16279,155,107,14.11,Below
16281,0,17,121.3,No_Value
16282,0,11,15.3,No_Value
16283,202,164,9.36,Good
16284,19,102,8.04,No_Value
16287,0,8,17.81,No_Value
16292,0,16,17.65,No_Value
16293,345,118,19.06,Average
16295,54,79,16.82,Below
16297,0,19,14.82,No_Value
16298,164,27,22.16,Average
16302,0,10,21.28,No_Value
16303,307,160,33.25,Below
16305,0,22,16.42,No_Value
16306,153,39,15.57,No_Value
16308,223,4,640,Best
16309,134,42,16.82,No_Value
16311,31,37,16.66,No_Value
16313,46,16,17.13,Average
16315,0,14,16.17,No_Value
16316,293,150,19.47,No_Value
16317,177,69,19.44,No_Value
16318,0,19,17.27,No_Value
16319,0,3,134.8,No_Value
16322,35,37,8.83,Average
16323,0,1,207.5,No_Value
16324,48,98,4.23,No_Value
16325,198,17,31.83,Average
16326,328,309,9.96,Good
16327,355,316,12.16,Below
16330,94,34,7.25,Below
16332,277,145,10.95,Below
16333,302,45,591.71,Best
16337,0,10,15.11,No_Value
16338,0,11,19.53,No_Value
16339,0,20,5.5,No_Value
16340,0,120,4.41,No_Value
16341,176,77,25.61,Below
16342,104,15,21.49,Below
16343,0,47,7.88,No_Value
16344,0,2,50.55,No_Value
16345,0,38,15.14,No_Value
16347,25,83,10.65,No_Value
16348,207,215,6.76,No_Value
16349,0,8,6.64,No_Value
16350,312,57,19.59,Average
16351,0,8,19.24,No_Value
16352,20,28,17.66,No_Value
16353,366,94,71.02,Best
16354,9,39,10.15,No_Value
16356,79,31,6.83,No_Value
16357,180,34,19.38,Below
16358,183,109,18.6,Best
16359,324,64,23.45,Good
16360,83,594,5.73,No_Value
16361,61,104,8.61,No_Value
16362,58,75,9.35,No_Value
16363,0,5,21.87,No_Value
16364,125,53,13.34,Average
16365,349,50,30.79,Good
16366,0,18,18.18,No_Value
16367,325,121,6.61,Below
16368,25,67,7.34,Average
16369,178,114,13.6,Below
16370,142,216,6.08,No_Value
16372,0,89,4.07,No_Value
16374,196,97,4.77,No_Value
16376,8,120,8.17,No_Value
16377,0,5,135.24,No_Value
16378,63,23,15.78,No_Value
16379,74,106,19.87,Average
16380,0,32,55.64,No_Value
16383,193,100,6.67,No_Value
16384,174,33,17.71,No_Value
16385,306,49,11.22,Below
16386,225,55,5.43,Below
16387,0,4,23.59,No_Value
16389,229,34,40.65,Below
16392,0,44,5.01,No_Value
16393,366,311,9.64,Best
16394,232,82,18.66,No_Value
16395,270,198,7.47,No_Value
16398,99,80,20.57,No_Value
16399,216,67,6.03,Average
16400,0,29,10.48,No_Value
16401,326,185,22.15,Best
16402,104,58,5.14,No_Value
16403,0,10,17.75,No_Value
16404,0,23,19.26,No_Value
16405,7,4,41.65,No_Value
16406,0,48,3.24,No_Value
16407,299,168,12.65,Average
16409,281,228,8.89,No_Value
16411,349,44,4.86,Average
16412,0,35,4.34,No_Value
16413,0,30,8.71,No_Value
16414,258,7,18.04,Average
16415,0,47,4.41,No_Value
16416,29,68,15.14,No_Value
16418,181,99,6.8,No_Value
16419,199,50,19.43,No_Value
16422,351,364,95.07,No_Value
16423,0,18,19.23,No_Value
16424,0,5,26.71,No_Value
16425,0,21,14.41,No_Value
16426,273,356,5.33,Good
16427,21,8,30.03,No_Value
16429,0,2,142.28,No_Value
16430,0,6,50.14,No_Value
16431,84,78,8.2,No_Value
16432,0,8,35.93,No_Value
16433,0,17,10.84,No_Value
16434,270,109,13.97,Below
16438,76,124,6.39,Below
16440,206,281,12.95,Below
16441,224,24,15.88,Below
16442,359,149,4.04,Average
16444,218,80,8.16,No_Value
16445,0,56,4.03,No_Value
16446,0,2,1.45,No_Value
16447,0,36,7.19,No_Value
16448,0,20,9.44,No_Value
16449,82,39,17.64,No_Value
16450,0,11,28.36,No_Value
16451,0,14,19.07,No_Value
16454,19,2,3.45,Below
16455,307,99,18.6,No_Value
16456,273,105,20.53,No_Value
16457,0,9,23.15,No_Value
16458,357,201,17.32,Best
16460,53,119,6.75,No_Value
16461,0,31,4.83,No_Value
16462,0,1,68,No_Value
16463,182,81,17.31,Below
16464,122,219,5.96,No_Value
16466,258,148,10.83,No_Value
16468,0,2,37.45,No_Value
16469,222,155,4.08,No_Value
16470,307,152,4.94,No_Value
16471,0,13,17.23,No_Value
16473,171,18,17.56,No_Value
16474,137,306,6,Below
16475,185,28,19.44,No_Value
16477,307,146,17.09,No_Value
16478,40,17,19.47,Below
16479,0,35,8.6,No_Value
16480,0,51,15.06,No_Value
16482,0,18,12.26,No_Value
16483,0,19,7.33,No_Value
16484,17,24,15.81,No_Value
16485,0,41,8.86,No_Value
16488,115,29,17.2,Below
16491,0,39,18.76,No_Value
16493,250,56,24.14,No_Value
16494,0,50,16.53,No_Value
16495,272,86,7.88,Average
16496,308,93,16.8,Good
16497,283,136,21.81,No_Value
16498,0,15,6.73,No_Value
16499,4,17,18.5,No_Value
16500,326,11,36.44,Average
16503,253,84,17.05,No_Value
16504,0,73,6.53,No_Value
16505,0,4,194.4,No_Value
16506,20,3,30.1,Below
16509,0,13,27.98,No_Value
16510,0,13,19.08,No_Value
16511,244,164,5.77,Below
16513,38,35,24.99,Good
16515,259,106,15.3,No_Value
16516,0,6,16.95,No_Value
16517,0,17,9.57,No_Value
16518,222,40,12.11,Below
16519,340,13,16.54,Average
16520,179,155,6.69,No_Value
16523,313,282,32.22,Best
16525,364,130,73.56,Best
16526,0,15,19.36,No_Value
16527,0,14,16.29,No_Value
16528,0,17,14.38,No_Value
16529,0,28,16.21,No_Value
16531,338,77,16.16,Average
16532,320,4,1687.2,Best
16533,48,165,6.59,No_Value
16535,0,31,19.15,No_Value
16536,0,53,10.33,No_Value
16539,370,45,30.86,Good
16542,0,5,23.92,No_Value
16545,0,3,113.1,No_Value
16546,81,25,31.49,No_Value
16549,324,855,4.76,No_Value
16550,259,248,9.21,No_Value
16551,240,32,28.82,No_Value
16552,130,17,22.34,No_Value
16553,197,83,68.3,No_Value
16554,180,46,16.07,Below
16555,74,17,16.82,Below
16556,293,207,16.01,No_Value
16557,113,11,25.62,Average
16558,365,460,18.13,Best
16560,331,55,14.85,Average
16561,54,31,16.49,Average
16563,0,19,56.72,No_Value
16565,0,3,57.9,No_Value
16566,277,18,34.15,Average
16567,142,35,24.73,No_Value
16569,0,5,24.84,No_Value
16570,296,125,29.59,Average
16571,255,83,16.21,Below
16572,148,57,17.71,No_Value
16573,205,42,15.8,No_Value
16574,0,28,16.12,No_Value
16581,0,7,10.06,No_Value
16582,0,6,52.27,No_Value
16583,0,14,16.68,No_Value
16584,174,28,33.43,No_Value
16586,0,8,57.99,No_Value
16587,0,13,17.32,No_Value
16589,90,33,13.92,No_Value
16591,0,10,21.35,No_Value
16592,283,215,19.06,Best
16593,277,26,12.66,Below
16594,0,37,4.69,No_Value
16595,0,76,4.67,No_Value
16596,350,12,20.85,Average
16597,0,7,12.86,No_Value
16598,0,10,14.51,No_Value
16600,334,62,13.12,Average
16601,0,31,7.9,No_Value
16602,0,28,18.32,No_Value
16603,16,34,14.19,No_Value
16607,341,170,17.87,Below
16609,237,274,19.83,No_Value
16610,0,6,12.61,No_Value
16611,0,10,12.95,No_Value
16612,278,66,17.99,Below
16613,0,30,20.62,No_Value
16614,0,26,19.47,No_Value
16616,142,33,15.16,Average
16617,0,5,30.37,No_Value
16618,291,94,27.81,Below
16619,0,14,16.16,No_Value
16620,257,9,19.88,Average
16621,226,29,28.05,Below
16623,0,5,25.89,No_Value
16624,116,45,17.97,No_Value
16625,0,23,14.48,No_Value
16626,265,179,24.65,Best
16627,0,20,16.14,No_Value
16628,205,117,18.7,No_Value
16629,22,60,6.93,No_Value
16633,216,152,18.97,Below
16634,149,9,24.21,No_Value
16637,193,66,17.04,Below
16638,346,94,17.88,Average
16639,204,49,23.88,Below
16641,0,12,19.26,No_Value
16642,202,34,20.25,Average
16643,0,27,18.06,No_Value
16644,34,62,13.45,No_Value
16647,35,14,15.29,No_Value
16648,0,19,15.3,No_Value
16650,0,24,21.6,No_Value
16652,214,116,57.59,No_Value
16653,55,68,17.61,No_Value
16654,227,29,20.73,No_Value
16655,314,253,14.98,Below
16656,342,71,120.93,Best
16657,244,174,5.25,Average
16658,0,7,17.48,No_Value
16659,0,2,19.56,No_Value
16660,303,15,54.03,Average
16665,0,9,15.04,No_Value
16666,0,31,3.83,No_Value
16667,216,53,10.76,No_Value
