pid,hid,mar_20,mar_21,income_20,income_21,ott_score_20,ott_score_21,ott_change,sns_score_20,sns_score_21,sns_change,pc_ability_20,pc_ability_21,pc_change,smart_ability_20,smart_ability_21,smart_change,esteem20,esteem21,esteem_change
50260001,502600,1,1,5,4,0,3,3,0,0,0,1,1,0,2.16,2.36,0.2,33,30,-3
50260002,502600,1,1,2,2,0,3,3,0,0,0,1,1,0,2.16,2.68,0.52,33,34,1
50260003,502600,0,0,5,5,6,5,-1,0,0,0,4.380952381,5,0.619047619,4.32,4.52,0.2,35,33,-2
50260004,502600,0,0,5,5,6,5,-1,0,5.25,5.25,4.380952381,5,0.619047619,4.32,4.48,0.16,35,36,1
50280001,502800,1,1,2,2,9,0,-9,0,0,0,1,1.619047619,0.619047619,1.52,1.44,-0.08,32,29,-3
50280002,502800,1,1,1,2,0,0,0,0,0,0,1,1.476190476,0.476190476,1.16,1.56,0.4,32,30,-2
50300001,503000,1,1,2,3,0,5,5,0,0,0,2.476190476,1.904761905,-0.571428571,3.48,1.88,-1.6,35,30,-5
50300002,503000,1,1,1,1,0,9,9,0,0,0,1.761904762,1.619047619,-0.142857143,2.24,1.8,-0.44,34,29,-5
50320001,503200,0,0,10,10,9,9,0,1.5,2.75,1.25,3.666666667,3.80952381,0.142857143,4.16,4.08,-0.08,25,32,7
50320002,503200,0,0,1,1,9,9,0,1.5,2.75,1.25,3.523809524,3.285714286,-0.238095238,3.6,3.6,0,24,32,8
50320003,503200,0,0,1,1,9,9,0,5.75,2.75,-3,4.285714286,4.333333333,0.047619048,4.4,4.44,0.04,23,32,9
50320004,503200,1,1,1,2,0,0,0,0,0,0,1,1,0,1,1.04,0.04,24,31,7
50320005,503200,1,1,1,2,0,8,8,0,0,0,1,1,0,1,1,0,25,34,9
50330001,503300,1,1,8,8,0,9,9,0,2,2,3.666666667,2.904761905,-0.761904762,3.6,2.72,-0.88,30,34,4
50340001,503400,1,1,10,11,9,7,-2,0,2,2,3.619047619,3.333333333,-0.285714286,4.24,3.56,-0.68,33,36,3
50340002,503400,1,1,1,1,9,5,-4,0,2,2,2.666666667,2.571428571,-0.095238095,3.56,2.88,-0.68,31,32,1
50340003,503400,0,0,1,1,9,9,0,1.5,2,0.5,4.333333333,4.142857143,-0.19047619,4.44,4.4,-0.04,33,33,0
50340004,503400,0,0,6,6,9,9,0,1.75,2.75,1,4.285714286,4.380952381,0.095238095,4.36,4.32,-0.04,24,31,7
50350001,503500,1,1,9,8,9,8,-1,2.5,2.75,0.25,2.761904762,3.619047619,0.857142857,3.4,3.2,-0.2,33,26,-7
50350002,503500,1,1,1,1,9,8,-1,1.5,2.75,1.25,2.523809524,3.904761905,1.380952381,2.64,3.68,1.04,33,25,-8
50350003,503500,0,0,6,6,9,9,0,4.5,2.75,-1.75,4.238095238,4.333333333,0.095238095,4.2,4.4,0.2,31,33,2
50350004,503500,0,0,1,1,9,9,0,1.5,3,1.5,4.333333333,4.333333333,0,4.24,4.24,0,31,30,-1
50360001,503600,1,1,9,8,5,9,4,1.75,2.75,1,2.523809524,2.523809524,0,3.64,2.52,-1.12,34,31,-3
50360002,503600,1,1,1,1,9,9,0,1.75,3,1.25,2.714285714,2.523809524,-0.19047619,3.04,2.36,-0.68,34,30,-4
50360003,503600,0,0,1,1,9,9,0,1.75,2.75,1,4.238095238,4.285714286,0.047619048,4.32,3.96,-0.36,31,32,1
50360004,503600,0,0,1,1,9,9,0,1.75,3,1.25,4.380952381,4.238095238,-0.142857143,4.36,4.24,-0.12,35,31,-4
50380001,503800,0,0,7,8,6,6,0,0,2.75,2.75,4.238095238,4.285714286,0.047619048,4.28,4.16,-0.12,32,32,0
50380002,503800,0,0,1,1,5,6,1,2,3,1,4.238095238,4.333333333,0.095238095,4.24,4.32,0.08,24,32,8
50390001,503900,1,1,1,1,6,8,2,1.25,2,0.75,3.476190476,3.333333333,-0.142857143,3.68,3.76,0.08,32,26,-6
50390002,503900,1,1,9,9,9,9,0,1.25,2,0.75,3.619047619,4.19047619,0.571428571,3.52,4.32,0.8,33,31,-2
50400001,504000,1,1,9,9,6,9,3,3.25,2.75,-0.5,3.761904762,3.952380952,0.19047619,4.04,4.28,0.24,29,34,5
50400002,504000,1,1,1,1,6,9,3,3.25,2.75,-0.5,3.428571429,3.904761905,0.476190476,3.92,3.84,-0.08,33,29,-4
50400003,504000,0,0,1,1,7,9,2,4.75,2.75,-2,3.952380952,4.047619048,0.095238095,4.12,4.32,0.2,32,35,3
50400004,504000,0,0,1,1,6,9,3,1.75,2.75,1,4,4.238095238,0.238095238,3.96,3.64,-0.32,#VALUE!,32,#VALUE!
50410001,504100,1,1,8,8,5,5,0,3.5,3.5,0,3.857142857,3.857142857,0,4.28,4.32,0.04,28,28,0
50410002,504100,1,1,1,2,4,5,1,5,1.25,-3.75,3.857142857,3.857142857,0,4.28,4.32,0.04,35,27,-8
50410003,504100,0,0,1,1,4,6,2,1.25,1.25,0,2.333333333,2.428571429,0.095238095,2.48,2.4,-0.08,35,31,-4
50410004,504100,0,0,1,1,4,6,2,1.25,1.25,0,2.333333333,2.428571429,0.095238095,2.48,2.4,-0.08,#VALUE!,30,#VALUE!
50420002,504200,0,0,7,7,5,5,0,5.5,5.25,-0.25,4.428571429,5,0.571428571,4.64,5,0.36,33,35,2
50430001,504300,1,1,8,7,9,9,0,1.5,2.75,1.25,2.761904762,2.571428571,-0.19047619,3.44,2.64,-0.8,35,30,-5
50430002,504300,1,1,1,1,5,9,4,0,2.75,2.75,2.047619048,2.80952381,0.761904762,1.96,2.6,0.64,23,30,7
50430003,504300,0,0,1,5,9,9,0,1.5,3,1.5,4,4.285714286,0.285714286,4.12,4.28,0.16,25,29,4
50430004,504300,0,0,7,6,9,8,-1,3.5,3,-0.5,4.19047619,4.238095238,0.047619048,4.4,4.4,0,24,30,6
50440001,504400,0,0,6,1,0,8,8,1.5,2.75,1.25,2.380952381,4,1.619047619,2.44,4.04,1.6,25,31,6
50440003,504400,0,0,1,1,6,9,3,1.5,2.75,1.25,4.285714286,4.333333333,0.047619048,4.32,4.36,0.04,25,32,7
50440004,504400,0,0,1,1,6,9,3,1.5,2.75,1.25,4.285714286,4.380952381,0.095238095,4.32,4.2,-0.12,24,33,9
50450001,504500,1,1,5,3,0,8,8,0,2,2,2.095238095,1.952380952,-0.142857143,2.6,2.8,0.2,29,32,3
50450002,504500,1,1,1,1,0,8,8,0,2,2,1,3.238095238,2.238095238,1.68,3.6,1.92,35,35,0
50460001,504600,1,1,9,9,9,9,0,1.25,2.75,1.5,4.238095238,4.238095238,0,4.16,4.32,0.16,33,31,-2
50460002,504600,1,1,1,1,9,9,0,3.75,2.75,-1,4.238095238,4.238095238,0,4.24,4.2,-0.04,33,31,-2
50470001,504700,1,1,1,1,8,6,-2,0,0,0,2.476190476,2,-0.476190476,2.76,2.92,0.16,30,30,0
50470002,504700,1,1,1,4,9,9,0,0,0,0,2.333333333,1.523809524,-0.80952381,3.28,2.76,-0.52,27,32,5
50470004,504700,0,0,7,7,9,7,-2,1.25,0,-1.25,3.952380952,4.380952381,0.428571429,4.04,4.72,0.68,29,31,2
50490002,504900,0,0,4,1,5,8,3,0,0,0,2.380952381,2.238095238,-0.142857143,3.28,3.56,0.28,28,31,3
50490003,504900,0,0,7,7,6,9,3,1.25,3.75,2.5,3.80952381,4.857142857,1.047619048,4.52,4.84,0.32,28,32,4
50490004,504900,0,0,7,7,6,9,3,1.75,3.75,2,3.904761905,4.714285714,0.80952381,4.52,4.84,0.32,26,33,7
50490005,504900,0,0,1,1,5,8,3,0,0,0,1.80952381,2.238095238,0.428571429,3.16,3.36,0.2,24,25,1
50500001,505000,0,0,6,3,6,8,2,0,0,0,2.666666667,1.952380952,-0.714285714,3.2,3.16,-0.04,32,29,-3
50500002,505000,0,0,7,8,5,9,4,0,0,0,3,3.571428571,0.571428571,4.16,4.48,0.32,35,32,-3
50500003,505000,0,0,5,5,6,9,3,1.25,6.25,5,3.952380952,4.285714286,0.333333333,4.72,4.8,0.08,29,28,-1
50510001,505100,1,1,1,1,5,6,1,0,0,0,2.047619048,1.619047619,-0.428571429,3.08,2,-1.08,26,29,3
50510002,505100,1,1,5,5,6,7,1,0,0,0,2.476190476,2.333333333,-0.142857143,3.64,3.28,-0.36,28,28,0
50520001,505200,0,0,3,3,9,6,-3,0,0,0,1.476190476,1.619047619,0.142857143,2.68,2.4,-0.28,27,26,-1
50530002,505300,1,#N/A,1,#N/A,0,#N/A,#N/A,0,#N/A,#N/A,1,#N/A,#N/A,1,#N/A,#N/A,24,#N/A,#N/A
50530003,505300,1,#N/A,1,#N/A,0,#N/A,#N/A,0,#N/A,#N/A,1,#N/A,#N/A,1.28,#N/A,#N/A,27,#N/A,#N/A
50540004,505400,0,#N/A,6,#N/A,8,#N/A,#N/A,2,#N/A,#N/A,3.761904762,#N/A,#N/A,4.2,#N/A,#N/A,30,#N/A,#N/A
50550001,505500,1,1,1,1,0,0,0,0,0,0,1,1,0,1.32,1,-0.32,29,28,-1
50550002,505500,1,1,1,1,0,0,0,0,0,0,1,1,0,1.16,1,-0.16,28,30,2
50550003,505500,0,0,8,1,6,9,3,0,0,0,3.666666667,2.952380952,-0.714285714,4.16,3.76,-0.4,29,24,-5
50570002,505700,1,1,5,5,0,6,6,0,0,0,3.666666667,4.571428571,0.904761905,3.6,4.92,1.32,33,33,0
50580002,505800,1,1,5,1,3,6,3,2,0,-2,3.761904762,1.761904762,-2,4.36,2.56,-1.8,33,31,-2
50590002,505900,1,1,5,6,4,5,1,2,3.5,1.5,3.619047619,3.095238095,-0.523809524,4.04,3.24,-0.8,32,29,-3
50600001,506000,1,1,2,2,6,9,3,0,0,0,1.952380952,1.761904762,-0.19047619,2.68,2.56,-0.12,31,29,-2
50620002,506200,0,0,3,3,0,0,0,0,0,0,1,1,0,1.24,1.44,0.2,27,31,4
50630001,506300,0,0,2,3,5,9,4,0,0,0,1,1,0,1.4,1.64,0.24,24,28,4
50640002,506400,1,1,5,5,5,6,1,2,0,-2,1.571428571,1.619047619,0.047619048,2.72,2.4,-0.32,34,30,-4
50660001,506600,1,1,5,4,7,5,-2,0,0,0,2.095238095,2.285714286,0.19047619,2.32,2.52,0.2,32,29,-3
50660002,506600,1,1,4,4,6,0,-6,0,0,0,1.238095238,1.095238095,-0.142857143,1.4,1.56,0.16,24,28,4
50670001,506700,1,1,2,3,0,0,0,0,0,0,1,1,0,1.24,1.04,-0.2,30,25,-5
50670002,506700,1,1,2,3,5,5,0,1.5,0,-1.5,2.428571429,1,-1.428571429,3,1.28,-1.72,30,28,-2
50680001,506800,1,1,5,4,5,5,0,2.75,2.75,0,1,1,0,1.84,1.44,-0.4,27,25,-2
50680002,506800,1,1,1,1,0,0,0,0,0,0,1,1,0,1.24,1,-0.24,24,26,2
50690002,506900,0,0,2,2,0,0,0,0,0,0,1,1,0,1,1,0,28,28,0
50700001,507000,1,1,1,1,0,4,4,0,0,0,1.238095238,1.142857143,-0.095238095,2.72,1.6,-1.12,27,29,2
50700002,507000,1,1,3,3,5,5,0,1.75,0,-1.75,1.857142857,1.095238095,-0.761904762,2.96,1.52,-1.44,28,30,2
50720001,507200,0,0,3,3,0,0,0,0,0,0,1,1,0,1,1,0,31,27,-4
50750001,507500,1,1,8,7,0,5,5,4,2.5,-1.5,2.095238095,2.285714286,0.19047619,2.44,3.08,0.64,29,28,-1
50750002,507500,1,1,1,6,0,5,5,3.5,3,-0.5,4.380952381,3.476190476,-0.904761905,4.28,4.96,0.68,23,29,6
50750003,507500,0,0,6,6,4,4,0,4.5,4.25,-0.25,4.523809524,5,0.476190476,4.44,5,0.56,27,29,2
50750004,507500,0,0,5,6,4,5,1,3.75,5.25,1.5,4.952380952,3.952380952,-1,4.84,4.44,-0.4,25,25,0
50770001,507700,1,1,7,7,4,5,1,5.5,5.5,0,4.333333333,5,0.666666667,4.48,5,0.52,32,33,1
50770002,507700,1,1,1,5,4,4,0,5.5,5.5,0,4.285714286,5,0.714285714,4.48,5,0.52,32,35,3
50770003,507700,0,0,1,1,5,5,0,4.75,4.75,0,3.619047619,4.80952381,1.19047619,3.88,4.84,0.96,32,36,4
50780001,507800,1,1,5,5,5,5,0,1.25,1.25,0,2.571428571,3,0.428571429,3,2.96,-0.04,30,34,4
50780002,507800,1,1,3,3,5,5,0,1.25,1.25,0,2.571428571,4.285714286,1.714285714,3,4.6,1.6,30,35,5
50780003,507800,0,0,1,1,6,5,-1,5.5,5.25,-0.25,4.333333333,5,0.666666667,4.48,5,0.52,32,34,2
50780004,507800,0,0,1,1,6,9,3,5.5,5.25,-0.25,4.333333333,5,0.666666667,4.48,5,0.52,32,35,3
50790002,507900,1,1,5,5,5,4,-1,1.25,0,-1.25,1.571428571,1,-0.571428571,2.6,2.32,-0.28,32,31,-1
50800001,508000,1,1,5,5,4,3,-1,1.25,0,-1.25,1.80952381,1.857142857,0.047619048,2.64,2.64,0,32,34,2
50800002,508000,1,1,5,5,4,6,2,1.25,0,-1.25,1.761904762,1.857142857,0.095238095,2.64,2.64,0,32,34,2
50800003,508000,0,0,1,5,5,8,3,5.5,3,-2.5,4.380952381,4.714285714,0.333333333,4.4,4.72,0.32,32,35,3
50800004,508000,0,0,1,1,5,5,0,5.5,3,-2.5,4.428571429,4.714285714,0.285714286,4.4,4.72,0.32,32,35,3
50810001,508100,1,1,3,4,0,8,8,0,0,0,1.476190476,1.142857143,-0.333333333,1.84,1.88,0.04,26,27,1
50810002,508100,1,1,1,1,0,9,9,0,0,0,1.19047619,1.142857143,-0.047619048,1.24,1.76,0.52,20,24,4
50810003,508100,0,0,1,1,0,0,0,0,0,0,1.952380952,3.238095238,1.285714286,2.6,3.08,0.48,#VALUE!,27,#VALUE!
50820001,508200,0,0,6,1,0,9,9,0,0,0,1.571428571,1.142857143,-0.428571429,2.08,1.88,-0.2,22,28,6
50830001,508300,0,0,3,3,0,9,9,0,0,0,1,1.047619048,0.047619048,1.76,1.64,-0.12,21,24,3
50840001,508400,0,0,2,2,0,6,6,0,0,0,1,1.047619048,0.047619048,1.12,1.6,0.48,25,27,2
50850001,508500,0,0,7,2,7,5,-2,0,0,0,1.571428571,1.095238095,-0.476190476,2.08,1.84,-0.24,30,26,-4
50860001,508600,0,0,3,3,7,5,-2,0,0,0,1.714285714,1,-0.714285714,2.04,2.36,0.32,28,26,-2
50870001,508700,0,0,3,3,0,6,6,0,0,0,1.333333333,1,-0.333333333,1.2,1.8,0.6,27,25,-2
50880001,508800,0,0,1,1,0,7,7,0,0,0,1,1.047619048,0.047619048,1.04,1.48,0.44,25,29,4
50880002,508800,0,0,4,3,8,8,0,0,0,0,1.952380952,1,-0.952380952,2.84,2.2,-0.64,24,23,-1
50890001,508900,0,0,3,3,5,5,0,0,0,0,1.952380952,1.095238095,-0.857142857,2.16,1.68,-0.48,24,27,3
50900001,509000,1,1,1,1,4,4,0,0,0,0,1.904761905,2.333333333,0.428571429,2.16,2.96,0.8,27,24,-3
50900002,509000,1,1,5,6,8,4,-4,0,0,0,2.619047619,1.761904762,-0.857142857,2.92,2.32,-0.6,27,28,1
50910001,509100,1,1,6,7,6,6,0,4.5,0,-4.5,3.380952381,3.285714286,-0.095238095,3.48,3.8,0.32,30,33,3
50910002,509100,1,1,1,1,6,6,0,0,0,0,3.238095238,3.333333333,0.095238095,3.08,3.88,0.8,24,32,8
50930001,509300,1,1,6,4,0,7,7,0,0,0,3.19047619,2.761904762,-0.428571429,3.2,3.56,0.36,28,30,2
50930002,509300,1,1,1,1,0,0,0,0,0,0,2.80952381,2.428571429,-0.380952381,3.16,3.28,0.12,26,27,1
50940001,509400,1,1,6,5,6,6,0,0,3.75,3.75,3.238095238,3.952380952,0.714285714,3.48,3.96,0.48,24,32,8
50940002,509400,1,1,1,1,7,7,0,4,0,-4,3.238095238,2.714285714,-0.523809524,3.4,2.6,-0.8,24,32,8
50950001,509500,1,1,4,5,0,6,6,0,0,0,2.857142857,1.857142857,-1,3.52,2.32,-1.2,30,28,-2
50950002,509500,1,1,1,1,0,6,6,0,0,0,1.761904762,1.523809524,-0.238095238,2.32,1.84,-0.48,32,32,0
50960001,509600,1,1,4,4,0,6,6,0,0,0,1,1.571428571,0.571428571,1,2,1,27,26,-1
50960002,509600,1,1,1,2,0,6,6,0,0,0,1,1.476190476,0.476190476,1,1.92,0.92,24,27,3
50970003,509700,1,1,6,7,6,6,0,0,0,0,3.428571429,3.476190476,0.047619048,3.2,3.64,0.44,32,33,1
50970005,509700,1,1,4,4,0,6,6,0,0,0,3.095238095,2.904761905,-0.19047619,3.52,3.08,-0.44,33,32,-1
50980001,509800,0,0,4,4,0,7,7,0,0,0,1,1.476190476,0.476190476,1.68,2.36,0.68,24,33,9
50990001,509900,1,1,6,7,6,7,1,5.25,0,-5.25,2.904761905,3.285714286,0.380952381,3.2,3.32,0.12,32,34,2
50990002,509900,1,1,4,4,5,6,1,5,0,-5,3.095238095,3.333333333,0.238095238,3.68,3.56,-0.12,32,35,3
50990003,509900,0,0,1,1,7,8,1,5.25,0,-5.25,3.428571429,4.142857143,0.714285714,3.56,4.12,0.56,32,36,4
51010001,510100,1,1,8,9,5,4,-1,2,2.5,0.5,4.523809524,2.904761905,-1.619047619,4.6,4.08,-0.52,26,31,5
51020001,510200,1,1,12,13,4,4,0,1.75,4.25,2.5,4.80952381,3.666666667,-1.142857143,4.8,3.76,-1.04,27,33,6
51020002,510200,1,1,1,1,4,3,-1,1.75,3.75,2,4.380952381,3.095238095,-1.285714286,4.56,3.2,-1.36,26,34,8
51020003,510200,0,0,1,1,5,5,0,1.75,4,2.25,4.380952381,4.238095238,-0.142857143,4.48,4.72,0.24,27,32,5
51020004,510200,0,0,1,1,5,5,0,1.75,4.5,2.75,4.666666667,3.19047619,-1.476190476,4.68,3.96,-0.72,27,30,3
51020005,510200,0,0,1,1,5,5,0,1.75,1.75,0,3.285714286,3.476190476,0.19047619,3.56,3.64,0.08,27,29,2
51030001,510300,0,0,5,6,0,4,4,0,4,4,3.952380952,2.80952381,-1.142857143,3.72,3.64,-0.08,25,32,7
51030002,510300,0,0,6,7,4,5,1,0,4,4,5,4.380952381,-0.619047619,5,4,-1,27,31,4
51030003,510300,0,0,1,1,5,5,0,0,4,4,3.571428571,3.571428571,0,3.96,3.92,-0.04,26,33,7
51040001,510400,1,1,11,12,4,3,-1,1.75,4,2.25,5,4.238095238,-0.761904762,4.96,4.8,-0.16,27,35,8
51040002,510400,1,1,6,7,4,3,-1,1.75,4,2.25,5,4.095238095,-0.904761905,5,5,0,26,33,7
51040003,510400,0,0,1,1,8,3,-5,1.75,4,2.25,5,5,0,5,5,0,24,33,9
51040004,510400,0,0,1,1,4,8,4,1.75,4,2.25,4.857142857,5,0.142857143,4.84,5,0.16,26,34,8
51050001,510500,1,1,8,9,5,3,-2,1.75,0,-1.75,4.428571429,1.857142857,-2.571428571,4.52,2.32,-2.2,30,31,1
51070001,510700,1,1,12,12,0,3,3,0,4,4,3.095238095,4.285714286,1.19047619,5,4.48,-0.52,32,33,1
51070002,510700,1,1,1,1,0,4,4,0,3.25,3.25,3,4.047619048,1.047619048,5,4.56,-0.44,27,33,6
51070003,510700,0,0,1,1,4,8,4,8.25,4,-4.25,5,5,0,5,5,0,30,33,3
51070004,510700,0,0,1,1,4,5,1,9,3.25,-5.75,4.619047619,3.666666667,-0.952380952,4.68,3.8,-0.88,25,34,9
51110002,511100,1,1,1,1,9,9,0,1.25,2.5,1.25,3.523809524,3.619047619,0.095238095,3.36,4.28,0.92,25,31,6
51120002,511200,1,1,1,1,0,8,8,1.5,3,1.5,3.952380952,4.238095238,0.285714286,4.24,4.12,-0.12,33,32,-1
51140001,511400,0,1,8,9,4,9,5,1.5,3,1.5,4.333333333,4.095238095,-0.238095238,5,4.28,-0.72,32,27,-5
51160002,511600,1,1,1,1,4,9,5,1.5,2.75,1.25,4.285714286,3.80952381,-0.476190476,4.16,4.16,0,33,30,-3
51170001,511700,1,1,1,1,9,9,0,1.5,3,1.5,2.619047619,3.428571429,0.80952381,2.96,3.48,0.52,27,23,-4
51170002,511700,0,0,6,6,9,9,0,1.25,2.25,1,3.238095238,4.428571429,1.19047619,3.44,4.4,0.96,35,28,-7
51170003,511700,1,1,8,7,9,9,0,1.5,2.75,1.25,2.428571429,3.523809524,1.095238095,2.48,3.8,1.32,32,30,-2
51170004,511700,0,0,6,5,9,8,-1,5.25,2.75,-2.5,4.238095238,4.238095238,0,3.64,4.16,0.52,31,31,0
51180002,511800,0,0,7,7,9,9,0,5,2.75,-2.25,4.19047619,3.666666667,-0.523809524,4.32,3.64,-0.68,33,32,-1
51190001,511900,1,1,5,6,9,8,-1,1.5,2.75,1.25,1.666666667,3.619047619,1.952380952,2.24,3.76,1.52,24,31,7
51190002,511900,1,1,5,6,9,9,0,1.5,2.75,1.25,2.380952381,3.571428571,1.19047619,3.2,3.56,0.36,32,32,0
51190003,511900,0,0,1,1,9,8,-1,4.75,2.75,-2,4.238095238,4.428571429,0.19047619,4.28,4.6,0.32,32,27,-5
51190004,511900,0,0,5,1,9,8,-1,4.75,2.75,-2,4.285714286,3.619047619,-0.666666667,4.32,3.64,-0.68,34,31,-3
51200001,512000,1,1,6,6,9,9,0,2,2.75,0.75,3.333333333,3.380952381,0.047619048,3.28,3.52,0.24,35,31,-4
51200002,512000,1,1,6,7,9,7,-2,1.75,2.75,1,2.476190476,3.571428571,1.095238095,3.28,3.68,0.4,33,30,-3
51200003,512000,0,0,6,6,9,9,0,1.5,2.75,1.25,3.476190476,4.238095238,0.761904762,4.2,4.32,0.12,30,33,3
51200004,512000,0,0,1,1,9,9,0,2,2.75,0.75,4,4.19047619,0.19047619,4.12,4.28,0.16,35,32,-3
51230001,512300,1,1,9,8,5,9,4,0,2.75,2.75,3.380952381,4.285714286,0.904761905,3.64,3.76,0.12,26,28,2
51230002,512300,1,1,6,6,8,8,0,1.25,2.25,1,3.428571429,2.857142857,-0.571428571,3.56,3.08,-0.48,34,32,-2
51230003,512300,0,0,9,8,5,9,4,1.25,2.75,1.5,4.19047619,4.428571429,0.238095238,4.24,4.36,0.12,33,35,2
51230004,512300,0,0,9,8,9,9,0,1.25,3.25,2,4.333333333,4.285714286,-0.047619048,4.2,4.48,0.28,33,33,0
51230005,512300,0,#N/A,1,#N/A,0,#N/A,#N/A,0,#N/A,#N/A,1,#N/A,#N/A,1,#N/A,#N/A,31,#N/A,#N/A
51260001,512600,1,1,5,3,5,8,3,0,0,0,1.80952381,1.666666667,-0.142857143,2.8,1.68,-1.12,32,31,-1
51260002,512600,1,1,1,1,9,8,-1,0,0,0,1.571428571,1.714285714,0.142857143,1.56,1.68,0.12,31,30,-1
51310001,513100,1,1,1,3,9,9,0,0,0,0,1.952380952,2.380952381,0.428571429,2.4,2.12,-0.28,25,23,-2
51320001,513200,1,1,4,5,0,0,0,0,0,0,1,3,2,1.4,2.56,1.16,25,30,5
51330002,513300,0,#N/A,6,#N/A,9,#N/A,#N/A,4.5,#N/A,#N/A,4.238095238,#N/A,#N/A,4.44,#N/A,#N/A,35,#N/A,#N/A
51340001,513400,0,0,4,4,0,8,8,0,0,0,1.095238095,1.047619048,-0.047619048,2.04,1.92,-0.12,25,21,-4
51350001,513500,1,1,6,6,5,0,-5,2,0,-2,2.238095238,1.095238095,-1.142857143,2.36,1.88,-0.48,32,30,-2
51360003,513600,1,1,1,1,7,6,-1,2.75,3.75,1,2.476190476,2.904761905,0.428571429,2.92,3.28,0.36,27,26,-1
51370002,513700,0,0,4,4,0,0,0,0,0,0,1,1,0,1.64,1.28,-0.36,29,25,-4
51380002,513800,1,1,1,1,9,9,0,2.25,0,-2.25,2.428571429,2.333333333,-0.095238095,3.08,3.08,0,30,29,-1
51400001,514000,0,0,3,3,0,0,0,0,0,0,1,1,0,1.24,1.28,0.04,21,29,8
51410001,514100,0,0,6,7,7,8,1,3.5,3.25,-0.25,3.80952381,4.19047619,0.380952381,4.32,3.96,-0.36,33,32,-1
51420002,514200,1,1,4,9,0,0,0,0,0,0,1,1.19047619,0.19047619,1.6,1.8,0.2,23,29,6
51430002,514300,1,1,3,3,0,0,0,0,0,0,1,1,0,1.12,1.24,0.12,30,28,-2
51440001,514400,0,0,2,2,0,0,0,0,0,0,1,1,0,1.04,1.12,0.08,30,21,-9
51450002,514500,1,1,4,9,6,8,2,0,0,0,1.380952381,1.285714286,-0.095238095,1.72,1.48,-0.24,27,29,2
51460002,514600,0,0,6,8,6,9,3,4.75,5.5,0.75,4.333333333,4.285714286,-0.047619048,4.28,4.36,0.08,30,33,3
51480002,514800,1,1,6,11,4,5,1,2,3,1,4.380952381,4.380952381,0,4.4,4.56,0.16,34,34,0
51490001,514900,1,1,5,5,0,0,0,0,0,0,1.761904762,1.619047619,-0.142857143,1.64,1.72,0.08,31,28,-3
51500001,515000,0,0,2,3,0,0,0,0,0,0,1.380952381,1.095238095,-0.285714286,1.68,1.32,-0.36,25,22,-3
51520002,515200,1,1,4,4,5,5,0,1.5,1.5,0,2.380952381,2.380952381,0,2.8,2.8,0,37,37,0
51530001,515300,1,1,7,8,4,4,0,1.5,0,-1.5,4.904761905,5,0.095238095,4.96,4.44,-0.52,29,29,0
51560002,515600,1,1,2,2,0,0,0,0,0,0,1,1,0,1.08,1.08,0,29,29,0
51570002,515700,1,1,2,2,0,0,0,0,0,0,1,1,0,1.24,1.24,0,29,29,0
51580002,515800,0,0,3,3,0,0,0,0,0,0,1,1,0,1.08,1.08,0,28,28,0
51590002,515900,1,1,4,5,6,5,-1,1.25,0,-1.25,2.333333333,2.380952381,0.047619048,2.76,2.76,0,30,30,0
51600002,516000,1,1,3,3,0,0,0,0,0,0,1,1,0,1.16,1.16,0,29,28,-1
51630001,516300,0,0,4,4,4,5,1,0,0,0,3.285714286,1.952380952,-1.333333333,3.6,2.16,-1.44,28,24,-4
51630002,516300,0,0,7,7,5,6,1,5,3,-2,3.380952381,5,1.619047619,4.92,5,0.08,27,31,4
51640001,516400,1,1,7,8,5,5,0,3.25,5,1.75,4.095238095,4.238095238,0.142857143,4.16,4,-0.16,26,27,1
51640002,516400,1,1,5,1,3,5,2,4,3.25,-0.75,4.238095238,3.285714286,-0.952380952,3.84,3.8,-0.04,29,25,-4
51640003,516400,0,0,6,7,4,5,1,5.75,5,-0.75,3.761904762,5,1.238095238,3.68,5,1.32,26,30,4
51640004,516400,0,0,1,1,5,5,0,4.25,6,1.75,4.904761905,5,0.095238095,4.32,5,0.68,26,29,3
51660001,516600,1,1,2,2,6,6,0,0,0,0,1,1.571428571,0.571428571,1.48,1.64,0.16,25,27,2
51660002,516600,1,1,2,2,0,0,0,0,0,0,1,1,0,1.12,1.12,0,25,26,1
51670001,516700,0,0,1,1,0,0,0,0,0,0,1,1,0,1.24,1,-0.24,27,26,-1
51690001,516900,1,1,6,7,3,4,1,5,4.5,-0.5,2.857142857,3.428571429,0.571428571,3.6,3.24,-0.36,25,27,2
51700001,517000,1,#N/A,7,#N/A,3,#N/A,#N/A,4,#N/A,#N/A,2.857142857,#N/A,#N/A,2.16,#N/A,#N/A,26,#N/A,#N/A
51700002,517000,1,0,6,7,0,5,5,5,4.75,-0.25,3.666666667,2.523809524,-1.142857143,2.56,4.08,1.52,29,27,-2
51700003,517000,0,0,7,7,5,5,0,4.25,4.5,0.25,4.523809524,5,0.476190476,4.2,5,0.8,24,25,1
51700004,517000,0,0,6,7,4,5,1,7.5,5,-2.5,4.571428571,5,0.428571429,4.76,5,0.24,24,29,5
51700005,517000,0,0,1,1,0,0,0,0,0,0,1,1,0,1,1,0,28,24,-4
51730001,517300,1,1,5,5,6,6,0,0,0,0,3,2.619047619,-0.380952381,3.6,3,-0.6,26,28,2
